test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
194,0,0.0,0.0,2.0,1.0,5.0,2.0,111.0,1.0,11.0,0.0,0.53,0.0,97.0,3.0,9.0,23.0,1.0,2.71428571428571,0.0,0.0,0.0,17.0,1.0,0.0,5.0,7.0,0.5230264342987898,0.4769735657012102
251,0,3.0,28.0,1.0,0.0,7.0,2.0,1868.0,7.0,39.0,8.0,0.84,0.0,100.0,4.0,21.0,7.0,8.0,13.009756097561,0.0,0.0,0.0,86.0,0.705882352941177,0.0,1.0,11.0,0.6118490949059369,0.38815090509406314
302,0,3.0,0.0,1.0,2.0,6.0,2.0,752.0,22.0,30.0,6.0,0.68,0.0,100.0,4.0,72.0,7.0,2.0,3.34,0.0,0.0,0.0,86.0,0.454545454545455,0.0,1.0,8.0,0.5937651481882404,0.4062348518117595
352,0,7.0,0.0,1.0,0.0,17.0,2.0,182.0,3.0,0.0,9.0,0.72,0.0,75.0,2.0,0.0,21.0,2.0,4.57894736842105,1.0,1.0,0.0,27.0,0.75,0.0,6.0,0.0,0.5820596546552037,0.4179403453447963
455,0,0.0,0.0,2.0,0.0,2.0,1.0,50.0,5.0,1.0,0.0,0.59,1.0,100.0,2.0,0.0,10.0,2.0,3.0,2.0,6.0,1.0,0.0,0.0,0.0,3.0,2.0,0.5032792451246147,0.49672075487538525
507,0,15.0,7.0,1.0,15.0,5.0,3.0,40.0,11.0,6.0,4.0,0.4,1.0,100.0,2.0,6.0,52.0,2.0,16.855421686747,0.0,1.0,0.0,21.0,0.466666666666667,0.0,6.0,6.0,0.514440014480854,0.48555998551914603
531,0,6.0,5.0,1.0,29.0,5.0,2.0,386.0,6.0,9.0,6.0,0.68,0.0,94.0,3.0,39.0,0.0,3.0,3.32727272727273,0.0,17.0,0.0,146.0,0.571428571428571,0.0,7.0,5.0,0.5010112160008315,0.49898878399916846
1923,0,1.0,0.0,2.0,0.0,6.0,2.0,129.0,2.0,7.0,3.0,14.5,1.0,90.0,3.0,3.0,19.0,1.0,6.75,0.0,1.0,0.0,13.0,0.75,0.0,5.0,1.0,0.5658027065664417,0.4341972934335583
1956,0,4.0,0.0,2.0,1.0,6.0,3.0,200.0,4.0,4.0,11.0,10.3,1.0,100.0,3.0,4.0,19.0,2.0,4.63636363636364,1.0,1.0,0.0,52.0,0.714285714285714,0.0,4.0,1.0,0.5812835065978446,0.4187164934021555
834,0,4.0,0.0,15.0,0.0,18.0,2.0,143.0,16.0,8.0,41.0,13.9,0.0,100.0,5.0,1.0,89.0,2.0,9.9375,0.0,1.0,0.0,993.0,0.681818181818182,1.0,1.0,9.0,0.5828976122037364,0.4171023877962636
1283,0,0.0,0.0,1.0,0.0,2.0,1.0,51.0,4.0,3.0,1.0,6.1,2.0,100.0,5.0,136.0,16.0,2.0,1.15384615384615,0.0,1.0,0.0,17.0,0.666666666666667,0.0,5.0,5.0,0.5392600609177103,0.46073993908228966
1291,0,2.0,0.0,1.0,0.0,3.0,1.0,239.0,7.0,3.0,2.0,0.37,1.0,100.0,3.0,0.0,57.0,2.0,1.16363636363636,17.0,23.0,0.0,54.0,1.0,0.0,5.0,8.0,0.5848530469881124,0.41514695301188764
30,0,3.0,0.0,1.0,2.0,6.0,1.0,540.0,7.0,17.0,18.0,0.95,0.0,100.0,5.0,3.0,27.0,1.0,2.01428571428571,19.0,0.0,0.0,6.0,0.5,0.0,4.0,8.0,0.5175323270145318,0.4824676729854682
824,0,0.0,0.0,1.0,10.0,6.0,2.0,375.0,1.0,22.0,2.0,1.11,0.0,71.0,1.0,1.0,6.0,2.0,4.72549019607843,1.0,1.0,0.0,0.0,0.5,0.0,1.0,3.0,0.5435677321456276,0.45643226785437235
