test_idx,candidate_id,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed
1628,0,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,2.0,22.0,2.0,3.2,1.0,5.9,0.0,1.0,1.13513513513514,0.0,0.5,0.0,1.0,5.0,4.0,0.6351979,0.36480212,1
1628,1,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,2.0,7.0,2.0,6.6,1.0,5.9,0.0,1.0,1.13513513513514,0.0,0.5,0.0,1.0,5.0,4.0,0.53834325,0.46165675,1
1628,2,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,2.0,7.0,2.0,1.0,1.0,5.9,0.0,0.0,1.13513513513514,0.0,0.5,0.0,1.0,5.0,4.0,0.9888933,0.011106746,3
1628,3,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,2.0,7.0,2.0,1.0,1.0,5.9,0.0,0.0,1.13513513513514,0.0,0.0,0.0,1.0,5.0,4.0,0.99470913,0.0052908664,4
1628,4,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,2.0,7.0,2.0,3.2,1.0,5.9,0.0,0.0,1.13513513513514,0.0,0.0,0.0,1.0,5.0,4.0,0.996577,0.003422995,4
1628,5,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,2.0,7.0,2.0,3.2,1.0,5.9,0.0,0.0,1.13513513513514,0.0,0.0,0.0,1.0,0.0,4.0,0.996956,0.0030440283,5
1628,6,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,2.0,7.0,2.0,3.8,1.0,5.9,0.0,0.0,1.13513513513514,0.0,0.0,0.0,1.0,0.0,4.0,0.9974289,0.0025710808,5
1628,7,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,2.0,0.0,2.0,3.8,1.0,5.9,0.0,0.0,1.13513513513514,0.0,0.0,0.0,1.0,0.0,4.0,0.9974716,0.0025284125,5
1628,8,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,48.0,7.0,2.0,1.0,1.0,5.9,0.0,0.0,1.13513513513514,0.0,0.5,0.0,1.0,5.0,4.0,0.99263394,0.0073660836,4
1628,9,3.0,1.0,5.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,48.0,7.0,2.0,1.0,1.0,5.9,0.0,0.0,1.13513513513514,0.0,0.5,0.0,1.0,5.0,4.0,0.9934923,0.0065077217,5
