"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'-0.265 < CountDeclMethodPrivate <= 0.045'","b'target = 0'",0.61205,1371,0.61205,1371,1,0.01557,1.02611,1.13911e-24,0.97455,2183
"b'000001'","b'-0.23 < CountDeclMethodProtected <= 0.075'","b'target = 0'",0.54821,1228,0.54821,1228,1,0.01395,1.02611,8.81439e-21,0.97455,2183
"b'000002'","b'-0.023 < OWN_COMMIT <= 0.0145'","b'target = 0'",0.5067,1135,0.5067,1135,1,0.01289,1.02611,1.51823e-18,0.97455,2183
"b'000003'","b'0.25 < CountDeclInstanceMethod <= 4.9'","b'target = 0'",0.33125,742,0.33125,742,1,0.00843,1.02611,7.64663e-11,0.97455,2183
"b'000004'","b'-0.1 < CountDeclInstanceVariable <= 0.72'","b'target = 0'",0.28527,639,0.28527,639,1,0.00726,1.02611,3.63175e-09,0.97455,2183
"b'000005'","b'3.52 < CountClassCoupled <= 7.38'","b'target = 0'",0.20982,470,0.20982,470,1,0.00534,1.02611,1.2206e-06,0.97455,2183
"b'000006'","b'-0.24 < CountDeclClassVariable <= 0.075'","b'target = 0'",0.62455,1399,0.62411,1398,0.99929,0.01545,1.02538,1.69473e-23,0.97455,2183
"b'000007'","b'-0.11 < MAJOR_LINE <= 0.49'","b'target = 0'",0.3,672,0.29955,671,0.99851,0.00719,1.02458,2.85566e-08,0.97455,2183
"b'000008'","b'0.88 < AvgCyclomaticStrict <= 1.31'","b'target = 0'",0.36741,823,0.36652,821,0.99757,0.00846,1.02362,1.86709e-09,0.97455,2183
"b'000009'","b'0.965 < CountDeclClass <= 1.415'","b'target = 0'",0.69375,1554,0.69018,1546,0.99485,0.01408,1.02083,2.1692e-18,0.97455,2183
