test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
476,0,6.0,0.0,1.0,0.0,0.0,8.0,58.0,1.0,0.0,5.0,2.15,0.0,83.0,1.0,1.0,41.0,2.0,9.36283185840708,0.0,2.99115044247788,1.0,1.0,0.216,0.0,0.504424778761062,0.0,1.0,4.0,0.8655165147647058,0.13448348523529421,1
1349,0,3.0,0.0,1.0,8.0,3.0,2.0,55.0,1.0,0.0,0.0,0.19,4.0,94.0,1.0,0.0,13.0,2.0,4.44444444444444,1.0,8.0,2.0,1.0,0.916666666666667,0.0,0.8,0.0,5.0,10.0,0.7059050659340556,0.29409493406594445,1
575,0,1.0,0.0,1.0,4.0,37.0,0.0,55.0,6.0,1.0,4.0,0.13,0.0,94.0,2.0,0.0,15.0,2.0,3.16666666666667,1.0,6.52380952380952,1.0,1.0,0.73469387755102,0.0,0.888888888888889,0.0,3.0,0.0,0.517659409997802,0.48234059000219803,1
578,0,9.0,1.0,1.0,9.0,15.0,0.0,45.0,2.0,7.0,3.0,0.11,2.0,94.0,5.0,1.0,14.0,2.0,4.25641025641026,1.0,3.87179487179487,1.0,1.0,0.666666666666667,0.0,0.933333333333333,0.0,2.0,2.833,0.7057119942595182,0.2942880057404817,1
1367,0,27.0,15.0,1.0,138.0,37.0,0.0,125.0,27.0,25.0,29.0,0.07,0.0,95.0,4.0,7.0,26.0,2.0,3.2020725388601,0.0,4.9740932642487,0.0,1.0,0.617117117117117,0.0,0.416296296296296,0.0,6.0,3.0,0.7456181104833853,0.25438188951661467,1
633,0,21.0,0.0,2.0,9.0,28.0,0.0,33.0,2.0,0.0,0.0,0.09,0.0,95.0,1.0,4.0,20.0,2.0,4.57894736842105,1.0,3.63157894736842,1.0,1.0,0.941176470588235,0.0,1.0,0.0,1.0,0.0,0.5884655738967693,0.41153442610323065,1
658,0,32.0,40.0,1.0,18.0,22.0,0.0,198.0,23.0,0.0,5.0,0.12,0.0,98.0,4.0,89.0,53.0,2.0,3.2817679558011,0.0,5.27624309392265,0.0,0.0,0.760975609756098,0.0,0.699822380106572,0.0,4.0,13.0,0.569391146190059,0.43060885380994096,2
678,0,20.0,0.0,1.0,2.0,0.0,0.0,99.0,2.0,0.0,2.0,0.05,0.0,100.0,2.0,0.0,89.0,1.0,5.8,0.0,3.8625,1.0,1.0,0.507739938080495,0.0,0.763048016701461,0.0,1.0,13.0,0.5272001326123406,0.47279986738765944,1
748,0,26.0,53.0,1.0,8.0,3.0,1.0,747.0,2.0,0.0,206.0,0.25,0.0,100.0,2.0,3.0,15.0,2.0,15.0836431226766,0.0,2.90520446096654,0.0,1.0,0.254545454545455,0.0,0.821696252465483,5.0,4.0,21.0,0.504606553217215,0.49539344678278496,3
750,0,78.0,0.0,2.0,6.0,34.0,1.0,39.0,1.0,1.0,6.0,0.16,1.0,87.0,3.0,1.0,15.0,3.0,6.62099125364431,0.0,5.21865889212828,1.0,1.0,0.896067415730337,0.0,0.401880141010576,0.0,1.0,19.0,0.5081098332228691,0.49189016677713093,4
769,0,24.0,1.0,2.0,15.0,0.0,2.0,58.0,4.0,5.0,2.0,0.2,1.0,96.0,4.0,1.0,40.0,2.0,4.67708333333333,0.0,7.90625,0.0,1.0,1.11881188118812,0.0,0.445103857566766,0.0,4.0,15.0,0.5233914022495124,0.4766085977504876,2
775,0,3.0,0.0,1.0,0.0,2.0,0.0,91.0,26.0,2.0,3.0,0.14,0.0,80.0,5.0,2.0,48.0,2.0,2.98648648648649,0.0,4.67567567567568,2.0,1.0,0.346534653465347,0.0,0.539617486338798,0.0,3.0,2.833,0.6419316291383066,0.3580683708616934,1
780,0,43.0,0.0,2.0,7.0,1.0,1.0,58.0,2.0,17.0,14.0,0.15,2.0,97.0,3.0,3.0,64.0,2.0,4.69918699186992,0.0,7.72357723577236,0.0,1.0,1.12252964426877,0.0,0.87823275862069,2.0,3.0,19.0,0.5248021005436273,0.4751978994563727,3
782,0,14.0,0.0,1.0,5.0,3.0,0.0,156.0,2.0,1.0,0.0,0.1,0.0,99.0,4.0,5.0,65.0,2.0,3.46478873239437,1.0,4.72769953051643,1.0,1.0,0.442982456140351,0.0,0.614654002713704,0.0,4.0,14.0,0.6720158035888452,0.32798419641115484,2
788,0,32.0,5.0,1.0,138.0,9.0,1.0,654.0,14.0,23.0,36.0,0.26,0.0,100.0,4.0,20.0,15.0,2.0,7.16666666666667,0.0,4.2953216374269,1.0,1.0,0.633053221288515,0.0,0.737628384687208,0.0,5.0,15.0,0.5464474155587843,0.4535525844412157,2
793,0,10.0,1.0,1.0,6.0,1.0,2.0,270.0,8.0,9.0,0.0,0.45,0.0,100.0,3.0,5.0,31.0,2.0,8.43564356435644,0.0,3.58415841584158,1.0,1.0,0.381818181818182,0.0,0.8,0.0,5.0,0.0,0.5042928671238454,0.49570713287615464,2
806,0,156.0,16.0,2.0,12.0,0.0,0.0,58.0,2.0,3.0,18.0,0.07,0.0,100.0,3.0,0.0,54.0,2.0,5.80628272251309,0.0,6.14485165794066,1.0,0.0,0.835334476843911,0.0,0.478550295857988,4.0,2.0,20.0,0.5038905070623507,0.49610949293764933,3
