CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
0.0,1.0,0.0,1.0,39.0,1.0,2.0,0.95,0.0,40.0,2.0,0.0,0.0,1.0,1.6,1.0,1.0,1.0,0.88,0.0,0.0,0.0,1.0,0.0,0
0.0,1.0,0.0,0.0,18.0,1.0,1.0,0.6,0.0,40.0,2.0,0.0,0.0,1.0,2.8,0.0,1.0,1.0,0.25,0.0,1.0,0.0,1.0,0.0,0
0.0,0.0,0.0,0.0,24.0,1.0,17.0,1.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0
0.0,1.0,0.0,0.0,17.0,7.0,12.0,0.08,0.0,33.0,2.0,0.0,2.0,2.0,1.67,0.0,1.0,1.0,0.59,0.0,0.0,0.0,3.0,3.0,0
0.0,1.0,0.0,0.0,21.0,1.0,0.0,0.95,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,10.0,5.0,1.0,1.0,0.0,0.0,2.0,0.0,0
0.0,1.0,0.0,0.0,22.0,1.0,2.0,0.69,0.0,50.0,2.0,0.0,6.0,1.0,1.33,1.0,2.0,1.0,0.17,0.0,0.0,0.0,1.0,0.0,0
2.0,2.0,1.0,5.0,209.0,2.0,1.0,0.73,0.0,60.0,1.0,0.0,1.0,2.0,4.68,0.0,1.0,1.0,0.41,0.0,0.0,0.0,1.0,0.0,0
2.0,2.0,1.0,0.0,24.0,1.0,10.0,0.12,1.0,75.0,1.0,0.0,14.0,2.0,7.86,0.0,1.0,1.0,1.67,0.0,0.0,0.0,2.0,0.0,1
0.0,1.0,0.0,0.0,20.0,1.0,1.0,0.45,0.0,0.0,2.0,0.0,0.0,2.0,1.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0
0.0,2.0,0.0,3.0,35.0,1.0,2.0,0.47,1.0,25.0,1.0,0.0,2.0,2.0,3.25,0.0,1.0,1.0,1.5,0.0,1.0,0.0,2.0,1.0,0
4.0,3.0,1.0,4.0,78.0,2.0,0.0,0.22,5.0,100.0,2.0,0.0,23.0,2.0,4.92,0.0,1.0,1.0,1.06,0.0,0.5,0.0,5.0,1.0,1
1.0,2.0,0.0,5.0,42.0,2.0,0.0,0.26,1.0,87.0,2.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,1.56,0.0,0.5,0.0,3.0,1.0,0
0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,1.0,0.0,8.0,38.0,1.0,0.0,1.31,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,4.0,1.0,0.75,0.0,0.0,0.0,3.0,0.0,0
0.0,1.0,0.0,0.0,24.0,1.0,0.0,1.5,0.0,100.0,2.0,0.0,0.0,1.0,2.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0
2.0,1.0,0.0,1.0,652.0,1.0,8.0,1.63,0.0,96.0,1.0,0.0,4.0,2.0,0.59,0.0,0.0,1.0,0.14,0.0,0.5,0.0,5.0,1.0,1
0.0,1.0,3.0,0.0,31.0,1.0,6.0,0.25,0.0,80.0,1.0,0.0,1.0,1.0,4.57,2.0,1.0,1.0,0.38,0.0,0.0,0.0,2.0,1.0,0
0.0,1.0,0.0,0.0,45.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.16,1.0,2.0,1.0,1.39,0.0,0.4,0.0,6.0,4.0,1
1.0,1.0,1.0,1.0,12.0,1.0,6.0,0.35,0.0,76.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.43,0.0,0.0,0.0,1.0,1.0,1
2.0,1.0,3.0,0.0,26.0,2.0,5.0,0.11,0.0,87.0,2.0,0.0,1.0,4.0,3.38,0.0,0.0,0.0,0.77,0.0,0.0,0.0,4.0,0.0,1
2.0,2.0,3.0,0.0,58.0,2.0,20.0,0.07,0.0,91.0,1.0,0.0,3.0,4.0,6.53,0.0,0.0,0.0,0.53,0.0,0.5,0.0,4.0,1.0,1
2.0,2.0,3.0,0.0,35.0,2.0,10.0,0.09,0.0,87.0,1.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,2.0,0.0,1
2.0,2.0,3.0,0.0,36.0,2.0,9.0,0.08,0.0,86.0,1.0,0.0,1.0,4.0,4.68,0.0,0.0,0.0,0.74,0.0,0.0,0.0,4.0,0.0,1
2.0,1.0,3.0,0.0,26.0,2.0,5.0,0.11,0.0,87.0,2.0,0.0,1.0,4.0,2.84,0.0,0.0,0.0,0.77,0.0,0.0,0.0,4.0,1.0,1
0.0,0.0,0.0,0.0,305.0,31.0,0.0,0.13,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.99,0.0,0.5,0.0,4.0,5.0,1
0.0,1.0,0.0,1.0,20.0,1.0,1.0,1.54,1.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,1.0,0.0,2.0,29.0,1.0,2.0,1.71,0.0,33.0,1.0,9.0,1.0,1.0,4.67,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,1.0,0.0,1.0,20.0,1.0,1.0,1.54,0.0,0.0,2.0,0.0,2.0,1.0,2.5,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.0,1.0,0.0,2.0,23.0,1.0,2.0,1.28,0.0,33.0,2.0,0.0,2.0,1.0,2.67,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.0,1.0,0.0,0.0,20.0,1.0,3.0,0.83,0.0,50.0,2.0,0.0,1.0,1.0,2.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
