CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
0.0,0.0,0.0,0.0,22.0,1.0,0.0,5.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,0.0,1.0,0.0,0
0.0,1.0,0.0,3.0,20.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,1.0,0.0,0.0,36.0,2.0,4.0,0.46,1.0,50.0,3.0,0.0,2.0,3.0,3.8,2.0,1.0,1.0,0.7,0.0,0.0,0.0,2.0,2.0,0
0.0,0.0,0.0,0.0,24.0,1.0,17.0,1.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0
0.0,1.0,0.0,0.0,22.0,1.0,2.0,0.69,0.0,50.0,2.0,0.0,6.0,1.0,1.33,1.0,2.0,1.0,0.17,0.0,0.0,0.0,1.0,0.0,0
2.0,1.0,1.0,5.0,176.0,2.0,1.0,1.2,0.0,61.0,1.0,0.0,1.0,2.0,4.81,0.0,1.0,1.0,0.2,0.0,0.0,0.0,2.0,0.0,0
0.0,1.0,7.0,5.0,61.0,1.0,0.0,1.15,0.0,64.0,1.0,0.0,2.0,1.0,3.29,3.0,1.0,1.0,0.78,0.0,0.0,0.0,1.0,0.0,0
4.0,3.0,1.0,4.0,78.0,2.0,0.0,0.22,5.0,100.0,2.0,0.0,23.0,2.0,4.92,0.0,1.0,1.0,1.06,0.0,0.5,0.0,5.0,1.0,1
1.0,2.0,0.0,5.0,42.0,2.0,0.0,0.26,1.0,87.0,2.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,1.56,0.0,0.5,0.0,3.0,1.0,0
0.0,1.0,0.0,0.0,26.0,1.0,5.0,0.04,0.0,99.0,1.0,2.0,1.0,2.0,0.36,0.0,0.0,1.0,0.13,0.0,0.0,0.0,1.0,1.0,1
2.0,2.0,1.0,2.0,41.0,1.0,7.0,0.29,1.0,75.0,2.0,0.0,14.0,1.0,4.38,0.0,1.0,1.0,1.5,0.0,0.0,0.0,3.0,0.0,1
0.0,1.0,0.0,0.0,20.0,1.0,4.0,0.69,0.0,62.0,1.0,0.0,1.0,1.0,2.67,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,12.0,1.0,6.0,23.0,1.0,0.0,0.74,0.0,0.0,1.0,0.0,0.0,1.0,13.0,13.0,3.0,12.0,1.0,1.0,0.0,0.0,1.0,0.0,1
3.0,1.0,1.0,2.0,99.0,2.0,6.0,0.12,4.0,88.0,2.0,0.0,4.0,2.0,3.71,1.0,1.0,1.0,1.1,0.0,0.5,0.0,6.0,3.0,1
0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1
1.0,1.0,1.0,1.0,12.0,1.0,4.0,0.43,0.0,75.0,1.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,0.43,0.0,0.0,0.0,1.0,1.0,1
0.0,0.0,0.0,0.0,1821.0,131.0,0.0,0.16,0.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.85,0.0,0.4,0.0,6.0,5.0,1
0.0,1.0,0.0,7.0,29.0,1.0,0.0,4.83,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,1.0,0.0,8.0,589.0,1.0,0.0,3.25,0.0,0.0,0.0,1.0,20.0,0.0,0.64,0.0,0.0,1.0,0.0,0.0,0.5,0.0,7.0,6.0,0
0.0,1.0,0.0,8.0,28.0,1.0,0.0,3.11,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0
0.0,1.0,0.0,0.0,22.0,1.0,1.0,0.96,0.0,25.0,1.0,1.0,4.0,2.0,3.25,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
1.0,2.0,11.0,2.0,110.0,1.0,6.0,0.37,0.0,92.0,1.0,0.0,11.0,1.0,7.0,2.0,2.0,1.0,1.04,0.0,0.67,0.0,5.0,7.0,0
0.0,1.0,0.0,0.0,29.0,1.0,7.0,0.45,0.0,81.0,1.0,0.0,1.0,1.0,1.69,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,1.0,0.0,3.0,89.0,1.0,10.0,0.99,0.0,86.0,1.0,0.0,2.0,1.0,2.86,0.0,1.0,1.0,0.0,0.0,0.5,0.0,2.0,1.0,0
0.0,1.0,0.0,3.0,54.0,1.0,4.0,1.38,0.0,70.0,1.0,0.0,0.0,1.0,1.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2.0,1.0,0.0,0.0,20.0,1.0,0.0,0.29,0.0,91.0,2.0,0.0,11.0,1.0,1.17,0.0,1.0,1.0,0.21,0.0,1.0,0.0,1.0,0.0,0
0.0,1.0,0.0,1.0,21.0,2.0,0.0,0.5,0.0,50.0,3.0,2.0,4.0,2.0,3.75,1.0,2.0,1.0,0.71,0.0,1.0,0.0,4.0,0.0,0
0.0,1.0,0.0,0.0,17.0,1.0,0.0,2.12,0.0,0.0,3.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.0,0.0,0.0,0.0,39.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
1.0,1.0,1.0,1.0,12.0,1.0,3.0,0.48,0.0,73.0,1.0,0.0,0.0,2.0,1.4,0.0,1.0,0.0,0.43,0.0,0.0,0.0,1.0,1.0,1
8.0,2.0,1.0,4.0,209.0,2.0,15.0,0.19,3.0,86.0,1.0,0.0,83.0,2.0,6.92,1.0,1.0,1.0,1.74,0.0,0.75,0.0,5.0,8.0,1
0.0,1.0,0.0,1.0,50.0,1.0,5.0,0.37,0.0,85.0,2.0,0.0,9.0,2.0,3.29,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0
0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
8.0,1.0,3.0,2.0,110.0,4.0,11.0,0.2,1.0,82.0,2.0,0.0,21.0,2.0,3.67,0.0,1.0,1.0,1.0,0.0,0.33,0.0,2.0,4.0,1
0.0,1.0,0.0,0.0,17.0,1.0,0.0,0.44,0.0,100.0,2.0,0.0,5.0,2.0,0.8,0.0,0.0,1.0,0.43,0.0,0.0,0.0,1.0,1.0,0
0.0,1.0,0.0,0.0,25.0,2.0,3.0,1.0,0.0,100.0,1.0,0.0,1.0,1.0,1.2,0.0,1.0,0.0,0.38,0.0,0.0,0.0,2.0,0.0,0
1.0,1.0,1.0,1.0,23.0,1.0,0.0,0.96,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.75,0.0,1.0,0.0,2.0,0.0,0
0.0,1.0,4.0,0.0,17.0,1.0,0.0,0.71,0.0,60.0,1.0,0.0,1.0,1.0,4.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2.0,2.0,0.0,1.0,40.0,1.0,6.0,0.18,2.0,86.0,4.0,0.0,21.0,2.0,4.92,0.0,1.0,1.0,2.0,0.0,0.5,0.0,3.0,2.0,1
3.0,2.0,2.0,6.0,103.0,1.0,5.0,0.28,4.0,86.0,3.0,0.0,16.0,2.0,5.85,0.0,1.0,1.0,1.4,0.0,0.67,0.0,6.0,5.0,1
0.0,1.0,0.0,0.0,17.0,1.0,1.0,1.06,0.0,0.0,1.0,0.0,0.0,2.0,1.33,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.0,2.0,1.0,1.0,27.0,1.0,1.0,0.18,2.0,60.0,2.0,1.0,9.0,1.0,3.8,0.0,2.0,1.0,2.57,0.0,0.0,0.0,2.0,0.0,0
0.0,1.0,0.0,15.0,99.0,1.0,0.0,3.19,0.0,0.0,2.0,1.0,8.0,1.0,1.2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0
1.0,1.0,1.0,2.0,56.0,2.0,1.0,0.34,0.0,0.0,2.0,0.0,4.0,5.0,3.18,0.0,0.0,1.0,0.93,0.0,0.0,0.0,3.0,1.0,0
0.0,1.0,0.0,10.0,30.0,1.0,0.0,3.75,0.0,0.0,0.0,2.0,1.0,0.0,31.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0.0,1.0,0.0,0.0,24.0,1.0,2.0,0.5,0.0,70.0,2.0,0.0,3.0,1.0,1.75,0.0,1.0,1.0,0.3,0.0,1.0,0.0,2.0,1.0,0
0.0,1.0,1.0,6.0,93.0,2.0,3.0,1.18,0.0,62.0,1.0,0.0,7.0,2.0,6.88,1.0,1.0,1.0,0.64,0.0,1.0,0.0,1.0,1.0,0
2.0,1.0,2.0,2.0,46.0,3.0,0.0,0.61,1.0,0.0,1.0,0.0,14.0,2.0,1.5,0.0,1.0,1.0,0.4,0.0,0.0,0.0,2.0,1.0,0
1.0,1.0,6.0,0.0,41.0,6.0,0.0,0.3,0.0,0.0,1.0,0.0,9.0,2.0,2.08,0.0,1.0,1.0,0.63,0.0,1.0,0.0,3.0,0.0,1
0.0,1.0,0.0,2.0,44.0,1.0,1.0,0.86,0.0,85.0,2.0,0.0,1.0,3.0,1.86,0.0,1.0,1.0,1.11,0.0,0.0,0.0,2.0,1.0,0
