test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
40,0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,4.0,5.0,0.89,0.0,41.0,1.0,0.0,7.0,3.0,3.83333333333333,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.4966481924612288,0.5033518075387712,1
56,0,0.0,4.0,1.0,1.0,0.0,9.0,2.0,5.0,20.0,21.0,77.0,1.44,0.0,94.0,1.0,1.0,50.0,6.0,4.16831683168317,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.5596434159251801,0.4403565840748199,1
92,0,0.0,3.0,1.0,5.0,0.0,1.0,2.0,5.0,33.0,64.0,143.0,0.29,0.0,98.0,1.0,2.0,63.0,0.0,6.19774011299435,1.0,0.0,0.0,22.0,0.818181818181818,0.0,3.0,2.0,0.5263080540796657,0.47369194592033426,4
104,0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,4.0,2.0,21.0,0.84,0.0,89.0,3.0,0.0,25.0,1.0,3.24,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.4895215874533003,0.5104784125466997,1
147,0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,12.0,20.0,0.19,0.0,83.0,1.0,3.0,27.0,1.0,4.37037037037037,0.0,0.0,0.0,10.0,0.9,0.0,3.0,1.0,0.5222643907001743,0.4777356092998258,2
148,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,21.0,1.26,0.0,85.0,1.0,2.0,13.0,2.0,2.95652173913043,0.0,0.0,0.0,5.0,0.8,0.0,3.0,1.0,0.5174025905866879,0.4825974094133121,3
1762,0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,3.0,7.0,2.0,0.25,0.0,73.0,2.0,2.0,11.0,2.0,3.18181818181818,0.0,0.0,0.0,1.0,0.75,0.0,1.0,1.0,0.5059444507770217,0.4940555492229783,3
218,0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,4.0,8.0,12.0,30.0,1.62,0.0,89.0,2.0,2.0,25.0,0.0,3.53846153846154,0.0,0.0,0.0,17.0,0.764705882352941,0.0,3.0,0.0,0.5232599805032999,0.4767400194967001,4
219,0,7.0,4.0,1.0,2.0,0.0,1.0,2.0,12.0,7.0,22.0,58.0,1.29,0.0,94.0,2.0,1.0,50.0,1.0,3.94736842105263,1.0,0.0,0.0,39.0,0.692307692307692,0.0,3.0,0.0,0.5245899607782372,0.4754100392217629,4
225,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,19.0,66.0,1.14,0.0,92.0,1.0,1.0,43.0,0.0,3.84931506849315,0.0,0.0,0.0,10.0,0.8,0.0,3.0,0.0,0.5028872788717552,0.4971127211282448,3
282,0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,6.0,17.0,0.41,0.0,87.0,4.0,0.0,3.0,2.0,2.83333333333333,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.19506153460902342,0.8049384653909766,1
287,0,1.0,0.0,1.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,9.0,0.7,0.0,76.0,4.0,0.0,0.0,2.0,3.1,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5396806039509734,0.46031939604902655,1
359,0,2.0,0.0,2.0,1.0,18.0,1.0,2.0,7.0,7.0,1.0,29.0,0.44,0.0,100.0,2.0,5.0,9.0,2.0,2.42105263157895,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.502731883912612,0.497268116087388,2
379,0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.32,1.0,25.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.29059428567725165,0.7094057143227483,1
389,0,0.0,3.0,1.0,3.0,0.0,0.0,2.0,4.0,5.0,6.0,41.0,0.19,0.0,90.0,2.0,2.0,0.0,3.0,1.36734693877551,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5251375660253927,0.4748624339746073,1
393,0,4.0,6.0,1.0,15.0,0.0,3.0,2.0,3.0,0.0,19.0,44.0,1.56,0.0,94.0,1.0,1.0,12.0,2.0,4.49122807017544,0.0,1.0,0.0,6.0,0.5,0.0,2.0,0.0,0.5083840081768126,0.4916159918231874,3
427,0,9.0,10.0,1.0,5.0,0.0,1.0,2.0,1.0,0.0,22.0,24.0,0.18,0.0,91.0,1.0,0.0,10.0,0.0,4.13953488372093,0.0,0.0,0.0,11.0,1.0,0.0,2.0,0.0,0.5444516933340586,0.4555483066659414,3
502,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,5.0,3.0,1.0,0.41,0.0,62.0,2.0,1.0,8.0,1.0,4.16666666666667,1.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,0.4528379524833336,0.5471620475166664,1
503,0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,10.0,28.0,36.0,39.0,0.14,0.0,93.0,1.0,2.0,40.0,0.0,4.15942028985507,0.0,0.0,0.0,11.0,1.0,0.0,3.0,0.0,0.5188880155506974,0.48111198444930264,2
505,0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,3.0,2.0,11.0,0.38,0.0,66.0,3.0,0.0,12.0,2.0,3.28571428571429,1.0,1.0,0.0,1.0,0.666666666666667,0.0,3.0,0.0,0.5051232602186502,0.49487673978134983,3
695,0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,16.0,0.35,0.0,62.0,2.0,0.0,12.0,2.0,2.1875,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.3108225701700362,0.6891774298299638,1
725,0,0.0,4.0,1.0,1.0,0.0,1.0,2.0,5.0,2.0,16.0,26.0,1.14,0.0,83.0,1.0,1.0,21.0,1.0,4.59375,0.0,0.0,0.0,8.0,0.875,0.0,2.0,0.0,0.5149495973863805,0.4850504026136195,2
727,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,9.0,19.0,0.62,0.0,88.0,1.0,0.0,6.0,2.0,1.63157894736842,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.34658249169962596,0.653417508300374,1
729,0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0,17.0,0.34,0.0,65.0,1.0,0.0,12.0,2.0,3.55555555555556,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.27797970597816957,0.7220202940218304,1
737,0,2.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,2.0,2.0,30.0,0.12,0.0,62.0,1.0,7.0,0.0,2.0,5.38235294117647,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.5347593935702624,0.4652406064297376,1
754,0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,13.0,48.0,0.38,0.0,94.0,2.0,0.0,21.0,2.0,2.9622641509434,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.534505732321321,0.46549426767867896,5
757,0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,6.0,13.0,0.16,0.0,74.0,1.0,0.0,2.0,1.0,7.42857142857143,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.34748491180212904,0.652515088197871,1
773,0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,4.0,4.0,17.0,1.12,0.0,77.0,2.0,0.0,18.0,1.0,4.54545454545455,0.0,0.0,0.0,9.0,1.0,0.0,2.0,0.0,0.5131190738698398,0.4868809261301602,3
