"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'0.73 < MaxInheritanceTree <= 1.32 & 30 < CountLineComment <= 57'","b'target = 0'",0.05098,104,0.05049,103,0.99038,0.01775,1.54228,3.55995e-11,0.64216,1310
"b'000001'","b'MaxNesting_Mean <= 0.195 & MAJOR_LINE <= 0.1'","b'target = 0'",0.05931,121,0.05833,119,0.98347,0.02024,1.53151,4.24563e-10,0.64216,1310
"b'000002'","b'CountInput_Mean <= 1.56 & MAJOR_LINE <= 0.1'","b'target = 0'",0.08186,167,0.0799,163,0.97605,0.02733,1.51995,3.72724e-13,0.64216,1310
"b'000003'","b'0.8 < CountClassCoupled <= 2.78 & -0.175 < CountClassDerived <= 0.07 & -0.41 < CountDeclMethodProtected <= 0.05'","b'target = 0'",0.08529,174,0.08284,169,0.97126,0.02807,1.5125,4.24485e-15,0.64216,1310
"b'000004'","b'30 < CountLineComment <= 57 & 0.88 < CountInput_Min <= 1.67'","b'target = 0'",0.05931,121,0.05735,117,0.96694,0.01926,1.50577,3.12085e-12,0.64216,1310
"b'000005'","b'0.8 < CountClassCoupled <= 2.78 & -0.175 < CountClassDerived <= 0.07 & 0.968 < CountDeclClass <= 1.033'","b'target = 0'",0.07108,145,0.06863,140,0.96552,0.02298,1.50355,2.61585e-12,0.64216,1310
"b'000006'","b'RatioCommentToCode > 2.415 & -23 < Added_lines <= 6'","b'target = 0'",0.06716,137,0.06471,132,0.9635,0.02158,1.50042,1.64327e-11,0.64216,1310
"b'000007'","b'30 < CountLineComment <= 57 & -0.175 < CountClassDerived <= 0.07 & -0.41 < CountDeclMethodProtected <= 0.05'","b'target = 0'",0.09412,192,0.0902,184,0.95833,0.02976,1.49237,2.34364e-14,0.64216,1310
"b'000008'","b'CountInput_Mean <= 1.56 & -23 < Added_lines <= 6'","b'target = 0'",0.09167,187,0.08725,178,0.95187,0.02839,1.4823,7.92527e-14,0.64216,1310
"b'000009'","b'MaxInheritanceTree <= 0.73 & 0.99 < AvgEssential <= 1.23'","b'target = 0'",0.06814,139,0.06471,132,0.94964,0.02095,1.47883,3.22386e-15,0.64216,1310
