"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'CountLineComment <= 17.4'","b'target = 0'",0.14375,322,0.1433,321,0.99689,0.01245,1.09517,2.18885e-13,0.91027,2039
"b'000001'","b'-0.03 < OWN_COMMIT <= 0.034'","b'target = 0'",0.43438,973,0.42946,962,0.98869,0.03407,1.08616,1.40049e-36,0.91027,2039
"b'000002'","b'PercentLackOfCohesion <= 3'","b'target = 0'",0.23571,528,0.2308,517,0.97917,0.01624,1.07569,7.03347e-13,0.91027,2039
"b'000003'","b'0.875 < RatioCommentToCode <= 1.55'","b'target = 0'",0.19464,436,0.19018,426,0.97706,0.013,1.07338,7.00012e-10,0.91027,2039
"b'000004'","b'RatioCommentToCode > 1.55'","b'target = 0'",0.19464,436,0.19018,426,0.97706,0.013,1.07338,7.00012e-10,0.91027,2039
"b'000005'","b'CountInput_Mean <= 1.08'","b'target = 0'",0.18795,421,0.18348,411,0.97625,0.0124,1.07248,2.64057e-09,0.91027,2039
"b'000006'","b'MaxNesting_Mean <= 0.04'","b'target = 0'",0.23616,529,0.23036,516,0.97543,0.01539,1.07158,1.76716e-11,0.91027,2039
"b'000007'","b'17.4 < CountLineComment <= 28'","b'target = 0'",0.29688,665,0.28839,646,0.97143,0.01816,1.06719,5.24756e-13,0.91027,2039
"b'000008'","b'0.35 < CountClassCoupled <= 2.4'","b'target = 0'",0.21027,471,0.20402,457,0.97028,0.01262,1.06592,1.20803e-08,0.91027,2039
"b'000009'","b'CountClassCoupled <= 0.35'","b'target = 0'",0.2067,463,0.20045,449,0.96976,0.0123,1.06536,2.32703e-08,0.91027,2039
