test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE,proba0,proba1
78,0,6.0,1.0,2.0,5.0,3.0,4.0,2.0,45.0,7.0,21.0,62.0,3.47,0.0,97.0,1.0,2.0,3.0,9.0,4.73053892215569,34.0,0.0,0.0,132.0,0.533424283765348,1.0,0.5814828404845143,0.41851715951548574
78,1,0.0,4.0,1.0,51.0,0.0,8.0,2.0,596.0,5.0,22.0,21.0,1.43,7.0,6.0,1.0,1.0,50.0,6.0,4.24038461538461,0.0,0.0,0.0,223.0,1.1,1.0,0.5054036473319412,0.49459635266805874
80,0,1.0,0.0,1.0,6.0,1.0,2.0,1.0,140.0,2.0,7.0,10.0,0.55,0.0,97.0,2.0,3.0,18.0,6.0,6.65882352941177,0.0,1.0,0.0,1.0,1.0,2.0,0.548295606271767,0.451704393728233
80,1,0.0,0.0,1.0,1.0,2.0,2.0,2.0,254.0,1.0,0.0,5.0,0.23,3.0,81.0,5.0,3.0,11.0,1.0,3.23728813559322,0.0,2.0,0.0,0.0,0.514127764127764,2.0,0.5324771100217902,0.46752288997820984
85,0,1.0,0.0,1.0,6.0,1.0,2.0,1.0,261.0,2.0,7.0,31.0,8.59,6.0,97.0,2.0,3.0,2.0,6.0,6.65882352941177,0.0,1.0,0.0,1.0,0.568445475638051,2.0,0.6004007067577329,0.39959929324226706
85,1,6.0,3.0,1.0,1.0,0.0,4.0,3.0,284.0,6.0,8.0,22.0,3.0,3.0,89.0,1.0,3.0,5.0,8.0,54.9,0.0,1.0,0.0,82.0,0.496396396396396,0.0,0.5055536082866678,0.49444639171333216
85,2,0.0,0.0,1.0,1.0,2.0,2.0,2.0,254.0,1.0,0.0,5.0,0.23,3.0,81.0,5.0,3.0,11.0,0.0,3.23728813559322,0.0,2.0,0.0,0.0,0.9,3.0,0.5531779034113693,0.44682209658863076
86,0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,116.0,1.0,7.0,7.0,0.82,0.0,78.0,2.0,2.0,13.0,3.0,3.58823529411765,46.0,12.0,0.0,0.0,0.57439446366782,2.0,0.5090197563941368,0.49098024360586323
86,1,0.0,22.0,1.0,1.0,0.0,5.0,4.0,105.0,2.0,10.0,8.0,0.32,2.0,83.0,3.0,0.0,6.0,2.0,4.13333333333333,0.0,1.0,0.0,0.0,0.4,4.0,0.5460961292458624,0.4539038707541377
86,2,0.0,0.0,1.0,22.0,0.0,0.0,2.0,127.0,1.0,3.0,9.0,8.35,0.0,89.0,2.0,0.0,19.0,2.0,4.22727272727273,0.0,1.0,0.0,1.0,0.595432300163132,0.0,0.5176051620755207,0.48239483792447935
95,0,0.0,4.0,1.0,2.0,0.0,8.0,2.0,1043.0,5.0,22.0,21.0,5.2,0.0,94.0,1.0,1.0,50.0,6.0,4.24038461538461,0.0,0.0,0.0,0.0,0.66008316008316,1.0,0.5156640763981203,0.4843359236018797
95,1,6.0,1.0,4.0,27.0,3.0,4.0,8.0,848.0,7.0,21.0,62.0,0.76,4.0,97.0,0.0,2.0,6.0,3.0,4.73053892215569,8.0,0.0,0.0,234.0,0.533424283765348,1.0,0.5016830754299627,0.4983169245700373
104,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,37.0,1.0,7.0,6.0,2.84,0.0,87.0,2.0,0.0,28.0,1.0,5.13333333333333,1.0,1.0,0.0,0.0,0.464757709251101,1.0,0.5622908956596944,0.43770910434030563
104,1,3.0,0.0,2.0,1.0,0.0,0.0,3.0,32.0,1.0,4.0,4.0,1.39,1.0,81.0,2.0,1.0,0.0,1.0,3.92857142857143,0.0,1.0,0.0,4.0,0.601973684210526,1.0,0.5029759229839093,0.4970240770160907
104,2,0.0,0.0,1.0,1.0,0.0,1.0,2.0,36.0,1.0,6.0,0.0,0.33,1.0,88.0,2.0,1.0,19.0,1.0,3.66666666666667,1.0,1.0,0.0,0.0,0.722543352601156,1.0,0.7542040223318485,0.24579597766815153
104,3,3.0,35.0,1.0,3.0,0.0,0.0,2.0,31.0,1.0,7.0,77.0,0.12,0.0,92.0,1.0,1.0,25.0,2.0,2.6,0.0,0.0,0.0,0.0,0.706744868035191,0.0,0.5558557992462985,0.4441442007537016
104,4,0.0,0.0,1.0,1.0,0.0,0.0,2.0,30.0,1.0,5.0,5.0,0.13,0.0,78.0,3.0,0.0,11.0,2.0,3.73684210526316,0.0,0.0,0.0,1.0,1.0,1.0,0.5254249888474809,0.47457501115251904
134,0,6.0,3.0,1.0,83.0,0.0,4.0,3.0,284.0,6.0,8.0,22.0,0.39,0.0,89.0,8.0,3.0,3.0,4.0,4.87272727272727,0.0,1.0,0.0,82.0,1.0,3.0,0.7179310025459626,0.28206899745403735
