test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
65,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,1.0,16.0,0.13,0.0,86.0,2.0,0.0,27.0,1.0,5.52173913043478,1.0,1.0,0.0,9.0,0.888888888888889,0.0,3.0,1.0,0.5,0.5,1
104,0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,4.0,2.0,21.0,0.84,0.0,89.0,3.0,0.0,25.0,1.0,3.24,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.46,0.54,1
147,0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,12.0,0.0,0.25,0.0,83.0,1.0,3.0,27.0,2.0,4.37037037037037,0.0,0.0,0.0,10.0,0.9,0.0,3.0,1.0,0.56,0.44,1
148,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,21.0,1.44,0.0,85.0,1.0,2.0,13.0,2.0,2.95652173913043,0.0,0.0,0.0,5.0,0.8,0.0,3.0,1.0,0.5,0.5,4
157,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,8.0,27.0,0.24,0.0,82.0,2.0,0.0,14.0,1.0,2.35714285714286,0.0,1.0,0.0,10.0,0.9,0.0,2.0,0.0,0.5,0.5,2
203,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,23.0,50.0,0.36,0.0,95.0,2.0,0.0,24.0,1.0,2.6,1.0,1.0,0.0,11.0,0.909090909090909,0.0,3.0,1.0,0.5,0.5,1
379,0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.32,1.0,25.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.48,0.52,1
431,0,0.0,10.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,12.0,23.0,0.6,0.0,83.0,1.0,1.0,3.0,3.0,5.78787878787879,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.49,0.51,1
505,0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,0.16,0.0,66.0,3.0,0.0,12.0,2.0,3.28571428571429,1.0,1.0,0.0,3.0,0.666666666666667,0.0,3.0,0.0,0.5,0.5,2
727,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,9.0,19.0,0.62,0.0,88.0,1.0,0.0,6.0,2.0,1.63157894736842,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.43,0.57,1
