,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
42,1.0,2.0,0.0,7.0,0.0,0.92,0.0,78.0,1.0,0.0,14.0,2.0,6.8125,0.0,3.875,5.0,1.0,1.15,0.0,19532.0,0.666666666666667,0.0,2.0,5.0
62,1.0,1.0,1.0,6.0,0.0,0.7,0.0,91.0,1.0,19.0,7.0,3.0,8.25174825174825,0.0,4.52447552447552,1.0,1.0,0.56,0.0,43.0,0.272727272727273,0.0,4.0,15.0
63,1.0,1.0,0.0,6.0,0.0,3.03,0.0,95.0,2.0,1.0,14.0,2.0,3.05263157894737,0.0,0.842105263157895,0.0,78.0,0.0,0.0,2.0,0.333333333333333,0.0,6.0,5.0
64,16.0,2.0,12.0,2.0,7.0,224.06,0.0,95.0,3.0,12.0,5.0,3.0,29.4,0.0,5.05555555555556,1.0,1.0,1.0,5.0,199.0,0.7,0.0,3.0,15.0
65,1.0,1.0,8.0,4.0,0.0,290.46,0.0,88.0,2.0,1.0,33.0,2.0,17.8736842105263,20.0,3.95789473684211,30.0,1.0,5.5,0.0,48.0,0.571428571428571,0.0,5.0,7.0
73,0.0,2.0,9.0,5.0,0.0,300.98,0.0,77.0,3.0,8.0,13.0,2.0,4.78947368421053,0.0,27.2,0.0,1.0,0.785714285714286,0.0,93.0,0.5,0.0,1.0,8.0
247,1.0,1.0,8.0,4.0,21.0,0.4,0.0,43.0,2.0,0.0,34.0,2.0,5.32835820895522,0.0,6.41791044776119,4.0,1.0,6.1,0.0,330.0,1.0,0.0,3.0,6.0
1125,1.0,1.0,64.0,7.0,0.0,224.06,0.0,97.0,2.0,0.0,5.0,1.0,29.4,0.0,12.5692307692308,1.0,1.0,1.78571428571429,5.0,283.0,0.7,0.0,2.0,10.0
1126,0.0,1.0,64.0,6.0,0.0,0.67,0.0,0.0,1.0,0.0,1.0,1.0,34.6,0.0,7.10769230769231,1.0,1.0,0.434782608695652,0.0,41.0,0.333333333333333,0.0,3.0,4.0
1127,0.0,1.0,15.0,5.0,0.0,0.73,0.0,0.0,1.0,0.0,1.0,1.0,34.6,0.0,5.375,1.0,1.0,0.944444444444444,0.0,15.0,0.5,0.0,3.0,1.0
