,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
42,1,2,0,7,0,0.92,0,78,1,0,4,2,6.8125,0,3.875,0,1,1.15,0,258,0.666666666666667,0,2,5
63,1,1,0,6,0,3.03,0,0,2,1,1,2,3.05263157894737,0,0.842105263157895,0,1,0.0,0,2,0.333333333333333,0,6,5
1127,0,1,15,5,0,0.73,0,0,1,0,1,1,3.4375,0,5.375,1,1,0.944444444444444,0,15,0.5,0,3,1
500,10,2,12,5,0,0.58,0,87,1,0,1,2,5.55357142857143,1,4.98214285714286,1,1,1.03448275862069,0,378,0.25,0,4,1
701,0,2,66,6,1,0.62,0,87,2,3,3,1,9.52272727272727,0,4.5,1,1,0.927083333333333,0,9,0.75,0,2,11
1328,131,1,547,0,133,0.02,0,99,2,2,67,2,2.18934646374217,0,2.0,0,0,0.417198808003406,0,80,0.5,0,2,3
43,5,1,28,6,0,0.74,0,64,1,0,19,1,5.96428571428571,2,1.8,1,1,0.6,0,70,0.3,0,4,2
120,0,1,0,4,0,0.84,0,11,2,0,14,3,1.75,0,4.5,0,1,2.16666666666667,0,36,0.5,0,2,2
197,0,2,0,2,1,0.37,1,68,2,0,1,2,3.86363636363636,0,4.04545454545455,1,1,1.24,0,9,0.333333333333333,0,3,4
299,3,2,5,4,4,0.25,2,88,2,4,1,2,5.91666666666667,1,9.83333333333333,1,1,1.4,0,17,0.4,0,3,8
1397,3,6,0,20,0,0.65,3,50,2,2,8,1,3.16666666666667,2,9.16666666666667,1,1,1.11111111111111,0,4,1.0,0,1,2
1399,5,2,0,8,1,0.55,3,100,2,1,1,1,5.35,0,7.45,1,0,1.78260869565217,0,6,0.333333333333333,0,1,2
330,1,2,0,1,2,0.21,0,50,2,0,17,2,5.5,1,3.2800000000000016,1,1,1.71428571428571,0,27,0.25,0,2,6
331,1,1,0,1,2,0.19,0,50,2,0,1,2,6.08333333333333,1,7.58333333333333,1,1,1.75,0,31,0.333333333333333,0,5,2
339,1,2,0,1,3,0.23,0,65,2,6,17,1,6.5,1,1.75,0,1,1.58333333333333,0,51,0.333333333333333,0,3,3
1416,0,2,0,8,0,0.82,1,50,1,0,1,1,4.66666666666667,2,6.16666666666667,1,1,1.5,0,71,0.636363636363636,0,1,3
1417,0,1,0,2,1,0.41,1,50,3,0,1,2,3.5,1,7.83333333333333,1,1,0.875,0,62,0.6,0,1,2
1437,2,2,0,3,8,0.42,0,80,1,2,24,1,4.30769230769231,1,1.7000000000000002,0,1,1.17647058823529,0,21,0.285714285714286,0,3,2
427,14,2,1,5,0,0.62,0,87,2,0,2,2,6.02380952380952,0,6.5,1,1,1.23913043478261,0,38,0.333333333333333,0,6,6
428,7,2,2,2,0,0.31,0,87,2,2,1,2,4.02941176470588,0,5.29411764705882,1,1,1.3,0,292,0.357142857142857,0,4,9
1461,7,1,0,6,0,0.67,0,65,1,0,1,2,5.23076923076923,1,5.76923076923077,1,1,0.941176470588235,0,66,0.625,0,1,2
466,0,1,0,2,0,2.25,0,100,1,1,18,2,2.5,0,1.84,0,1,0.0,0,4,0.2,0,2,13
476,12,1,0,4,0,1.85,0,100,1,1,8,2,5.79545454545455,0,0.818181818181818,0,1,0.0,0,164,1.0,0,4,7
5,3,1,0,1,0,0.19,0,94,2,0,4,5,3.30841121495327,0,3.91588785046729,0,1,0.761467889908257,0,412,0.25,0,6,7
