test_idx,candidate_id,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1
1628,0,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,2.0,22.0,2.0,6.6,1.0,5.9,0.0,1.0,1.13513513513514,0.0,0.5,0.0,1.0,0.0,5.0,0.62,0.38
10,0,0.0,2.0,0.0,7.0,133.0,5.0,0.47,0.0,81.0,2.0,0.0,23.0,1.0,5.71428571428571,8.0,7.0,1.0,1.0,1.625,0.0,0.533333333333333,0.0,4.0,0.0,4.0,0.52,0.48
19,0,0.0,1.0,0.0,5.0,186.0,0.0,0.95,0.0,86.0,3.0,0.0,5.0,3.0,3.7,1.0,2.66666666666667,1.0,1.0,0.586206896551724,0.0,0.1,0.0,4.0,2.0,3.0,0.56,0.44
20,0,129.0,1.0,1.0,5.0,18.0,0.0,0.64,0.0,94.0,2.0,27.0,98.0,3.0,7.37185929648241,0.0,4.24120603015075,0.0,1.0,0.435146443514644,0.0,0.285714285714286,7.0,4.0,0.0,18.0,0.51,0.49
21,0,45.0,1.0,1.0,4.0,326.0,0.0,2.36,0.0,100.0,2.0,2.0,14.0,2.0,20.1,0.0,0.779661016949153,0.0,1.0,0.0,0.0,0.470588235294118,0.0,4.0,1.0,7.0,0.56,0.44
1633,0,0.0,1.0,291.0,0.0,28.0,0.0,0.08,0.0,62.0,1.0,0.0,14.0,2.0,2.41791044776119,1.0,2.19402985074627,1.0,1.0,0.0933333333333333,0.0,0.285714285714286,0.0,3.0,5.0,0.0,0.52,0.48
23,0,1.0,1.0,1.0,4.0,553.0,1.0,0.59,0.0,91.0,2.0,1.0,40.0,2.0,17.1,1.0,4.21818181818182,1.0,1.0,0.438848920863309,0.0,0.428571428571429,5.0,6.0,0.0,5.0,0.51,0.49
30,0,0.0,1.0,1.0,5.0,100.0,1.0,0.68,0.0,89.0,0.0,0.0,7.0,2.0,4.85714285714286,0.0,25.8,1.0,1.0,1.0625,0.0,0.444444444444444,0.0,2.0,4.0,4.0,0.58,0.42
39,0,4.0,1.0,338.0,4.0,148.0,1.0,0.7,0.0,86.0,2.0,4.0,10.0,4.0,10.8333333333333,1.0,3.25,1.0,1.0,0.769230769230769,0.0,0.461538461538462,0.0,3.0,6.0,5.0,0.51,0.49
44,0,0.0,2.0,0.0,7.0,1531.0,0.0,1.13,0.0,0.0,4.0,0.0,6.0,3.0,56.7142857142857,2.0,4.57142857142857,2.0,1.0,0.8125,0.0,0.4,0.0,3.0,1.0,3.0,0.55,0.45
47,0,0.0,1.0,3.0,8.0,2.0,2.0,0.97,0.0,90.0,1.0,0.0,5.0,2.0,18.3333333333333,2.0,3.72727272727273,1.0,1.0,0.638888888888889,0.0,0.8,0.0,3.0,2.0,5.0,0.52,0.48
54,0,0.0,1.0,4.0,4.0,80.0,2.0,0.33,5.0,81.0,2.0,0.0,22.0,1.0,4.76923076923077,1.0,11.3,1.0,1.0,1.93333333333333,0.0,0.583333333333333,0.0,5.0,5.0,3.0,0.6,0.4
