test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
223,0,13.0,0.0,1.0,0.0,1.0,0.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,1.0,3.0,0.518518518518518,1.0,4.0,8.0,0.8277882251160517,0.17221177488394834
223,1,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,0.0,2.0,0.518518518518518,1.0,4.0,8.0,0.7332753146073336,0.2667246853926662
223,2,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,0.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,13.0,0.0,0.518518518518518,1.0,4.0,8.0,0.6201277457179262,0.37987225428207383
223,3,13.0,0.0,1.0,0.0,1.0,9.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,1.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,1.0,0.0,0.518518518518518,1.0,4.0,8.0,0.5473554172562797,0.45264458274372016
223,4,13.0,0.0,1.0,0.0,1.0,5.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,22.0,0.0,0.518518518518518,1.0,4.0,8.0,0.8235102200020137,0.17648977999798648
223,5,13.0,0.0,1.0,0.0,1.0,0.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,23.0,0.0,0.518518518518518,1.0,4.0,8.0,0.8274413674891551,0.17255863251084483
223,6,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,13.0,0.0,0.9,1.0,4.0,8.0,0.6092780715531133,0.39072192844688647
223,7,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,12.0,0.0,0.8,1.0,4.0,8.0,0.5336834475368079,0.46631655246319226
223,8,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,16.0,0.0,0.8,1.0,4.0,8.0,0.7426613236455413,0.25733867635445873
223,9,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,3.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,12.0,0.0,0.518518518518518,1.0,4.0,8.0,0.5302858121676126,0.46971418783238744
223,10,13.0,0.0,1.0,0.0,1.0,10.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,21.0,0.0,0.518518518518518,1.0,4.0,8.0,0.8294925435389581,0.1705074564610418
223,11,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,19.0,0.0,0.518518518518518,1.0,4.0,8.0,0.7997856117611167,0.20021438823888316
223,12,13.0,0.0,1.0,0.0,1.0,10.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,9.0,0.0,0.518518518518518,1.0,4.0,8.0,0.7493502062694117,0.2506497937305885
223,13,13.0,0.0,1.0,0.0,1.0,9.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,1.0,2.0,0.518518518518518,1.0,4.0,8.0,0.8059009239355811,0.194099076064419
223,14,13.0,0.0,1.0,0.0,1.0,9.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,1.0,0.0,0.0,1.0,4.0,8.0,0.5483585116957748,0.4516414883042252
223,15,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,21.0,0.0,1.0,1.0,4.0,8.0,0.8183244339492285,0.18167556605077134
223,16,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,4.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,19.0,0.0,0.518518518518518,1.0,4.0,8.0,0.8028989615033464,0.19710103849665378
223,17,13.0,0.0,1.0,0.0,1.0,7.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,1.0,3.0,0.518518518518518,1.0,4.0,8.0,0.8287504676616708,0.171249532338329
223,18,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,15.0,0.0,0.518518518518518,1.0,4.0,8.0,0.7031758939328235,0.2968241060671764
223,19,13.0,0.0,1.0,0.0,1.0,2.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,14.0,0.0,0.518518518518518,1.0,4.0,8.0,0.6598778910830235,0.34012210891697653
223,20,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,18.0,0.0,0.4,1.0,4.0,8.0,0.7853773143257154,0.2146226856742847
223,21,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,16.0,2.0,0.518518518518518,1.0,4.0,8.0,0.8224558369475482,0.17754416305245166
223,22,13.0,0.0,1.0,0.0,1.0,0.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,1.0,2.0,0.518518518518518,1.0,4.0,8.0,0.761491045706008,0.23850895429399224
223,23,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,21.0,3.0,0.518518518518518,1.0,4.0,8.0,0.8322225994101079,0.1677774005898923
223,24,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,13.0,1.0,0.518518518518518,1.0,4.0,8.0,0.7069825671402272,0.29301743285977266
223,25,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,14.0,0.0,1.0,1.0,4.0,8.0,0.6680258655107753,0.3319741344892246
223,26,13.0,0.0,1.0,0.0,1.0,9.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,1.0,3.0,0.518518518518518,1.0,4.0,8.0,0.8305176349371541,0.1694823650628457
223,27,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,1.0,2.0,0.7,1.0,4.0,8.0,0.7341719901324519,0.2658280098675482
223,28,13.0,0.0,1.0,0.0,1.0,5.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,19.0,0.0,0.518518518518518,1.0,4.0,8.0,0.8041141522741951,0.19588584772580483
223,29,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,10.0,3.0,0.518518518518518,1.0,4.0,8.0,0.8295228084778077,0.17047719152219223
223,30,13.0,0.0,1.0,0.0,1.0,9.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,24.0,0.0,0.518518518518518,1.0,4.0,8.0,0.8310725798827863,0.1689274201172137
223,31,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,1.0,2.0,0.518518518518518,1.0,4.0,8.0,0.7321624952919639,0.2678375047080362
223,32,13.0,0.0,1.0,0.0,1.0,9.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,14.0,0.0,0.518518518518518,1.0,4.0,8.0,0.7884069213337414,0.21159307866625848
223,33,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,24.0,2.0,0.518518518518518,1.0,4.0,8.0,0.831827034160727,0.1681729658392729
223,34,13.0,0.0,1.0,0.0,1.0,10.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,1.0,3.0,0.518518518518518,1.0,4.0,8.0,0.8311680369600515,0.1688319630399484
223,35,13.0,0.0,1.0,0.0,1.0,10.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,22.0,0.0,0.518518518518518,1.0,4.0,8.0,0.8304257450410739,0.16957425495892603
223,36,13.0,0.0,1.0,0.0,1.0,10.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,1.0,1.0,0.518518518518518,1.0,4.0,8.0,0.7402976634550169,0.25970233654498315
223,37,13.0,0.0,1.0,0.0,1.0,5.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,1.0,3.0,0.518518518518518,1.0,4.0,8.0,0.8269454597231721,0.17305454027682785
223,38,13.0,0.0,1.0,0.0,1.0,10.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,7.0,0.0,0.518518518518518,1.0,4.0,8.0,0.718963667548626,0.2810363324513739
223,39,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,1.0,2.0,0.2,1.0,4.0,8.0,0.732500711965249,0.26749928803475104
223,40,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,4.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,1.0,2.0,0.518518518518518,1.0,4.0,8.0,0.7425558138143816,0.25744418618561826
223,41,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,6.0,2.0,0.518518518518518,1.0,4.0,8.0,0.7563133500713087,0.2436866499286913
223,42,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,5.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,16.0,0.0,0.518518518518518,1.0,4.0,8.0,0.7593041548156292,0.2406958451843709
223,43,13.0,0.0,1.0,0.0,1.0,10.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,1.0,0.0,0.9,1.0,4.0,8.0,0.6679750619945172,0.33202493800548283
223,44,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,9.0,2.0,0.518518518518518,1.0,4.0,8.0,0.7822601302194088,0.21773986978059126
223,45,13.0,0.0,1.0,0.0,1.0,8.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,14.0,0.0,0.518518518518518,1.0,4.0,8.0,0.7663022032179635,0.2336977967820364
223,46,13.0,0.0,1.0,0.0,1.0,8.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,11.0,0.0,0.518518518518518,1.0,4.0,8.0,0.6898972085116154,0.31010279148838454
223,47,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,6.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,16.0,0.0,0.518518518518518,1.0,4.0,8.0,0.7716805624703384,0.2283194375296616
223,48,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,14.0,0.0,0.518518518518518,1.0,4.0,8.0,0.6531634043688308,0.34683659563116925
223,49,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,20.0,0.0,0.6,1.0,4.0,8.0,0.8101073526626464,0.18989264733735362
223,50,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,1.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,1.0,2.0,0.518518518518518,1.0,4.0,8.0,0.7348787406070757,0.2651212593929244
223,51,13.0,0.0,1.0,0.0,1.0,9.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,1.0,0.0,0.5,1.0,4.0,8.0,0.538662970532157,0.4613370294678431
223,52,13.0,0.0,1.0,0.0,1.0,10.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,1.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,1.0,0.0,0.518518518518518,1.0,4.0,8.0,0.6625269956834264,0.3374730043165736
223,53,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,19.0,0.0,0.7,1.0,4.0,8.0,0.8003842747543195,0.19961572524568044
223,54,13.0,0.0,1.0,0.0,1.0,8.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,20.0,0.0,0.518518518518518,1.0,4.0,8.0,0.8229289374260441,0.17707106257395605
223,55,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,1.0,3.0,0.518518518518518,1.0,4.0,8.0,0.8261590370904827,0.17384096290951748
223,56,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,12.0,0.0,0.5,1.0,4.0,8.0,0.5211102762001915,0.4788897237998085
223,57,13.0,0.0,1.0,0.0,1.0,10.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,13.0,0.0,0.518518518518518,1.0,4.0,8.0,0.7968060566637034,0.2031939433362966
223,58,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,24.0,0.0,0.4,1.0,4.0,8.0,0.8280261071029413,0.17197389289705892
223,59,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,14.0,0.0,0.8,1.0,4.0,8.0,0.6597501546870066,0.34024984531299335
223,60,13.0,0.0,1.0,0.0,1.0,10.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,5.0,0.0,0.518518518518518,1.0,4.0,8.0,0.689867915058112,0.31013208494188804
223,61,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,19.0,0.0,0.9,1.0,4.0,8.0,0.8015599696114365,0.19844003038856373
223,62,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,21.0,0.0,0.518518518518518,1.0,4.0,8.0,0.817173393398457,0.18282660660154298
223,63,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,92.0,3.0,8.38260869565217,1.0,8.49565217391304,13.0,0.0,0.518518518518518,1.0,4.0,8.0,0.5947121462851253,0.40528785371487486
