Antecedent,Antecedent Coverage %,Confidence,Lift
MAJOR_COMMIT <= 0.1,0.23438,0.99619,1.21209
0.1 < MAJOR_COMMIT <= 0.89,0.15714,0.99432,1.20982
0.89 < MAJOR_COMMIT <= 1.4,0.2125,0.9916,1.20651
0.64 < CountClassCoupled <= 2.32 & -0.025 < CountDeclMethodPrivate <= 0.2,0.17455,0.97187,1.1825
OWN_COMMIT <= 0.04,0.22723,0.95874,1.16653
CountClassCoupled <= 0.64,0.20313,0.95604,1.16325
0.82 < CountDeclMethodPublic <= 2.66,0.19598,0.94761,1.15298
9.7 < CountLineComment <= 21.3,0.32813,0.94558,1.15051
0.64 < CountClassCoupled <= 2.32,0.20491,0.939,1.14251
1.05 < MINOR_LINE <= 1.605,0.1433,0.93769,1.14092
