Antecedent,Antecedent Coverage %,Confidence,Lift
MAJOR_COMMIT <= 0.11,0.22366,0.99202,1.17448
0.11 < MAJOR_COMMIT <= 0.86,0.15982,0.98324,1.16409
OWN_COMMIT <= 0.055,0.21563,0.96687,1.14471
0.86 < MAJOR_COMMIT <= 1.37,0.21607,0.95661,1.13256
CountClassCoupled <= 0.78,0.19375,0.95622,1.1321
CountDeclMethodPublic <= 0.84,0.17857,0.9425,1.11586
0.78 < CountClassCoupled <= 2.4,0.21607,0.94008,1.11299
1.055 < MINOR_LINE <= 1.65,0.15089,0.93787,1.11037
17.95 < CountLineComment <= 21.6,0.25848,0.93782,1.11032
0.84 < CountDeclMethodPublic <= 2.8,0.22232,0.93775,1.11023
