Antecedent,Antecedent Coverage %,Confidence,Lift
MAJOR_COMMIT <= 0.06,0.24598,0.99819,1.16032
0.06 < MAJOR_COMMIT <= 0.79,0.15,0.99405,1.15551
0.79 < MAJOR_COMMIT <= 1.33,0.2067,0.9892,1.14988
OWN_COMMIT <= 0.04,0.23929,0.96455,1.12122
CountClassCoupled <= 0.76,0.19241,0.94432,1.0977
16.95 < CountLineComment <= 21.1,0.31786,0.94382,1.09712
0.9 < CountDeclMethodPublic <= 2.44,0.25536,0.94231,1.09537
1.06 < MINOR_LINE <= 1.64,0.1558,0.93696,1.08915
0.76 < CountClassCoupled <= 2.08,0.22946,0.9358,1.0878
CountOutput_Min > 1.915,0.20982,0.92766,1.07834
