Antecedent,Antecedent Coverage %,Confidence,Lift
0.05 < MAJOR_COMMIT <= 0.765,0.1476,0.99392,1.14198
MAJOR_COMMIT <= 0.05,0.24675,0.99273,1.14061
0.765 < MAJOR_COMMIT <= 1.19,0.22701,0.99012,1.13762
0.66 < CountClassCoupled <= 2.2,0.22028,0.96741,1.11153
CountClassCoupled <= 0.66,0.19067,0.96,1.10301
2.2 < CountClassCoupled <= 3.94,0.18887,0.95962,1.10257
-0.07 < CountDeclMethodProtected <= 0.49,0.29789,0.95783,1.10052
CountDeclMethodPublic <= 1.18,0.23329,0.94808,1.08931
-0.25 < CountDeclInstanceVariable <= 0.69,0.29969,0.94611,1.08705
OWN_COMMIT <= 0.03,0.2297,0.94141,1.08165
