Antecedent,Antecedent Coverage %,Confidence,Lift
0.06 < MAJOR_COMMIT <= 0.745,0.15,1.0,1.16364
MAJOR_COMMIT <= 0.06,0.25223,0.98407,1.1451
CountClassCoupled <= 0.58,0.20223,0.98234,1.14309
0.745 < MAJOR_COMMIT <= 1.135,0.23661,0.97736,1.13729
CountDeclMethodPublic <= 0.94,0.16875,0.96825,1.1267
CountDeclMethodDefault > 0.445,0.1067,0.95816,1.11495
0.58 < CountClassCoupled <= 2,0.225,0.95238,1.10823
OWN_COMMIT <= 0.015,0.25625,0.95122,1.10687
0.94 < CountDeclMethodPublic <= 2.58,0.225,0.94643,1.1013
1.055 < MINOR_LINE <= 1.625,0.14821,0.93976,1.09354
