Antecedent,Antecedent Coverage %,Confidence,Lift
0.765 < MAJOR_COMMIT <= 1.14,0.22098,1.0,1.174
MAJOR_COMMIT <= 0.09,0.23616,0.99433,1.16735
0.09 < MAJOR_COMMIT <= 0.765,0.15402,0.9942,1.1672
OWN_COMMIT <= 0.05,0.22188,0.96982,1.13857
CountClassCoupled <= 0.64,0.19732,0.95249,1.11823
CountDeclMethodPublic <= 0.74,0.17857,0.95,1.1153
1.04 < MINOR_LINE <= 1.56,0.13839,0.94516,1.10962
-0.258 < CountDeclClassVariable <= 0.022 & -0.016 < CountDeclMethodPrivate <= 0.065,0.46205,0.94106,1.10481
0.74 < CountDeclMethodPublic <= 2.36,0.22946,0.93969,1.1032
19.45 < CountLineComment <= 21.65,0.18393,0.93689,1.09992
