Antecedent,Antecedent Coverage %,Confidence,Lift
0.055 < MAJOR_COMMIT <= 0.71,0.15937,0.99717,1.1564
MAJOR_COMMIT <= 0.055,0.23702,0.99619,1.15527
OWN_COMMIT <= 0.03,0.22754,0.97024,1.12517
0.71 < MAJOR_COMMIT <= 1.165,0.22799,0.96436,1.11835
18 < CountLineComment <= 21.8,0.26907,0.96141,1.11493
0.58 < CountClassCoupled <= 1.94,0.18555,0.9562,1.1089
CountClassCoupled <= 0.58,0.19955,0.95249,1.10459
CountDeclMethodPublic <= 0.8,0.19684,0.94954,1.10117
0.8 < CountDeclMethodPublic <= 2.3,0.20767,0.94783,1.09918
CountClassBase <= 0.924,0.15801,0.94571,1.09673
