Antecedent,Antecedent Coverage %,Confidence,Lift
0.075 < MAJOR_COMMIT <= 0.775,0.15719,0.99715,1.16152
MAJOR_COMMIT <= 0.075,0.23735,0.99245,1.15605
0.775 < MAJOR_COMMIT <= 1.24,0.20958,0.98718,1.14991
OWN_COMMIT <= 0.04,0.23108,0.97093,1.13098
CountClassCoupled <= 0.96,0.19077,0.96009,1.11836
0.96 < CountClassCoupled <= 2.18,0.22167,0.95758,1.11542
CountDeclMethodPublic <= 0.96,0.1854,0.95411,1.11138
0.96 < CountDeclMethodPublic <= 2.54,0.23645,0.95265,1.10969
MINOR_LINE <= 1.03,0.26735,0.94807,1.10436
-0.07 < CountDeclInstanceVariable <= 0.56,0.30408,0.94256,1.09794
