Antecedent,Antecedent Coverage %,Confidence,Lift
MAJOR_COMMIT <= 0,0.29897,0.9955,1.12511
0 < MAJOR_COMMIT <= 0.49,0.10713,0.99163,1.12073
-0.01 < CountDeclInstanceVariable <= 0.64 & 0.805 < AvgCyclomaticModified <= 1.03,0.15778,0.99148,1.12056
0.49 < MAJOR_COMMIT <= 1.05,0.23622,0.97913,1.1066
OWN_COMMIT <= 0.01,0.29538,0.97572,1.10275
CountDeclMethodPublic <= 0.62,0.15285,0.96188,1.08711
0.62 < CountDeclMethodPublic <= 2.44,0.24832,0.96029,1.08531
CountClassCoupled <= 0.64,0.19095,0.96009,1.08509
0.64 < CountClassCoupled <= 1.86,0.19991,0.9574,1.08205
0.49 < CountDeclMethodProtected <= 1.27,0.22546,0.94831,1.07177
