Antecedent,Antecedent Coverage %,Confidence,Lift
MAJOR_COMMIT <= 0.08,0.23884,0.99813,1.13378
0.08 < MAJOR_COMMIT <= 0.77,0.15893,0.99719,1.13271
0.77 < MAJOR_COMMIT <= 1.155,0.21607,0.98347,1.11713
CountClassCoupled <= 0.74,0.19152,0.98135,1.11472
0.74 < CountClassCoupled <= 2.12,0.23036,0.96899,1.10068
0.9 < CountDeclMethodPublic <= 2.24,0.20759,0.96559,1.09682
OWN_COMMIT <= 0.035,0.23259,0.96353,1.09448
-0.05 < CountDeclMethodProtected <= 0.61,0.29821,0.9491,1.07809
MINOR_LINE <= 1.05,0.24063,0.9462,1.07479
0.77 < CountDeclInstanceVariable <= 1.76,0.21027,0.94055,1.06838
