Antecedent,Antecedent Coverage %,Confidence,Lift
MAJOR_COMMIT <= 0.025,0.27366,0.99511,1.10239
0.54 < MAJOR_COMMIT <= 1.035,0.25625,0.99477,1.10202
0.025 < MAJOR_COMMIT <= 0.54,0.12768,0.99301,1.10007
CountClassCoupled <= 0.34,0.21295,0.98532,1.09156
1.56 < CountClassCoupled <= 3.16,0.22232,0.9759,1.08112
0.34 < CountClassCoupled <= 1.56,0.18125,0.97537,1.08053
OWN_COMMIT <= 0.02,0.26384,0.97293,1.07782
1.34 < CountOutput_Min <= 2.12,0.15848,0.96901,1.07349
18.98 < CountLineComment <= 20.8,0.19241,0.9652,1.06926
-0.16 < CountDeclMethodProtected <= 0.37,0.34821,0.95769,1.06094
