Antecedent,Antecedent Coverage %,Confidence,Lift
0.65 < MAJOR_COMMIT <= 1.085,0.23498,1.0,1.11222
0.03 < MAJOR_COMMIT <= 0.65,0.13543,1.0,1.11222
MAJOR_COMMIT <= 0.03,0.26143,0.99314,1.10459
OWN_COMMIT <= 0.025,0.24978,0.98743,1.09824
CountDeclMethodPublic <= 1.12,0.23632,0.97723,1.08689
1.12 < CountDeclMethodPublic <= 2.44,0.1852,0.97579,1.08529
0.52 < CountClassCoupled <= 1.76,0.17623,0.97201,1.08109
1.43 < MINOR_LINE <= 1.955,0.14395,0.96573,1.07411
0.39 < MAJOR_LINE <= 0.965,0.15516,0.96532,1.07365
CountClassCoupled <= 0.52,0.20807,0.95905,1.06668
