Antecedent,Antecedent Coverage %,Confidence,Lift
0.02 < MAJOR_COMMIT <= 0.605,0.1375,0.99351,1.14596
MAJOR_COMMIT <= 0.02,0.26786,0.99,1.14192
OWN_COMMIT <= 0.01,0.26384,0.978,1.12808
0.605 < MAJOR_COMMIT <= 1.095,0.21741,0.97125,1.12029
CountClassCoupled <= 0.56,0.20357,0.96711,1.11551
0.56 < CountClassCoupled <= 1.9,0.18036,0.95792,1.10491
18.65 < CountLineComment <= 21.65,0.24286,0.95772,1.10468
CountClassBase <= 0.922,0.15491,0.95389,1.10027
CountDeclMethodPublic <= 0.64,0.19509,0.95195,1.09802
-0.04 < CountDeclInstanceVariable <= 0.55,0.29152,0.93415,1.0775
