Antecedent,Antecedent Coverage %,Confidence,Lift
MAJOR_COMMIT <= 0.035,0.27563,1.0,1.14085
0.035 < MAJOR_COMMIT <= 0.565,0.12483,0.99635,1.13669
0.565 < MAJOR_COMMIT <= 1.05,0.26287,0.9896,1.12899
OWN_COMMIT <= 0.015,0.26469,0.98795,1.12711
1.82 < CountClassCoupled <= 3.16,0.22916,0.96819,1.10456
CountClassBase <= 0.78,0.18178,0.96742,1.10368
AvgCyclomaticModified <= 0.906,0.09704,0.96714,1.10336
0.62 < CountClassCoupled <= 1.82,0.18861,0.96618,1.10227
CountDeclMethodPublic <= 0.76,0.20182,0.95937,1.0945
0.76 < CountDeclMethodPublic <= 2,0.22415,0.95528,1.08984
