Antecedent,Antecedent Coverage %,Confidence,Lift
MAJOR_COMMIT <= 0.065,0.2433,0.99817,1.14544
0.065 < MAJOR_COMMIT <= 0.745,0.14911,0.99401,1.14067
0.745 < MAJOR_COMMIT <= 1.175,0.22143,0.98185,1.12672
-0.05 < CountDeclInstanceVariable <= 0.62 & -0.2 < CountDeclClassVariable <= 0.04,0.21741,0.97331,1.11691
OWN_COMMIT <= 0.03,0.24063,0.96289,1.10496
0.46 < CountClassCoupled <= 1.88,0.18482,0.95411,1.09488
1.88 < CountClassCoupled <= 3.32,0.21518,0.95228,1.09278
CountClassCoupled <= 0.46,0.2058,0.95228,1.09278
CountDeclMethodPublic <= 0.64,0.19821,0.95045,1.09068
0.64 < CountDeclMethodPublic <= 2.34,0.20893,0.94872,1.08869
