test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
476,0,6.0,0.0,1.0,1.0,0.0,8.0,112.0,1.0,0.0,5.0,2.03,0.0,85.0,1.0,0.0,39.0,2.0,9.93457943925234,0.0,2.98130841121495,1.0,1.0,0.226890756302521,0.0,0.925925925925926,0.0,1.0,1.0,0.718615810777718,0.28138418922228203
1349,0,2.0,0.0,2.0,2.0,9.0,0.0,43.0,2.0,3.0,83.0,0.18,0.0,93.0,3.0,366.0,14.0,2.0,4.12121212121212,0.0,4.09090909090909,1.0,1.0,0.5,0.0,1.0,0.0,3.0,7.0,0.6115706685417761,0.38842933145822395
575,0,1.0,0.0,1.0,4.0,37.0,0.0,57.0,8.0,1.0,7.0,0.12,0.0,93.0,2.0,0.0,17.0,2.0,3.33333333333333,1.0,6.10416666666667,1.0,1.0,2.5,0.0,1.0,0.0,4.0,2.0,0.5191587283489407,0.4808412716510593
575,1,6.0,3.0,1.0,4.0,29.0,0.0,46.0,14.0,0.0,4.0,0.12,0.0,100.0,3.0,0.0,16.0,2.0,2.67391304347826,0.0,4.89130434782609,1.0,1.0,2.7,0.0,0.25,0.0,4.0,1.0,0.6505118987096523,0.3494881012903477
575,2,6.0,40.0,1.0,1.0,27.0,0.0,39.0,2.0,3.0,6.0,0.13,0.0,89.0,3.0,0.0,19.0,2.0,6.60416666666667,1.0,4.60416666666667,2.0,1.0,0.385964912280702,0.0,0.75,0.0,6.0,0.0,0.5987808844521207,0.40121911554787926
578,0,2.0,20.0,2.0,2.0,9.0,0.0,43.0,2.0,3.0,1.0,0.18,0.0,93.0,3.0,391.0,14.0,2.0,4.12121212121212,0.0,4.09090909090909,1.0,1.0,0.5,0.0,1.0,0.0,3.0,7.0,0.5028300632703057,0.49716993672969434
633,0,21.0,0.0,1.0,9.0,28.0,0.0,31.0,11.0,0.0,0.0,0.09,0.0,95.0,1.0,4.0,18.0,2.0,4.44736842105263,1.0,3.52631578947368,1.0,1.0,0.901960784313726,0.0,0.1,0.0,1.0,0.0,0.5210731612433896,0.47892683875661035
633,1,6.0,3.0,1.0,1.0,27.0,0.0,39.0,8.0,3.0,6.0,13.8,0.0,89.0,3.0,664.0,19.0,2.0,6.60416666666667,1.0,4.60416666666667,2.0,1.0,0.385964912280702,0.0,0.75,0.0,6.0,0.0,0.6409287015375893,0.35907129846241076
633,2,12.0,0.0,2.0,295.0,28.0,0.0,34.0,3.0,0.0,11.0,0.06,0.0,100.0,2.0,0.0,7.0,1.0,3.60416666666667,0.0,3.02083333333333,1.0,0.0,0.730769230769231,0.0,0.5,0.0,1.0,3.0,0.5189890737174763,0.4810109262825237
633,3,6.0,3.0,1.0,4.0,29.0,0.0,46.0,14.0,0.0,4.0,0.12,0.0,100.0,3.0,0.0,16.0,2.0,2.67391304347826,0.0,4.89130434782609,1.0,1.0,0.459016393442623,0.0,0.25,0.0,4.0,1.0,0.5982173745218222,0.4017826254781778
658,0,29.0,38.0,1.0,760.0,21.0,0.0,157.0,22.0,2.0,45.0,0.1,0.0,98.0,4.0,435.0,47.0,2.0,3.13142857142857,0.0,5.17142857142857,0.0,0.0,0.722222222222222,0.0,1.0,0.0,5.0,5.0,0.5374791040027782,0.46252089599722174
658,1,29.0,4.0,2.0,13.0,30.0,1.0,480.0,15.0,0.0,2.0,0.16,0.0,100.0,2.0,78.0,18.0,2.0,4.15476190476191,0.0,4.5,0.0,0.0,1.13,0.0,0.392857142857143,0.0,3.0,5.0,0.5247272127793381,0.47527278722066196
658,2,7.0,0.0,1.0,5.0,9.0,1.0,192.0,9.0,6.0,17.0,0.18,0.0,96.0,4.0,97.0,31.0,2.0,6.71074380165289,0.0,4.41322314049587,1.0,1.0,0.778625954198473,0.0,0.8125,3.0,3.0,2.0,0.5106982415309068,0.4893017584690932
678,0,15.0,0.0,1.0,1197.0,230.0,0.0,71.0,2.0,0.0,1.0,0.05,0.0,31.0,2.0,0.0,73.0,1.0,5.59656652360515,0.0,3.90557939914163,1.0,1.0,0.48728813559322,0.0,0.607142857142857,0.0,2.0,6.0,0.5229207017914401,0.4770792982085599
678,1,8.0,0.0,1.0,792.0,116.0,1.0,174.0,8.0,0.0,142.0,0.15,1.0,100.0,4.0,5.0,60.0,2.0,3.71428571428571,0.0,6.49206349206349,10.0,1.0,0.651851851851852,0.0,0.342857142857143,0.0,6.0,11.0,0.5091761021976997,0.49082389780230035
678,2,5.0,0.0,1.0,0.0,82.0,0.0,38.0,2.0,0.0,23.0,0.03,1.0,16.0,1.0,0.0,28.0,2.0,4.55474452554745,1.0,18.5,2.0,1.0,0.682291666666667,0.0,0.8,0.0,5.0,1.0,0.6041680120189928,0.39583198798100716
748,0,25.0,55.0,1.0,83.0,12.0,0.0,575.0,386.0,0.0,187.0,0.21,0.0,100.0,2.0,536.0,136.0,2.0,13.8152866242038,0.0,2.92356687898089,0.0,1.0,0.261954261954262,0.0,0.666666666666667,4.0,1.0,14.0,0.6110103511310039,0.3889896488689961
748,1,8.0,4.0,1.0,22.0,5.0,3.0,612.0,4.0,0.0,7.0,0.81,0.0,98.0,1.0,1.0,29.0,1.0,15.9015151515152,0.0,4.09848484848485,0.0,1.0,0.467153284671533,0.0,1.0,0.0,2.0,6.0,0.5974688289424224,0.4025311710575777
748,2,25.0,42.0,2.0,6.0,370.0,2.0,586.0,5.0,11.0,10.0,0.22,2.0,97.0,3.0,3.0,2.0,2.0,4.7292817679558,50.0,8.38674033149171,12.0,1.0,0.2,0.0,0.391304347826087,4.0,3.0,4.0,0.5060080579063652,0.49399194209363484
750,0,68.0,0.0,2.0,722.0,29.0,1.0,52.0,12.0,0.0,6.0,5.3,0.0,85.0,3.0,1.0,36.0,2.0,6.05956112852665,0.0,5.16300940438872,1.0,1.0,0.903614457831325,0.0,0.314285714285714,0.0,6.0,10.0,0.5096920506322515,0.49030794936774846
750,1,24.0,0.0,1.0,2354.0,9.0,1.0,538.0,293.0,23.0,26.0,1.6,0.0,100.0,3.0,20.0,60.0,2.0,6.79061371841155,0.0,1.2,1.0,1.0,0.693103448275862,0.0,0.933333333333333,0.0,1.0,9.0,0.5535138351713071,0.4464861648286929
750,2,25.0,0.0,2.0,1389.0,43.0,2.0,586.0,5.0,16.0,10.0,0.22,3.0,97.0,3.0,649.0,54.0,2.0,4.7292817679558,50.0,10.8,1.0,1.0,1.12299465240642,0.0,0.391304347826087,4.0,0.0,1.0,0.5644764438939289,0.43552355610607113
750,3,1.0,0.0,1.0,3.0,2.0,3.0,457.0,1.0,0.0,3.0,0.24,1.0,50.0,1.0,0.0,28.0,1.0,51.7,34.0,9.81632653061224,0.0,1.0,0.12,0.0,0.814814814814815,0.0,1.0,2.0,0.5573042449773922,0.44269575502260783
750,4,8.0,4.0,1.0,22.0,5.0,3.0,612.0,4.0,17.0,7.0,0.81,0.0,98.0,1.0,1.0,33.0,1.0,15.9015151515152,0.0,4.09848484848485,0.0,1.0,0.467153284671533,0.0,0.75,0.0,2.0,0.0,0.6223474530422217,0.37765254695777833
769,0,17.0,1.0,2.0,11.0,45.0,2.0,259.0,327.0,3.0,2.0,8.0,2.0,96.0,4.0,318.0,36.0,2.0,4.02564102564103,0.0,8.28205128205128,1.0,1.0,1.11904761904762,0.0,0.666666666666667,1.0,4.0,9.0,0.5102878940320825,0.48971210596791753
769,1,10.0,1.0,1.0,1506.0,29.0,2.0,261.0,8.0,10.0,0.0,0.43,0.0,100.0,3.0,5.0,30.0,2.0,7.5049504950495,0.0,3.63366336633663,1.0,1.0,0.4,0.0,0.428571428571429,0.0,5.0,1.0,0.5042980926598553,0.49570190734014474
769,2,27.0,0.0,2.0,4.0,4.0,2.0,306.0,3.0,0.0,12.0,0.28,1.0,23.0,2.0,0.0,14.0,1.0,3.94117647058824,0.0,5.37647058823529,0.0,1.0,1.30337078651685,0.0,0.588235294117647,0.0,4.0,2.0,0.5068229610671676,0.4931770389328324
780,0,68.0,0.0,2.0,2421.0,29.0,1.0,461.0,12.0,0.0,6.0,0.15,0.0,85.0,3.0,1.0,1.0,2.0,6.05956112852665,4.0,5.16300940438872,1.0,1.0,0.903614457831325,0.0,0.314285714285714,0.0,6.0,10.0,0.5223883437382351,0.47761165626176494
