test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1
11,0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,467.0,1.0,4.0,1.0,88.0,0.0,2.0,0.0,11.0,2.0,0.0,0.0,0.0,0.6,0.0,2.0,3.0,3.0,0.5567690802740304,0.4432309197259696
11,1,0.0,0.0,1.0,1.0,0.0,3.0,3.0,49.0,1.0,0.0,2.0,7.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,0.0,0.9,0.0,4.0,2.0,0.0,0.601674959382408,0.39832504061759194
1516,0,15.0,0.0,2.0,0.0,0.0,5.0,4.0,329.0,3.0,0.0,28.0,4.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,0.5,0.0,3.0,1.0,2.0,0.571549557798446,0.428450442201554
1516,1,0.0,29.0,1.0,0.0,43.0,8.0,1.0,261.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,1.0,0.0,0.75,0.0,2.0,2.0,2.0,0.520652744632873,0.4793472553671269
1516,2,0.0,0.0,1.0,1.0,24.0,3.0,1.0,212.0,1.0,11.0,5.0,43.0,0.0,1.0,0.0,3.0,4.0,226.0,1.0,0.0,0.333333333333333,0.0,4.0,0.0,1.0,0.6405482725875289,0.35945172741247117
1516,3,0.0,1.0,1.0,12.0,1.0,1.0,2.0,175.0,7.0,7.0,53.0,118.0,0.0,2.0,1.0,10.0,2.0,0.0,0.0,0.0,0.555555555555556,0.0,4.0,1.0,1.0,0.6207810894461515,0.3792189105538485
38,0,0.0,0.0,1.0,2.0,1.0,4.0,1.0,1505.0,2.0,10.0,7.0,130.0,0.0,3.0,17.0,64.0,2.0,0.0,1.0,0.0,0.4375,1.0,4.0,0.0,3.0,0.6361177060546619,0.36388229394533805
38,1,15.0,0.0,2.0,35.0,0.0,5.0,4.0,329.0,3.0,0.0,28.0,4.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,0.5,0.0,3.0,0.0,2.0,0.6576678168880751,0.3423321831119249
38,2,0.0,29.0,1.0,0.0,0.0,8.0,1.0,261.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,8.0,0.0,0.75,0.0,2.0,2.0,2.0,0.5061998522144211,0.49380014778557896
38,3,0.0,52.0,1.0,1.0,24.0,3.0,1.0,212.0,1.0,11.0,5.0,43.0,0.0,1.0,0.0,3.0,4.0,0.0,1.0,0.0,0.333333333333333,0.0,4.0,0.0,1.0,0.6414557253218852,0.3585442746781148
50,0,4.0,2.0,2.0,1.0,15.0,5.0,3.0,201.0,5.0,3.0,4.0,12.0,0.0,1.0,2.0,5.0,2.0,0.0,1.0,0.0,0.375,0.0,1.0,3.0,6.0,0.5812905876629355,0.4187094123370645
