Antecedent,Antecedent Coverage %,Confidence,Lift
-0.59 < CountDeclClassMethod <= 0.19,0.50614,1.0,1.03388
-0.01 < OWN_COMMIT <= 0.132,0.31179,1.0,1.03388
18.8 < CountLineComment <= 34.8,0.21575,1.0,1.03388
4.4 < CountClassCoupled <= 8,0.21393,1.0,1.03388
1.32 < CountOutput_Mean <= 2.38,0.21074,1.0,1.03388
-0.56 < CountDeclMethodPrivate <= 0.11,0.55121,0.99835,1.03217
0.905 < MAJOR_LINE <= 2.245,0.22531,0.99798,1.03179
1.355 < MINOR_LINE <= 2.05,0.22349,0.99796,1.03178
-0.004 < MaxNesting_Mean <= 0.184,0.27355,0.99667,1.03044
-0.69 < CountDeclClassVariable <= 0.03,0.57442,0.99525,1.02897
