Antecedent,Antecedent Coverage %,Confidence,Lift
-0.34 < CountDeclMethodPrivate <= 0.14 & -0.1 < CountDeclClassMethod <= 5.3,0.42254,0.99892,1.05958
0.9 < CountClassCoupled <= 4.15,0.20627,0.9978,1.05839
CountClassBase <= 0.83,0.19855,0.99771,1.0583
-0.004 < OWN_COMMIT <= 0.116,0.32258,0.99718,1.05773
CountClassCoupled <= 0.9,0.18446,0.99507,1.0555
1.4 < CountOutput_Mean <= 2.44,0.19764,0.9931,1.05341
-0.76 < CountDeclClassVariable <= 0.23,0.51886,0.99124,1.05143
RatioCommentToCode > 1.48,0.20309,0.99105,1.05123
4.15 < CountClassCoupled <= 8.15,0.22081,0.98971,1.04981
0.28 < CountDeclClass <= 1.09,0.54748,0.98838,1.0484
