Antecedent,Antecedent Coverage %,Confidence,Lift
0.65 < CountClassCoupled <= 3.6,0.20223,1.0,1.0482
-0.9 < CountDeclClassMethod <= 0.24,0.47366,0.99811,1.04622
CountOutput_Mean <= 1.2,0.20491,0.99782,1.04591
1.2 < CountOutput_Mean <= 2.22,0.19911,0.99776,1.04585
CountClassBase <= 0.888,0.19152,0.99767,1.04576
MaxInheritanceTree <= 0.89,0.16518,0.9973,1.04537
MaxNesting_Mean <= 0.01,0.26741,0.99666,1.0447
-0.002 < OWN_COMMIT <= 0.196,0.32545,0.99588,1.04388
CountClassCoupled <= 0.65,0.19196,0.99535,1.04332
-0.135 < MAJOR_LINE <= 0.315,0.37277,0.99401,1.04192
