Antecedent,Antecedent Coverage %,Confidence,Lift
PercentLackOfCohesion <= 0.2,0.29278,1.0,1.04955
0.85 < CountClassCoupled <= 3.9,0.2197,1.0,1.04955
CountOutput_Mean <= 1.36,0.20427,1.0,1.04955
CountClassCoupled <= 0.85,0.18611,1.0,1.04955
CountClassBase <= 0.915,0.17385,0.99739,1.04681
MaxNesting_Mean <= 0.015,0.26509,0.99658,1.04595
0.27 < CountDeclClass <= 1,0.66092,0.99657,1.04594
-0.17 < CountDeclMethodPrivate <= 0.155,0.50068,0.99637,1.04574
1.36 < CountOutput_Mean <= 2.4,0.19201,0.99527,1.04459
-0.79 < CountDeclClassMethod <= 0.22,0.51339,0.99469,1.04398
