test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
210,0,0.0,0.0,1.0,0.0,0.0,0.0,43.0,1.0,0.0,3.0,0.67,0.0,10.0,60.0,2.0,0.0,11.999999523162842,2.0,3.4,1.0,2.9,1.0,1.0,0.416666666666667,0.0,1.0,1.0,0.0,3.0,3.0,0.7662923336029053,0.23370768129825592,0,8.04055642067425e-08
256,0,8.0,0.0,1.0,0.0,0.0,0.0,171.0,14.0,14.0,15.0,0.08,1.0,217.0,93.0,1.0,2.0,11.998046875,2.0,5.80645161290323,0.0,5.62672811059908,0.0,1.0,0.280172413793103,0.0,145.0,0.821428571428571,0.0,1.0,0.9999999701976776,0.6627017259597778,0.33729827404022217,1,29802.323677699806
270,0,6.0,0.0,1.0,6.998780250549316,7.0,0.0,70.0,3.0,0.0,31.0,0.13,1.0,52.0,96.0,1.0,0.0,24.0,3.0,5.72881355932203,1.0,4.15254237288136,1.0,1.0,0.333333333333333,0.0,45.0,1.0,0.0,1.0,0.9997559785842896,0.5159095525741577,0.4840904474258423,2,11046597850835.416
468,0,1.0,0.0,1.0,4.0,37.0,0.0,57.0,8.0,1.0,7.0,0.12,0.0,11.0,93.0,2.0,0.0,17.0,2.0,3.33333333333333,1.0,4.999946296979222,1.0,1.0,0.842105263157895,0.0,19.99658203125,0.666666666666667,0.0,4.0,2.0,0.5613551139831543,0.4386448860168457,2,56003417968750.0
474,0,1.0,1.0,1.0,1.0,5.0,0.0,33.0,2.0,0.0,0.0,0.26,0.0,4.0,87.0,6.0,1.0,11.99951171875,2.0,4.11111111111111,2.0,7.0,2.0,1.0,0.75,0.0,1.0,1.0,0.0,4.0,3.0,0.5885218977928162,0.41147810220718384,1,0.6745730947742692
477,0,3.0,19.0,1.0,8.0,9.0,0.0,40.0,7.0,3.0,10.0,0.09,0.0,53.0,100.0,5.0,2.0,23.0,4.0,2.6665803546546565,0.0,3.37096774193548,0.0,1.0,0.414285714285714,0.0,19.0,0.454545454545455,0.0,4.0,0.9997560977935791,0.529266357421875,0.470733642578125,2,3000243902206.421
496,0,26.0,0.0,1.0,22.0,1.0,2.0,216.0,2.0,7.0,10.0,0.19,2.0,54.0,95.0,2.0,1.0,42.0,2.0,7.76363636363636,2.0,7.61818181818182,1.0,1.0,1.0833073905829709,0.0,1068.0,1.0,0.0,1.0,3.0,0.5726007223129272,0.42739924788475037,1,0.34019279815597336
515,0,1.0,0.0,1.0,0.0,0.0,1.0,145.0,3.0,0.0,13.0,1.03,0.0,21.0,100.0,1.0,0.0,4.0,1.0,3.76190476190476,0.0,2.871116635700064,1.0,0.0,0.52,0.0,145.0,0.6875,0.0,3.0,4.0,0.5664350390434265,0.4335649609565735,1,0.23720937391357222
520,0,1.0,0.0,1.0,0.0,10.0,1.0,10.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,15.999512076377869,1.0,2.1,1.0,5.4,3.0,1.0,0.833333333333333,0.0,28.0,1.0,0.0,1.0,0.0,0.5772351026535034,0.4227648675441742,1,0.674573034470096
522,0,21.0,0.0,1.0,9.0,28.0,0.0,31.0,11.0,0.0,0.0,0.09,0.0,10.0,95.0,1.0,4.0,14.999756097793579,2.0,4.44736842105263,1.0,3.52631578947368,1.0,1.0,0.901960784313726,0.0,255.0,1.0,0.0,1.0,0.0,0.5099477171897888,0.4900522828102112,1,0.5059091970534728
539,0,9.0,0.0,1.0,1.0,11.0,0.0,18.0,3.0,1.0,2.0,0.05,1.0,26.0,86.0,3.0,3.0,12.9990234375,2.0,4.45945945945946,0.0,5.83783783783784,1.0,1.0,0.829268292682927,0.0,47.0,1.0,0.0,2.0,0.0,0.5908360481262207,0.4091639518737793,1,1.686391569286779
547,0,29.0,38.0,1.0,14.0,21.0,0.0,157.0,22.0,2.0,45.0,0.1,0.0,154.0,98.0,4.0,4.0,11.999513924121857,2.0,1.3331392996651785,0.0,5.17142857142857,0.0,0.0,0.722222222222222,0.0,374.0,1.0,0.0,5.0,5.0,0.5246882438659668,0.4753117561340332,2,5.9470333587908195
551,0,21.0,0.0,1.0,2.0,7.0,0.0,68.0,1.0,2.0,5.0,0.12,0.0,57.0,87.0,5.0,0.0,11.999268293380737,1.0,3.833298389799893,0.0,5.40625,1.0,1.0,0.742424242424242,0.0,68.0,0.833333333333333,0.0,4.0,7.0,0.5040187835693359,0.49598124623298645,2,1.5921022626168977
552,0,2.0,0.0,2.0,2.0,9.0,0.0,43.0,2.0,3.0,1.0,0.18,0.0,24.0,93.0,3.0,2.0,11.999513149261475,2.0,4.12121212121212,0.0,4.09090909090909,1.0,1.0,0.5,0.0,76.0,1.0,0.0,3.0,7.0,0.6113357543945312,0.38866421580314636,1,0.3373274738193357
553,0,0.0,0.0,1.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,1.0,0.0,12.0,1.0,1.72727272727273,1.0,3.81818181818182,2.0,1.0,0.538461538461538,0.0,16.0,1.0,0.0,2.0,0.9999999403953552,0.9248731732368469,0.07512681931257248,0,59604.644775390625
567,0,15.0,0.0,1.0,2.0,230.0,0.0,71.0,2.0,0.0,1.0,0.05,0.0,3.0,100.0,2.0,0.0,12.99560546875,1.0,5.59656652360515,0.0,3.90557939914163,1.0,1.0,0.48728813559322,0.0,43.0,0.607142857142857,0.0,2.0,0.9990234375,0.5977237820625305,0.4022762179374695,2,5000976562500.0
1036,0,3.0,3.0,1.0,0.0,0.0,0.0,10.0,4.0,0.0,8.0,0.04,0.0,27.0,75.0,2.0,2.0,4.0,2.0,3.37037037037037,0.0,3.14814814814815,0.0,1.0,1.0,0.0,14.0,0.333333333333333,0.0,1.0,1.999511957168579,0.6644402742385864,0.3355597257614136,1,2000488042831.421
592,0,0.0,0.0,1.0,0.0,2.0,0.0,36.0,5.0,0.0,8.0,0.25,0.0,9.0,71.0,3.0,0.0,9.0,2.0,3.27272727272727,1.0,3.3331565590171515,1.0,1.0,0.764705882352941,0.0,39.0,0.833333333333333,0.0,1.0,4.0,0.5339363813400269,0.46606361865997314,1,1.0886957011984317
602,0,1.0,0.0,1.0,0.0,9.0,0.0,43.0,10.0,1.0,4.0,0.11,0.0,33.0,60.0,4.0,1.0,11.0,2.0,2.95238095238095,0.0,2.871096768222009,2.0,1.0,0.679245283018868,0.0,36.0,0.5,0.0,7.0,4.0,0.5634795427322388,0.43652042746543884,1,0.945923628763169
603,0,3.0,2.0,2.0,0.0,1.0,2.0,86.0,3.0,1.0,4.0,0.28,1.0,15.0,62.0,1.0,0.0,15.0,2.0,3.4375,0.0,8.125,1.0,1.0,1.0223801205778607,0.0,34.0,0.666666666666667,0.0,5.0,8.0,0.5005162358283997,0.49948376417160034,1,1.0329663073176025
625,0,0.0,0.0,1.0,138.0,387.0,1.0,25.880126953125,1.0,2.0,4.0,0.8900390625,0.0,8.0,99.0,1.0,0.0,94.0,2.0,4.66835443037975,1.0,4.31645569620253,1.0,1.0,0.183879093198992,0.0,8702.0,0.666666666666667,0.0,2.0,1.0,0.5205365419387817,0.47946348786354065,2,16.306689000207754
635,0,25.0,55.0,1.0,3.0,12.0,0.0,575.0,8.0,0.0,187.0,0.21,0.0,459.0,100.0,2.0,4.0,10.9931640625,2.0,1.3306555616374716,0.0,2.92356687898089,0.0,1.0,0.261954261954262,0.0,369.0,0.666666666666667,4.0,4.0,14.0,0.633434534072876,0.366565465927124,2,21.68208922069528
637,0,68.0,0.0,2.0,5.0,29.0,1.0,461.0,12.0,0.0,6.0,0.15,0.0,290.0,85.0,3.0,1.0,11.999267578125,2.0,6.05956112852665,0.0,5.16300940438872,1.0,1.0,0.903614457831325,0.0,125.0,0.314285714285714,0.0,6.0,0.99853515625,0.5405277013778687,0.45947229862213135,2,9001464843750.0
638,0,8.0,4.0,1.0,22.0,5.0,3.0,612.0,4.0,17.0,7.0,0.81,0.0,127.0,98.0,1.0,1.0,12.999755859375,8.0,15.9015151515152,0.0,2.6999252781723495,0.0,1.0,0.467153284671533,0.0,186.0,0.75,0.0,2.0,6.0,0.5052855014801025,0.49471452832221985,2,3.44802451878641
640,0,11.0,1.0,2.0,4.0,13.0,1.0,163.0,1.0,0.0,1.0,0.25,0.0,59.0,88.0,5.0,0.0,18.0,1.0,4.36111111111111,0.0,2.642536652393828,1.0,1.0,0.810810810810811,0.0,11.0,0.555555555555556,0.0,6.0,6.0,0.5384899377822876,0.4615100622177124,1,1.6018763787070813
643,0,7.0,0.0,1.0,5.0,9.0,1.0,192.0,9.0,6.0,17.0,0.18,0.0,112.0,96.0,4.0,3.0,16.99926859140396,2.0,6.71074380165289,0.0,2.6428564157306145,1.0,1.0,0.778625954198473,0.0,19.973876953125,0.8125,3.0,3.0,7.0,0.5000247955322266,0.49997520446777344,3,145026123046875.0
649,0,6.0,3.0,1.0,4.0,29.0,0.0,46.0,14.0,0.0,4.0,0.12,0.0,17.0,100.0,3.0,0.0,16.0,2.0,2.67391304347826,0.0,4.89130434782609,1.0,1.0,0.459016393442623,0.0,24.939453125,0.25,0.0,4.0,0.9990234375,0.5215045213699341,0.4784955084323883,2,412090892956278.2
652,0,5.0,0.0,1.0,0.0,82.0,0.0,38.0,54.0,0.0,23.0,0.03,1.0,55.0,16.0,1.0,0.0,28.0,2.0,4.55474452554745,1.0,3.212400133324633,2.0,1.0,0.682291666666667,0.0,20.0,0.8,0.0,5.0,1.0,0.5129404067993164,0.4870595932006836,1,1.1608841510750212
653,0,6.0,3.0,1.0,1.0,27.0,0.0,39.0,8.0,3.0,6.0,0.13,0.0,21.0,89.0,3.0,0.0,19.0,2.0,6.60416666666667,1.0,4.60416666666667,2.0,1.0,0.385964912280702,0.0,19.99609375,0.75,0.0,6.0,0.0,0.6122682094573975,0.38773179054260254,1,36003906250000.0
656,0,17.0,1.0,2.0,11.0,45.0,2.0,259.0,5.0,3.0,2.0,0.21,2.0,33.0,60.992923736572266,4.0,1.0,36.0,2.0,4.02564102564103,0.0,8.28205128205128,1.0,1.0,1.11904761904762,0.0,19.966552734375,0.666666666666667,1.0,4.0,9.0,0.5427225828170776,0.4572773873806,2,141033447265625.0
657,0,3.0,0.0,1.0,2.0,3.0,0.0,43.0,3.0,1.0,3.0,0.1,0.0,90.0,76.0,3.0,0.0,13.0,2.0,1.20430107526882,0.0,3.33333333333333,1.0,1.0,0.185567010309278,0.0,13.0,0.7,0.0,2.0,0.999755859375,0.9312891364097595,0.06871084123849869,1,6000244140625.0
659,0,36.0,0.0,1.0,6.999593257904053,16.0,0.0,158.0,3.0,0.0,2.0,0.19,0.0,109.0,92.0,5.0,0.0,11.99951171875,2.0,6.448,0.0,4.064,1.0,1.0,0.643410852713178,0.0,19.986328125,0.714285714285714,0.0,4.0,8.0,0.5168238878250122,0.4831761121749878,3,70020818783200.45
660,0,2.0,0.0,1.0,18.0,6.0,2.0,174.0,2.0,1.0,1.0,0.31,0.0,51.0,94.0,4.0,0.0,13.999756336212158,2.0,1.3323192931058112,0.0,5.28070175438596,1.0,1.0,0.683333333333333,0.0,23.0,0.352941176470588,0.0,7.0,6.0,0.5424874424934387,0.4575125575065613,2,2.5773376630202267
662,0,2.0,0.0,1.0,0.0,2.0,0.0,79.0,23.0,0.0,2.0,0.16,0.0,60.0,33.0,4.0,0.0,11.999267578125,2.0,2.62903225806452,0.0,4.83870967741935,2.0,1.0,0.325581395348837,0.0,0.0,0.0,0.0,4.0,7.0,0.8067857027053833,0.1932143270969391,1,5.227426888889413
665,0,13.0,1.0,2.0,37.0,0.0,0.0,86.0,5.0,3.0,65.0,0.07,0.0,118.0,100.0,1.0,7.0,17.0,2.0,1.363270905058263,0.0,2.99152542372881,1.0,0.0,0.524193548387097,0.0,124.0,0.53125,0.0,5.0,0.9997560977935791,0.5893309116363525,0.41066908836364746,2,3000243902206.421
667,0,25.0,0.0,2.0,6.0,43.0,2.0,586.0,5.0,16.0,10.0,0.22,2.0,138.0,97.0,3.0,3.0,54.0,2.0,4.7292817679558,0.0,8.38674033149171,1.0,1.0,0.9629555768507707,0.0,507.0,0.391304347826087,4.0,3.0,12.0,0.549770176410675,0.45022982358932495,1,0.3865932826290466
