test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
10,0,1.0,0.0,4.0,6.0,0.0,309.0,1.0,0.0,10.0,7.0,0.63,2.0,80.0,4.0,0.0,4.0,1.0,4.125,1.0,4.875,1.0,1.0,2.1,339.0,0.375,0.0,4.0,3.0,0.5151266287152009,0.48487337128479935
10,1,51.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,11.0,12.0,0.35,1.0,100.0,4.0,0.0,6.0,1.0,2.75,0.0,6.41666666666667,1.0,1.0,0.777777777777778,326.0,1.0,0.0,1.0,1.0,0.6310306126870715,0.3689693873129284
14,0,43.0,0.0,1.0,3.0,3.0,0.0,1.0,11.0,13.0,5.0,0.29,0.0,84.0,4.0,2.0,8.0,1.0,5.41176470588235,0.0,5.41176470588235,0.0,1.0,0.65,237.0,0.5,0.0,5.0,2.0,0.5065904047692278,0.49340959523077227
14,1,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,7.0,5.0,9.25,3.0,76.0,4.0,0.0,8.0,1.0,2.5,0.0,7.83333333333333,2.0,1.0,1.375,263.0,0.4,0.0,4.0,4.0,0.5888994295954987,0.4111005704045013
65,0,3.0,0.0,2.0,3.0,0.0,5.0,1.0,0.0,15.0,10.0,4.53,1.0,82.0,4.0,0.0,6.0,6.0,5.0,0.0,5.69230769230769,1.0,1.0,1.13333333333333,438.0,0.4,0.0,2.0,4.0,0.5804210065897478,0.4195789934102522
72,0,3.0,0.0,2.0,3.0,0.0,484.0,1.0,0.0,15.0,10.0,0.56,1.0,82.0,4.0,0.0,6.0,1.0,5.0,0.0,5.69230769230769,1.0,1.0,1.13333333333333,438.0,0.4,0.0,1.0,4.0,0.5644079659260309,0.4355920340739692
73,0,6.0,0.0,1.0,7.0,0.0,2.0,10.0,0.0,35.0,60.0,0.63,1.0,87.0,3.0,3.0,14.0,8.0,2.78787878787879,0.0,3.40909090909091,0.0,1.0,0.519480519480519,394.0,0.25,0.0,2.0,3.0,0.5145495129218921,0.4854504870781078
114,0,0.0,0.0,1.0,0.0,0.0,1.0,13.0,1.0,9.0,18.0,0.23,0.0,81.0,4.0,0.0,43.0,1.0,3.0,0.0,4.57894736842105,1.0,1.0,0.68,322.0,1.0,0.0,2.0,0.0,0.5604969403446008,0.4395030596553994
114,1,51.0,0.0,3.0,0.0,0.0,2.0,1.0,3.0,2.0,2.0,0.25,15.0,60.0,2.0,0.0,21.0,1.0,2.0,1.0,7.2,1.0,1.0,3.42857142857143,346.0,0.666666666666667,0.0,1.0,1.0,0.5247456594920479,0.475254340507952
114,2,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,12.0,0.31,1.0,75.0,4.0,0.0,27.0,1.0,2.14285714285714,0.0,4.78571428571429,1.0,1.0,5.7,304.0,0.25,0.0,2.0,3.0,0.6343641507740984,0.36563584922590175
