,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE
1664,4,4,1,2,5,3,59,1,0,3,2,0.35,2,77,1,0,2,2,2.8,0,1,0.923076923076923,0,11,0.934865900383142,0,2
1037,0,2,1,0,0,7,148,1,2,4,11,1.35,0,73,3,0,9,1,2.66666666666667,0,1,0.529411764705882,0,6,0.972972972972973,0,2
1696,0.5,0,1,3,2,12,321,1,2,1,6,0.64,4,88,1,0,1,2,5.08333333333333,0,1,0.814814814814815,0,7,0.992654774396642,0,1
1015,0,0,1,0,0,2,50,1,0,0,3,0.82,0,0,3,0,11,1,6.66666666666667,2,0,0.6,0,21,0.856060606060606,0,2
877,0,4,1,0,0,7,146,1,2,1,9,1.33,0,73,3,8,14,1,2.46666666666667,0,0,0.294117647058824,0,6,0.924137931034483,0,1
932,2,2,1,0,0,2,80,1,0,1,16,0.35,0,95,5,0,14,2,2.25,0,1,1.18181818181818,0,6,0.96969696969697,0,1
2162,1,3,1,0,2,2,38,1,1,1,1,0.49,1,40,1,2,3,2,3.0,0,1,1.33333333333333,0,59,0.889705882352941,0,0
69,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129,0,0,1,0,1,12,391,2,0,0,26,0.21,20,0,4,0,4,1,0.346153846153846,0,2,0.241379310344828,0,9,0.557377049180328,0,5
1459,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,0,1,1,15,0,5,75,1,0,1,8,0.33,0,81,2,0,19,1,5.22222222222222,0,1,1.09090909090909,0,8,0.764705882352941,0,1
1213,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,1,0,1,0,1,1,43,1,0,0,1,0.67,6,0,3,0,46,1,1.0,1,2,1.8,0,79,0.534883720930233,2,3
1139,2,0,1,0,0,5,122,1,0,11,8,0.59,3,74,3,0,13,2,6.2,1,1,1.16666666666667,0,6,0.95822454308094,0,1
1050,11,0,2,1,2,12,418,1,1,3,14,0.55,6,77,1,0,28,2,5.53846153846154,1,1,2.42857142857143,0,6.5,0.956772334293948,0,2
2037,7,0,1,8,5,2,118,1,1,9,7,0.53,2,84,0,0,6,1,3.4,0,1,0.388888888888889,0,14.0,0.955916473317865,0,1
1296,1,2,1,2,0,2,21.5,1,1,3,23,0.83,0,75,2,0,10,2,2.25925925925926,0,0,0.413793103448276,0,22,0.928921568627451,0,3
1922,3,3,2,5,23,11,341,1,0,2,20,0.77,3,97,1,0,5,2,2.76923076923077,0,1,1.72413793103448,0,6,0.811111111111111,0,2
912,0,1,1,0,0,13,140.0,1,1,1,18,1.08,2,25,1,0,20,1,3.2,1,1,0.727272727272727,0,6,0.968944099378882,0,2
1439,0,0,1,1,0,5,73,1,0,1,9,0.57,2,88,2,1,17,2,5.55555555555556,0,1,0.545454545454545,0,6,0.952,0,3
1437,1,3,1,2,4,4,94,1,0,0,6,1.04,0,60,1,0,5,2,2.1,0,1,0.583333333333333,0,6,0.954954954954955,0,2
428,0,34,1,14,0,2,62.0,1,0,0,77,4.2,0,100,1,1,25,1,4.14414414414414,0,0,0.0,0,8,0.941564561734213,0,1
1585,12,0,1,1,13,5,166,2,0,2,5,0.59,1,93,3,0,5,1,3.0,1,2,0.761904761904762,0,0,0.850098619329389,0,1
1634,1,1,1,9,4,4,88,1,2,2,9,0.63,0,80,4,0,5,1,3.07692307692308,1,1,0.5,0,0,0.809885931558935,0,1
628,1,0,1,2,0,4,338,1,3,2,49,0.77,0,78,3,0,11,1,2.09259259259259,0,1,0.535714285714286,0,2,0.990066225165563,0,1
1137,0,1,1,0,0,0,134,1,0,15,6,0.85,2,89,1,0,11,1,5.57142857142857,0,1,1.22222222222222,0,6,0.926380368098159,0,2
2029,1,0,1,0,1,5,35,1,0,0,1,1.09,3,0,3,0,14,1,1.0,1,2,1.6,0,6,0.710843373493976,0,5
27,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,5,0,2,4,0,10,395,1,0,10.5,23,0.59,2,81,3,0,18,2,7.0,1,1,1.43333333333333,0,6,0.687707641196013,0,0
779,3,3,2,0,0,3,68,1,0,6,8,0.4,1,76,2,0,4,2,2.35714285714286,0,1,1.125,0,6,0.963087248322148,0,0
620,3,5,2,2,2,5,21.5,1,1,3,33,0.51,1,77,2,2,15,2,3.52380952380952,0,1,1.18181818181818,0,22,0.961605584642234,0,1
