test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE,proba0,proba1
10,0,20.0,0.0,8.0,0.0,1.0,7.0,40.0,1.0,0.0,13.0,3.0,0.99,5.0,89.0,0.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,2.1,0.0,88.0,0.914331465172138,0.0,2.0,0.5247772,0.4752228
1955,0,50.0,0.0,1.0,59.0,1.0,3.0,128.0,3.0,61.0,18.0,24.0,12.95,38.0,5.0,2.0,0.0,3.0,1.0,149.7,1.0,11.0,2.3,0.0,11096.0,0.929274292742927,0.0,9.0,0.7625943,0.23740573
12,0,0.0,2.0,2.0,1.0,3.0,9.0,56.0,1.0,68.0,0.0,1.0,0.38,9.0,33.0,1.0,0.0,2.0,1.0,22.6666666666667,1.0,1.0,1.4,0.0,0.0,0.639676113360324,0.0,1.0,0.58756983,0.41243014
16,0,5.0,1.0,1.0,0.0,0.0,5.0,186.0,1.0,3.0,4.0,19.0,0.37,1.0,76.0,2.0,0.0,10.0,2.0,6.46428571428571,1.0,1.0,1.4,0.0,281.0,1.0,0.0,0.0,0.5546217,0.44537827
1956,0,1.0,0.0,1.0,0.0,0.0,12.0,107.0,1.0,0.0,4.0,4.0,1.26,0.0,40.0,2.0,0.0,6.0,1.0,5.0,1.0,2.0,1.42857142857143,1.0,244.0,1.0,0.0,0.0,0.8408661,0.15913388
1957,0,1.0,0.0,1.0,0.0,0.0,6.0,70.0,1.0,0.0,3.0,4.0,1.27,0.0,77.0,2.0,0.0,5.0,1.0,3.8,1.0,1.0,0.714285714285714,0.0,175.0,0.945205479452055,0.0,0.0,0.719236,0.28076395
1958,0,3.0,16.0,18.0,125.0,0.0,18.0,264.0,1.0,0.0,18.0,0.0,0.74,31.0,89.0,1.0,0.0,9.0,1.0,7.55,2.0,0.0,1.90909090909091,0.0,1137.0,0.790307548928239,0.0,0.0,0.59776443,0.40223557
19,0,8.0,5.0,1.0,3.0,0.0,0.0,60.0,1.0,2.0,2.0,86.0,0.06,0.0,12.0,3.0,1.0,12.0,4.0,5.91089108910891,0.0,1.0,1.12621359223301,0.0,17.0,0.49563838223632,1.0,6.0,0.60888916,0.39111084
23,0,7.0,1.0,1.0,0.0,0.0,4.0,244.0,1.0,57.0,8.0,30.0,3.83,16.0,21.0,0.0,0.0,60.0,2.0,6.21951219512195,1.0,1.0,1.2093023255814,0.0,308.0,0.337057728119181,3.0,4.0,0.58509535,0.41490465
24,0,54.0,0.0,2.0,0.0,0.0,1.0,22.0,1.0,0.0,2.0,3.0,0.52,0.0,50.0,2.0,0.0,3.0,1.0,4.25,1.0,1.0,0.666666666666667,0.0,14.0,0.333333333333333,0.0,5.0,0.80517113,0.19482884
27,0,6.0,5.0,4.0,0.0,0.0,1.0,129.0,1.0,36.0,85.0,28.0,0.18,0.0,15.0,1.0,1.0,7.0,2.0,8.5,0.0,1.0,2.1,0.0,10.0,0.533261802575107,0.0,5.0,0.5442033,0.4557967
