CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE,target
0.0,0.0,1.0,0.0,0.0,0.0,3.0,23.0,1.0,1.0,4.0,0.33,0.0,54.0,2.0,2.0,3.0,1.0,4.5,1.0,0.0,0.0,2.0,0.82,0.0,0
0.0,0.0,1.0,0.0,0.0,2.0,1.0,50.0,1.0,12.0,2.0,0.71,0.0,70.0,3.0,0.0,0.0,1.0,1.92,1.0,0.0,0.0,3.0,0.99,1.0,0
0.0,0.0,2.0,0.0,0.0,6.0,2.0,62.0,1.0,7.0,3.0,0.71,1.0,61.0,2.0,1.0,2.0,1.0,3.14,1.0,1.0,0.0,0.0,1.0,0.0,0
1.0,0.0,1.0,1.0,0.0,4.0,2.0,82.0,1.0,7.0,6.0,0.66,0.0,86.0,2.0,5.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.57,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,2.0,22.0,1.0,1.0,1.0,0.67,3.0,50.0,1.0,0.0,4.0,2.0,2.5,2.0,4.0,0.0,0.0,0.79,0.0,0
0.0,0.0,1.0,0.0,0.0,5.0,1.0,27.0,1.0,1.0,1.0,1.93,0.0,50.0,1.0,6.0,0.0,2.0,4.5,2.0,2.0,0.0,0.0,0.98,1.0,0
1.0,0.0,1.0,1.0,1.0,0.0,2.0,27.0,1.0,0.0,0.0,0.75,2.0,50.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,1.0,0.0,0.0,1.0,21.0,1.0,0.0,1.0,0.75,0.0,83.0,2.0,0.0,3.0,1.0,2.33,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,1.0,0.0,1.0,2.0,35.0,1.0,1.0,12.0,0.25,0.0,83.0,1.0,0.0,12.0,2.0,3.55,1.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,2.0,2.0,47.0,1.0,0.0,3.0,0.6,0.0,61.0,2.0,1.0,12.0,2.0,1.58,0.0,1.0,0.0,0.0,0.69,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0,1.0,0.0,0.0,0.18,0.0,0.0,2.0,0.0,11.0,2.0,2.84,1.0,1.0,0.0,0.0,0.37,0.0,0
0.0,0.0,1.0,1.0,0.0,0.0,1.0,26.0,1.0,3.0,1.0,0.6,0.0,41.0,3.0,0.0,5.0,1.0,1.83,0.0,1.0,0.0,13.0,0.71,0.0,1
0.0,0.0,1.0,1.0,0.0,0.0,1.0,28.0,1.0,3.0,5.0,0.47,0.0,59.0,3.0,0.0,8.0,1.0,3.14,0.0,1.0,0.0,0.0,0.67,0.0,1
0.0,0.0,1.0,0.0,0.0,2.0,1.0,32.0,1.0,0.0,0.0,2.29,0.0,0.0,1.0,1.0,7.0,1.0,2.0,1.0,0.0,0.0,0.0,0.89,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,23.0,1.0,0.0,1.0,1.64,0.0,0.0,1.0,0.0,1.0,2.0,1.33,1.0,1.0,0.0,0.0,0.84,0.0,0
0.0,0.0,3.0,1.0,0.0,11.0,6.0,34.0,1.0,0.0,0.0,0.87,5.0,100.0,1.0,0.0,3.0,2.0,3.0,3.0,8.0,2.0,0.0,0.4,0.0,0
0.0,0.0,1.0,0.0,0.0,5.0,1.0,29.0,1.0,0.0,0.0,2.9,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.52,0.0,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,19.0,1.0,2.0,3.0,0.39,0.0,74.0,4.0,0.0,9.0,1.0,2.56,0.0,0.0,0.0,0.0,0.64,0.0,0
0.0,7.0,1.0,0.0,0.0,0.0,1.0,22.0,1.0,0.0,1.0,2.0,0.0,100.0,1.0,2.0,2.0,1.0,1.71,1.0,0.0,0.0,0.0,0.81,0.0,0
0.0,2.0,1.0,0.0,0.0,5.0,1.0,33.0,1.0,0.0,0.0,4.71,0.0,0.0,0.0,1.0,3.0,0.0,4.5,4.0,1.0,0.0,0.0,0.82,0.0,0
3.0,0.0,2.0,1.0,0.0,0.0,3.0,32.0,1.0,4.0,4.0,0.14,1.0,81.0,2.0,1.0,26.0,1.0,3.93,0.0,1.0,0.0,4.0,0.6,1.0,1
0.0,0.0,2.0,0.0,0.0,0.0,5.0,22.0,1.0,0.0,3.0,0.39,2.0,0.0,2.0,0.0,6.0,1.0,5.0,5.0,5.0,0.0,0.0,0.72,0.0,0
0.0,0.0,1.0,1.0,0.0,0.0,2.0,46.0,3.0,0.0,3.0,0.21,0.0,80.0,2.0,0.0,20.0,2.0,3.65,1.0,1.0,0.0,0.0,0.46,1.0,0
0.0,13.0,1.0,0.0,0.0,0.0,1.0,19.0,1.0,0.0,0.0,0.83,0.0,0.0,0.0,2.0,5.0,0.0,1.08,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,1.0,0.0,0.0,2.0,28.0,1.0,2.0,9.0,0.2,0.0,90.0,1.0,0.0,4.0,6.0,1.55,0.0,1.0,0.0,0.0,0.74,0.0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,0.0,4.2,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.96,1.0,0
0.0,0.0,2.0,13.0,3.0,0.0,2.0,33.0,1.0,2.0,6.0,0.11,0.0,93.0,2.0,3.0,6.0,5.0,13.06,0.0,1.0,0.0,0.0,0.46,3.0,0
