"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'CountDeclMethodPrivate <= 0.6'","b'target = 0'",0.19502,407,0.19406,405,0.99509,0.02651,1.15825,2.80955e-27,0.85913,1793
"b'000001'","b'0.6 < CountDeclMethodPrivate <= 2.7'","b'target = 0'",0.20412,426,0.20268,423,0.99296,0.02732,1.15577,2.43629e-27,0.85913,1793
"b'000002'","b'CountOutput_Mean <= 2.79'","b'target = 0'",0.19741,412,0.19406,405,0.98301,0.02446,1.14419,2.11922e-21,0.85913,1793
"b'000003'","b'1.975 < CountClassBase <= 2.055 & 0.999 < CountOutput_Min <= 1.059'","b'target = 0'",0.20795,434,0.20412,426,0.98157,0.02546,1.14252,3.64408e-18,0.85913,1793
"b'000004'","b'3.7 < CountClassCoupled <= 6.65'","b'target = 0'",0.21035,439,0.20604,430,0.9795,0.02532,1.14011,2.30974e-21,0.85913,1793
"b'000005'","b'AvgCyclomaticStrict <= 1.51'","b'target = 0'",0.2022,422,0.19741,412,0.9763,0.02369,1.13639,3.46985e-19,0.85913,1793
"b'000006'","b'CountClassCoupled <= 3.7'","b'target = 0'",0.19214,401,0.18591,388,0.96758,0.02084,1.12624,3.0602e-15,0.85913,1793
"b'000007'","b'6.65 < CountClassCoupled <= 9.9'","b'target = 0'",0.19406,405,0.18735,391,0.96543,0.02063,1.12373,9.56572e-15,0.85913,1793
"b'000008'","b'OWN_COMMIT <= 0.098'","b'target = 0'",0.19693,411,0.18975,396,0.9635,0.02056,1.12149,2.12021e-14,0.85913,1793
"b'000009'","b'0.9 < CountDeclMethodProtected <= 2.39'","b'target = 0'",0.21658,452,0.20843,435,0.96239,0.02236,1.12019,1.38513e-15,0.85913,1793
