test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed
41,0,6.0,1.0,1.0,5.0,3.0,0.0,2.0,7.0,21.0,62.0,139.0,0.3,0.0,97.0,1.0,2.0,59.0,9.0,4.73053892215569,0.0,0.0,0.0,0.9,0.0,1.0,0.50210184,0.49789816,4
43,0,1.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,1.0,31.0,77.0,0.26,0.0,97.0,2.0,3.0,18.0,6.0,6.65882352941177,0.0,1.0,0.0,0.568445475638051,0.4,2.0,0.6193005,0.3806995,3
48,0,6.0,3.0,1.0,1.0,0.0,4.0,3.0,6.0,0.0,4.0,38.0,0.39,0.0,89.0,1.0,3.0,27.0,4.0,4.87272727272727,0.0,1.0,0.0,0.496396396396396,1.0,3.0,0.73314357,0.26685646,3
58,0,0.0,4.0,1.0,2.0,0.0,8.0,2.0,5.0,22.0,11.0,78.0,1.43,0.0,94.0,1.0,1.0,50.0,6.0,4.24038461538461,0.0,0.0,0.0,0.66008316008316,0.1,1.0,0.7195312,0.28046882,2
67,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,6.0,23.0,0.39,0.0,87.0,2.0,0.0,28.0,1.0,4.1,1.0,1.0,0.0,0.464757709251101,1.0,1.0,0.56466746,0.43533257,2
97,0,1.0,0.0,1.0,5.0,0.0,1.0,2.0,6.0,35.0,71.0,157.0,0.27,0.0,98.0,1.0,2.0,64.0,2.0,2.7,0.0,0.0,0.0,0.9,0.4,3.0,0.5801622,0.41983777,2
110,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,23.0,0.78,0.0,90.0,3.0,0.0,27.0,1.0,3.22222222222222,0.0,1.0,0.0,0.690909090909091,1.0,1.0,0.6749098,0.32509023,2
111,0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,14.0,10.0,0.23,0.0,83.0,1.0,0.0,20.0,3.0,3.08695652173913,0.0,0.0,0.0,0.551369863013699,0.0,0.0,0.59357464,0.40642533,2
133,0,4.0,0.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,13.0,27.0,0.43,0.0,90.0,1.0,0.0,1.0,2.0,3.6969696969697,1.0,1.0,0.0,0.9,0.666666666666667,1.0,0.65290415,0.34709582,2
153,0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,12.0,13.0,0.24,0.0,83.0,1.0,3.0,27.0,2.0,4.40740740740741,0.0,0.0,0.0,0.383474576271186,0.4,1.0,0.7061401,0.2938599,2
156,0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,5.0,49.0,0.62,0.0,95.0,1.0,2.0,15.0,2.0,2.66,1.0,1.0,0.0,0.947368421052632,0.7,0.0,0.95608467,0.04391531,2
165,0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,8.0,26.0,0.26,0.0,82.0,2.0,0.0,14.0,1.0,2.37037037037037,0.0,1.0,0.0,0.9,0.5,0.0,0.7921853,0.2078147,2
166,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,7.0,24.0,0.41,0.0,70.0,2.0,0.0,2.0,1.0,2.48,0.0,1.0,0.0,0.729824561403509,0.0,0.0,0.9459114,0.054088607,2
