test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
41,0,6.0,1.0,1.0,5.0,3.0,4.0,2.0,7.0,21.0,62.0,23.992431640625,0.76,0.0,97.0,1.0,2.0,2.988037109375,9.0,4.73053892215569,0.0,0.0,0.0,0.9447940458963484,0.5,1.0,0.5,0.5,3,32.053344722661826
43,0,1.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,19.996907711029053,0.48876953125,0.55,0.0,97.0,2.0,3.0,18.0,6.0,6.65882352941177,0.0,1.0,0.0,0.568445475638051,0.5,2.0,0.5,0.5,2,18.734689281940277
48,0,6.0,3.0,1.0,1.0,0.0,4.0,3.0,6.0,8.0,22.0,32.99927079677582,0.39,0.0,89.0,1.0,3.0,2.0,4.0,4.87272727272727,0.0,1.0,0.0,0.9447824559829758,0.666666666666667,3.0,0.5,0.5,3,8.644283145851464
58,0,0.0,4.0,1.0,2.0,0.0,8.0,2.0,5.0,22.0,21.0,18.49072265625,1.43,0.0,94.0,1.0,1.0,2.495361328125,6.0,4.24038461538461,0.0,0.0,0.0,0.66008316008316,0.625,1.0,0.5,0.5,2,20.872807886616584
67,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,6.0,23.0,0.1,0.0,87.0,2.0,0.0,10.497438192367554,1.0,5.13333333333333,1.0,1.0,0.0,0.464757709251101,1.0,1.0,0.51,0.49,1,5.902658103206038
97,0,1.0,0.0,1.0,5.0,0.0,1.0,2.0,6.0,35.0,71.0,18.46875,0.27,0.0,98.0,1.0,2.0,2.49951171875,2.0,6.43523316062176,0.0,0.0,0.0,0.465542885473475,0.4,3.0,0.5,0.5,2,37.41995794882223
110,0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,4.0,2.0,23.0,0.78,0.0,90.0,3.0,0.0,23.499515533447266,1.0,3.22222222222222,0.0,1.0,0.0,0.690909090909091,1.0,1.0,0.51,0.49,1,1.1805222131901907
111,0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,14.0,18.0,0.25,0.0,83.0,1.0,0.0,11.5,3.0,3.08695652173913,0.0,0.0,0.0,0.551369863013699,0.0,0.0,0.51,0.49,1,2.8665857277745626
133,0,4.0,0.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,10.5,27.0,0.41,0.0,90.0,1.0,0.0,1.0,2.0,3.6969696969697,1.0,1.0,0.0,0.583529411764706,0.666666666666667,1.0,0.5,0.5,1,1.686226898690351
153,0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,12.0,20.0,0.24,0.0,83.0,1.0,3.0,7.499267578125,2.0,4.40740740740741,0.0,0.0,0.0,0.383474576271186,0.75,1.0,0.51,0.49,1,6.576531910787948
