test_idx,candidate_id,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
42,0,0.0,1.0,1.0,31.0,0.0,0.72,0.0,95.0,1.0,1.0,9.0,2.0,10.921568627451,0.0,4.37254901960784,1.0,1.0,0.679245283018868,0.0,253.0,0.454545454545455,0.0,3.0,6.0,0.6341098454134084,0.36589015458659174
42,1,0.0,1.0,570.0,7.0,0.0,0.8,0.0,90.0,1.0,0.0,30.0,3.0,8.34090909090909,28.0,4.59090909090909,1.0,1.0,0.857142857142857,0.0,285.0,0.444444444444444,0.0,3.0,9.0,0.7323498854396501,0.26765011456034976
65,0,0.0,1.0,747.0,2.0,0.0,0.14,3.0,85.0,1.0,0.0,30.0,2.0,5.83333333333333,1.0,10.5,1.0,1.0,1.0952380952381,0.0,58.0,0.6,0.0,1.0,4.0,0.7323498854396501,0.26765011456034976
65,1,1.0,1.0,232.0,4.0,0.0,0.41,0.0,83.0,1.0,0.0,174.0,1.0,5.95652173913043,0.0,6.91304347826087,0.0,1.0,1.28,0.0,41.0,0.4,0.0,3.0,4.0,0.7323498854882207,0.26765011451177934
65,2,105.0,1.0,4.0,3.0,0.0,0.22,2.0,87.0,2.0,0.0,20.0,1.0,3.45945945945946,0.0,8.43243243243243,2.0,1.0,0.825,0.0,52.0,0.285714285714286,0.0,3.0,5.0,0.7326882185279785,0.26731178147202167
65,3,174.0,1.0,5.0,3.0,0.0,0.24,4.0,92.0,1.0,0.0,20.0,1.0,5.33333333333333,2.0,9.77777777777778,2.0,1.0,1.27272727272727,0.0,56.0,0.636363636363636,0.0,3.0,2.0,0.7323498854665094,0.26765011453349064
65,4,2.0,2.0,5.0,3.0,94.0,83.44,2.0,87.0,2.0,4.0,30.0,2.0,5.08695652173913,1.0,9.04347826086956,1.0,1.0,1.17241379310345,0.0,66.0,0.5,0.0,3.0,5.0,0.7323498853935844,0.267650114606416
95,0,2.0,1.0,6.0,4.0,0.0,0.32,0.0,81.0,1.0,0.0,20.0,1.0,4.85714285714286,1.0,8.78571428571429,0.0,357.0,0.9375,0.0,3.0,0.75,0.0,1.0,1.0,0.7323511473202121,0.2676488526797878
177,0,0.0,1.0,8.0,4.0,0.0,0.57,0.0,89.0,2.0,2.0,11.0,2.0,19.7173913043478,2.0,4.23913043478261,1.0,1.0,0.5625,0.0,14879.0,0.714285714285714,0.0,7.0,5.0,0.7323498728455683,0.2676501271544318
177,1,1.0,1.0,378.0,11.0,0.0,1.26,0.0,93.0,1.0,0.0,6.0,2.0,4.73076923076923,0.0,4.26923076923077,1.0,1.0,0.758620689655172,0.0,12.0,0.5,0.0,1.0,1.0,0.7323498854396501,0.26765011456034976
247,0,1.0,1.0,1.0,7.0,1.0,0.65,9.0,88.0,3.0,0.0,19.0,1.0,6.0,0.0,6.11111111111111,0.0,1.0,0.714285714285714,0.0,329.0,0.538461538461538,9.0,1.0,4.0,0.7322703553868052,0.26772964461319493
247,1,5.0,1.0,7.0,1.0,0.0,0.09,1.0,85.0,1.0,0.0,22.0,2.0,5.95652173913043,1.0,10.2173913043478,1.0,1.0,1.92307692307692,0.0,11462.0,0.75,0.0,3.0,2.0,0.7322615827148872,0.2677384172851128
247,2,29.0,1.0,22.0,4.0,6.0,0.58,0.0,95.0,2.0,1.0,149.0,2.0,7.61386138613861,0.0,4.2970297029703,0.0,1.0,0.788990825688073,0.0,331.0,0.37037037037037,1.0,4.0,7.0,0.7140634754441811,0.28593652455581886
247,3,0.0,1.0,15.0,5.0,0.0,0.5,1.0,84.0,1.0,0.0,14.0,1.0,4.56,0.0,6.36,1.0,293.0,0.111111111111111,0.0,324.0,0.588235294117647,0.0,3.0,2.0,0.731472549066755,0.268527450933245
500,0,1.0,1.0,0.0,4.0,1.0,0.42,1.0,85.0,3.0,23.0,22.0,2.0,43.1,1.0,6.71428571428571,1.0,1.0,0.76,0.0,384.0,0.588235294117647,0.0,3.0,3.0,0.7526099834241555,0.24739001657584442
500,1,1.0,1.0,1.0,5.0,0.0,0.18,2.0,77.0,3.0,0.0,29.0,1.0,7.2,1.0,14.15,2.0,1.0,1.63636363636364,0.0,18352.0,0.533333333333333,9.0,6.0,2.0,0.7323498854396501,0.26765011456034976
43,0,0.0,1.0,254.0,3.0,0.0,0.32,0.0,70.0,1.0,0.0,18.0,1.0,3.0,0.0,5.875,1.0,1.0,0.277777777777778,0.0,67.0,0.615384615384615,0.0,3.0,3.0,0.7323500027378962,0.2676499972621037
43,1,4.0,1.0,2.0,3.0,90.0,0.27,2.0,69.0,1.0,0.0,26.0,2.0,3.28571428571429,0.0,8.90476190476191,0.0,1.0,1.04166666666667,0.0,4409.0,0.285714285714286,0.0,4.0,7.0,0.7323498852025484,0.2676501147974516
43,2,0.0,2.0,7.0,7.0,0.0,0.72,0.0,85.0,1.0,0.0,15.0,1.0,5.71428571428571,4.0,6.28571428571429,2.0,1.0,1.44444444444444,0.0,70.0,0.5,9.0,3.0,2.0,0.7320256271377374,0.2679743728622626
218,0,12.0,1.0,13.0,6.0,0.0,0.64,0.0,100.0,2.0,0.0,30.0,2.0,6.0,0.0,6.25,26.0,0.0,0.857142857142857,5.0,31.0,0.666666666666667,0.0,3.0,3.0,0.7367689983073692,0.26323100169263075
