"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'-0.15 < MAJOR_LINE <= 0.325 & -0.66 < CountDeclClassMethod <= 0.23'","b'target = 0'",0.22667,476,0.22429,471,0.9895,0.03378,1.1773,1.73697e-12,0.84048,1765
"b'000001'","b'-2.75 < CountDeclInstanceMethod <= 4.3 & -0.66 < CountDeclClassMethod <= 0.23'","b'target = 0'",0.20714,435,0.20476,430,0.98851,0.03066,1.17613,1.08435e-10,0.84048,1765
"b'000002'","b'MAJOR_LINE <= -0.15'","b'target = 0'",0.09429,198,0.09143,192,0.9697,0.01218,1.15375,1.39626e-09,0.84048,1765
"b'000003'","b'CountClassCoupled <= 0.55'","b'target = 0'",0.1581,332,0.15286,321,0.96687,0.01998,1.15038,3.91959e-15,0.84048,1765
"b'000004'","b'CountInput_Mean <= 1.24'","b'target = 0'",0.19762,415,0.19048,400,0.96386,0.02438,1.1468,3.85305e-18,0.84048,1765
"b'000005'","b'0.53 < CountDeclInstanceVariable <= 1.56'","b'target = 0'",0.17238,362,0.16476,346,0.9558,0.01988,1.13721,1.42952e-13,0.84048,1765
"b'000006'","b'-1.82 < CountDeclMethodPrivate <= 0'","b'target = 0'",0.52857,1110,0.49762,1045,0.94144,0.05337,1.12013,1.04947e-42,0.84048,1765
"b'000007'","b'-0.15 < MAJOR_LINE <= 0.325'","b'target = 0'",0.34952,734,0.32905,691,0.94142,0.03528,1.1201,4.20271e-23,0.84048,1765
"b'000008'","b'-2.75 < CountDeclInstanceMethod <= 4.3'","b'target = 0'",0.35048,736,0.32905,691,0.93886,0.03448,1.11706,5.31551e-22,0.84048,1765
"b'000009'","b'4.4 < CountClassCoupled <= 8.25'","b'target = 0'",0.2019,424,0.18952,398,0.93868,0.01983,1.11684,1.44122e-11,0.84048,1765
