"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'-0.14 < MAJOR_LINE <= 0.47 & -4 < Del_lines <= 0.4'","b'target = 0'",0.19906,422,0.19858,421,0.99763,0.0323,1.19423,2.43692e-13,0.83538,1771
"b'000001'","b'PercentLackOfCohesion <= 0.4 & -4 < Del_lines <= 0.4'","b'target = 0'",0.16509,350,0.16415,348,0.99429,0.02623,1.19022,2.97041e-09,0.83538,1771
"b'000002'","b'1.25 < CountClassCoupled <= 4.5'","b'target = 0'",0.18962,402,0.18821,399,0.99254,0.0298,1.18813,1.16039e-30,0.83538,1771
"b'000003'","b'CountDeclInstanceMethod <= 0.4'","b'target = 0'",0.12642,268,0.125,265,0.98881,0.0194,1.18366,1.21899e-18,0.83538,1771
"b'000004'","b'CountClassCoupled <= 1.25'","b'target = 0'",0.20377,432,0.20142,427,0.98843,0.03119,1.18321,9.79083e-31,0.83538,1771
"b'000005'","b'PercentLackOfCohesion <= 0.4 & 0.66 < CountDeclClass <= 1.075'","b'target = 0'",0.19575,415,0.1934,410,0.98795,0.02987,1.18264,3.08264e-12,0.83538,1771
"b'000006'","b'0.4 < CountDeclInstanceMethod <= 4.85'","b'target = 0'",0.30283,642,0.29811,632,0.98442,0.04514,1.17842,2.52352e-45,0.83538,1771
"b'000007'","b'CountOutput_Mean <= 1.12'","b'target = 0'",0.21085,447,0.20755,440,0.98434,0.03141,1.17832,1.17886e-29,0.83538,1771
"b'000008'","b'4.5 < CountClassCoupled <= 8.85'","b'target = 0'",0.21887,464,0.21509,456,0.98276,0.03226,1.17642,4.59949e-30,0.83538,1771
"b'000009'","b'-1.16 < CountDeclMethodPrivate <= 0.18 & -4 < Del_lines <= 0.4'","b'target = 0'",0.32453,688,0.3184,675,0.9811,0.04729,1.17444,5.72613e-13,0.83538,1771
