"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'-23.4 < Del_lines <= -2'","b'target = 0'",0.05,106,0.04906,104,0.98113,0.00835,1.2051,6.51717e-08,0.81415,1726
"b'000001'","b'CountDeclMethodPrivate <= -0.355'","b'target = 0'",0.08443,179,0.08255,175,0.97765,0.01381,1.20083,3.10584e-12,0.81415,1726
"b'000002'","b'MAJOR_LINE <= -0.16'","b'target = 0'",0.10519,223,0.10189,216,0.96861,0.01625,1.18972,3.02316e-13,0.81415,1726
"b'000003'","b'0.9 < CountClassCoupled <= 3.35'","b'target = 0'",0.19057,404,0.18396,390,0.96535,0.02881,1.18571,3.07263e-23,0.81415,1726
"b'000004'","b'0.8 < CountDeclInstanceMethod <= 3.6'","b'target = 0'",0.27123,575,0.25991,551,0.95826,0.03909,1.17701,4.08789e-31,0.81415,1726
"b'000005'","b'CountDeclClass <= 0.54'","b'target = 0'",0.07123,151,0.06792,144,0.95364,0.00994,1.17133,1.96965e-07,0.81415,1726
"b'000006'","b'RatioCommentToCode > 1.6'","b'target = 0'",0.20047,425,0.19104,405,0.95294,0.02782,1.17047,3.08268e-20,0.81415,1726
"b'000007'","b'PercentLackOfCohesion <= -1.8'","b'target = 0'",0.1033,219,0.09811,208,0.94977,0.01401,1.16658,7.53352e-10,0.81415,1726
"b'000008'","b'CountClassCoupled <= 0.9'","b'target = 0'",0.20802,441,0.19717,418,0.94785,0.02781,1.16421,1.97711e-19,0.81415,1726
"b'000009'","b'-0.16 < MAJOR_LINE <= 0.24'","b'target = 0'",0.3467,735,0.32547,690,0.93878,0.04321,1.15307,8.31903e-31,0.81415,1726
