,CountDeclMethodPrivate,AvgEssential,AvgLineComment,CountLineComment,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
26,0.0,4.0,264.0,16.0,383.0,383.0,0.30000000000000004,0.0,100.0,2.0,5.0,4.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.5,4.000000000000001,6.0,16.0
1530,0.0,0.6,63.0,100.0,4.0,23.0,0.33000000000000007,0.0,100.0,1.0,0.0,4.0,2.0,7.91666666666667,0.0,1.0,0.0,0.482758620689655,0.0,0.6,2.168404344971009e-19,2.0,1.1102230246251565e-16
1531,0.0,2.220446049250313e-16,0.0,0.7999999999999972,0.3,3.0,0.30000000000000004,0.0,69.0,1.0,0.0,2.0,2.0,9.38461538461539,1.0,1.0,1.0,0.866666666666667,0.0,0.8,2.168404344971009e-19,2.0,1.1102230246251565e-16
1574,0.0,0.8,46.99999999999999,1.0,1.0,1.0,0.18999999999999995,1.0,86.0,2.0,0.0,17.0,1.0,4.82352941176471,0.0,1.0,1.0,1.5,0.0,0.8,2.168404344971009e-19,2.0,1.1102230246251565e-16
1575,0.0,2.220446049250313e-16,0.0,0.7999999999999972,1.0,1.0,0.31000000000000005,0.0,65.0,2.0,0.0,13.0,1.0,3.3,2.0,1.0,1.0,1.0,0.0,0.8,2.168404344971009e-19,2.0,1.1102230246251565e-16
1581,0.0,10.0,66.0,1.0,1.0,2.0,0.25,10.0,50.0,3.0,0.0,30.0,1.0,30.25,2.0,2.0,1.0,2.66666666666667,0.0,0.4,2.168404344971009e-19,2.0,1.0
1591,0.0,2.220446049250313e-16,0.0,0.6666666666666643,0.0,0.0,0.32000000000000006,0.0,-7.105427357601002e-15,1.0,2.0,2.0,2.0,4.58620689655172,1.0,0.0,1.0,0.0,0.0,0.666666666666667,2.168404344971009e-19,2.0,1.0
1600,0.0,2.220446049250313e-16,0.0,0.6666666666666643,0.3,3.0,0.30000000000000004,0.0,69.0,1.0,0.0,2.0,2.0,10.1538461538462,1.0,1.0,1.0,0.866666666666667,0.0,0.666666666666667,2.168404344971009e-19,2.0,1.0
1604,1.27,2.220446049250313e-16,0.666666666666667,40.0,0.0,4.0,1.27,0.0,79.0,1.0,1.0,4.0,1.0,2.16666666666667,1.0,1.0,1.0,0.875,0.0,0.666666666666667,2.168404344971009e-19,2.0,1.0
1670,0.0,0.666666666666667,2.0,2.0,2.0,0.0,0.16000000000000003,2.0,73.0,2.0,0.0,22.0,1.0,4.66666666666667,0.0,0.0,1.0,0.583333333333333,0.0,0.666666666666667,2.168404344971009e-19,2.0,1.1102230246251565e-16
1695,0.0,0.666666666666667,58.0,2.0,1.0,0.0,0.22999999999999998,2.0,82.0,2.0,3.0,22.0,1.0,4.58823529411765,1.0,1.0,1.0,0.666666666666667,0.0,0.666666666666667,2.168404344971009e-19,2.0,1.0
1789,2.0,2.220446049250313e-16,0.666666666666667,1.0,0.0,1.0,0.33000000000000007,1.0,-7.105427357601002e-15,2.0,0.0,9.0,2.0,2.5,1.0,2.0,1.0,0.625,0.0,0.666666666666667,2.168404344971009e-19,3.0,1.1102230246251565e-16
1795,0.0,0.666666666666667,0.3599999999999999,2.0,1.0,7.0,0.36,2.0,-7.105427357601002e-15,2.0,0.0,5.0,2.0,4.33333333333333,1.0,2.0,1.0,0.5,0.0,0.666666666666667,2.168404344971009e-19,2.0,1.0
1798,0.666666666666667,0.44999999999999996,1.0,1.0,1.0,0.0,0.44999999999999996,1.0,50.0,2.0,0.0,8.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.666666666666667,2.168404344971009e-19,3.0,1.1102230246251565e-16
