test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
39,0,4.0,2.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,6.0,129.0,0.77,0.0,97.0,1.0,2.0,58.0,8.0,4.75,0.0,0.0,0.0,11.0,1.0,1.0,2.0,1.0,0.5424321,0.45756787
39,1,1.0,0.0,1.0,5.0,0.0,2.0,2.0,5.0,30.0,55.0,124.0,3.15,0.0,25.0,1.0,2.0,62.0,2.0,6.30322580645161,0.0,0.0,0.0,21.0,1.0,1.0,3.0,2.0,0.62991786,0.3700821
39,2,20.0,0.0,1.0,3.0,0.0,1.0,2.0,4.0,14.0,38.0,73.0,0.16,0.0,95.0,1.0,1.0,72.0,5.0,3.07608695652174,0.0,31.0,0.0,23.0,1.0,0.0,3.0,0.0,0.8703175,0.12968247
39,3,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,37.0,93.0,0.33,0.0,96.0,2.0,2.0,15.0,3.0,11.5520833333333,0.0,0.0,0.0,3.0,0.5,0.0,3.0,2.0,0.5878898,0.41211024
39,4,0.0,4.0,1.0,1.0,0.0,9.0,2.0,5.0,20.0,21.0,77.0,1.46,0.0,94.0,1.0,1.0,50.0,6.0,4.11881188118812,0.0,0.0,0.0,12.0,1.0,0.0,2.0,2.0,0.83793545,0.16206457
41,0,1.0,0.0,1.0,5.0,1.0,2.0,1.0,2.0,7.0,29.0,73.0,0.54,5.0,97.0,2.0,3.0,18.0,6.0,6.7037037037037,19.0,1.0,0.0,2.0,0.5,0.0,5.0,2.0,0.67094797,0.32905203
41,1,0.0,0.0,1.0,6.0,0.0,1.0,2.0,1.0,0.0,17.0,68.0,9.01,0.0,95.0,1.0,0.0,5.0,3.0,3.17647058823529,1.0,1.0,0.0,4.0,0.9,0.0,2.0,1.0,0.55606717,0.44393283
41,2,1.0,0.0,1.0,1.0,30.0,1.0,1.0,1.0,2.0,37.0,93.0,0.33,0.0,96.0,2.0,2.0,15.0,3.0,11.5520833333333,0.0,0.0,0.0,1.0,0.5,0.0,3.0,2.0,0.6866993,0.31330076
41,3,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,19.0,77.0,0.15,0.0,95.0,5.0,0.0,4.0,2.0,1.17241379310345,0.0,0.0,0.0,4.0,0.9,0.0,2.0,1.0,0.54302824,0.45697173
46,0,5.0,2.0,1.0,26.0,0.0,4.0,3.0,5.0,10.0,21.0,10.0,0.42,0.0,89.0,1.0,3.0,3.0,4.0,4.80769230769231,25.0,1.0,0.0,2.0,0.5,0.0,3.0,2.0,0.54355156,0.45644847
46,1,4.0,15.0,1.0,1.0,0.0,1.0,2.0,6.0,3.0,18.0,41.0,0.2,0.0,91.0,1.0,45.0,29.0,4.0,3.42857142857143,0.0,29.0,0.0,7.0,0.9,0.0,2.0,0.0,0.74803466,0.25196534
46,2,4.0,0.0,1.0,2.0,0.0,2.0,2.0,18.0,1.0,13.0,31.0,0.33,0.0,10.0,2.0,0.0,27.0,2.0,3.08333333333333,0.0,0.0,0.0,8.0,1.0,0.0,4.0,1.0,0.5024985,0.49750146
46,3,1.0,1.0,1.0,2.0,0.0,1.0,2.0,5.0,3.0,18.0,26.0,0.22,11.0,89.0,1.0,0.0,21.0,2.0,2.80645161290323,1.0,1.0,0.0,7.0,1.0,0.0,2.0,2.0,0.69750506,0.30249494
46,4,0.0,0.0,1.0,1.0,0.0,11.0,1.0,1.0,0.0,17.0,38.0,0.45,0.0,92.0,2.0,0.0,24.0,1.0,2.52631578947368,1.0,1.0,0.0,7.0,0.9,0.0,3.0,1.0,0.5614314,0.43856856
65,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,6.0,12.0,0.16,13.0,86.0,2.0,0.0,24.0,1.0,5.68421052631579,4.0,1.0,0.0,8.0,1.0,0.0,3.0,1.0,0.6512455,0.34875455
65,1,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,6.0,12.0,18.0,5.68,1.0,84.0,1.0,4.0,25.0,2.0,4.16666666666667,0.0,0.0,0.0,10.0,0.9,0.0,3.0,1.0,0.55226886,0.44773114
65,2,1.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,4.0,2.0,21.0,0.84,0.0,89.0,3.0,0.0,25.0,1.0,3.24,0.0,1.0,0.0,4.0,1.0,0.0,2.0,1.0,0.9903407,0.00965929
65,3,3.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,4.0,4.0,7.0,0.14,0.0,81.0,2.0,1.0,26.0,1.0,3.78571428571429,0.0,1.0,0.0,5.0,1.0,0.0,3.0,1.0,0.5826694,0.41733065
65,4,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,3.0,17.0,4.11,0.0,80.0,2.0,0.0,21.0,2.0,3.64705882352941,1.0,1.0,0.0,7.0,1.0,0.0,3.0,1.0,0.7021424,0.29785758
92,0,0.0,0.0,1.0,5.0,0.0,2.0,2.0,5.0,30.0,55.0,124.0,0.32,1.0,98.0,1.0,2.0,62.0,2.0,6.30322580645161,0.0,0.0,0.0,21.0,1.1,1.0,3.0,2.0,0.91995174,0.080048256
92,1,4.0,2.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,9.0,129.0,0.77,0.0,97.0,1.0,2.0,58.0,8.0,4.75,0.0,0.0,0.0,11.0,1.0,0.0,4.0,1.0,0.5007328,0.49926722
92,2,5.0,0.0,1.0,3.0,0.0,1.0,2.0,4.0,14.0,4.0,73.0,0.16,0.0,95.0,1.0,1.0,72.0,5.0,3.07608695652174,30.0,1.0,0.0,23.0,1.0,0.0,3.0,1.0,0.5333716,0.46662837
92,3,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,37.0,93.0,0.33,0.0,96.0,2.0,2.0,15.0,3.0,11.5520833333333,0.0,0.0,0.0,3.0,0.5,0.0,3.0,2.0,0.5878898,0.41211024
92,4,0.0,4.0,1.0,1.0,0.0,9.0,2.0,5.0,20.0,21.0,77.0,1.46,0.0,94.0,1.0,1.0,50.0,6.0,11.6,0.0,0.0,0.0,12.0,0.8,0.0,2.0,2.0,0.6480049,0.3519951
104,0,8.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,4.0,2.0,21.0,0.84,0.0,89.0,3.0,0.0,25.0,1.0,3.24,0.0,1.0,0.0,4.0,0.9,0.0,2.0,1.0,0.84357977,0.1564202
104,1,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,3.0,17.0,0.21,0.0,80.0,2.0,0.0,21.0,2.0,3.64705882352941,1.0,1.0,0.0,7.0,1.1,0.0,3.0,1.0,0.85919267,0.14080733
104,2,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,6.0,12.0,12.02,0.0,86.0,2.0,0.0,24.0,1.0,5.68421052631579,4.0,1.0,0.0,8.0,0.9,0.0,3.0,1.0,0.5335489,0.4664511
147,0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,6.0,9.0,18.0,0.26,1.0,84.0,1.0,4.0,25.0,2.0,4.16666666666667,0.0,0.0,0.0,10.0,1.0,0.0,3.0,1.0,0.91325957,0.086740434
147,1,3.0,0.0,1.0,3.0,0.0,14.0,2.0,1.0,6.0,12.0,25.0,0.12,0.0,92.0,1.0,1.0,25.0,2.0,2.64705882352941,0.0,0.0,0.0,9.0,0.9,0.0,2.0,0.0,0.51652235,0.48347765
147,2,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,6.0,12.0,0.16,0.0,86.0,2.0,0.0,24.0,1.0,5.68421052631579,4.0,1.0,0.0,5.0,1.1,0.0,3.0,1.0,0.6319181,0.3680819
147,3,0.0,4.0,1.0,1.0,0.0,2.0,2.0,5.0,2.0,15.0,26.0,0.22,0.0,84.0,1.0,1.0,20.0,2.0,4.125,0.0,0.0,0.0,1.0,0.625,1.0,2.0,0.0,0.5926431,0.40735692
148,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,19.0,4.09,0.0,86.0,1.0,2.0,12.0,2.0,3.04761904761905,40.0,0.0,0.0,5.0,0.8,0.0,3.0,1.0,0.6320647,0.36793527
148,1,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,4.0,20.0,0.2,0.0,87.0,1.0,0.0,4.0,2.0,17.1,0.0,0.0,0.0,6.0,0.833333333333333,0.0,3.0,2.0,0.55279934,0.44720066
148,2,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,9.0,20.0,0.2,0.0,83.0,2.0,46.0,10.0,3.0,2.43478260869565,0.0,0.0,0.0,7.0,1.0,0.0,2.0,0.0,0.97807264,0.02192733
148,3,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,36.0,21.0,0.13,0.0,83.0,1.0,1.0,12.0,2.0,1.88,0.0,0.0,0.0,2.0,0.6,0.0,2.0,0.0,0.6502985,0.3497015
1762,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,7.0,5.0,0.24,0.0,73.0,1.0,0.0,12.0,3.0,1.4,2.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.7027143,0.29728565
1762,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,0.22,0.0,72.0,2.0,0.0,9.0,2.0,5.33333333333333,0.0,1.0,0.0,4.0,1.0,0.0,2.0,1.0,0.6780237,0.32197627
154,0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,30.0,11.0,19.0,0.48,0.0,88.0,4.0,3.0,11.0,1.0,2.22727272727273,0.0,0.0,0.0,8.0,0.9,0.0,3.0,1.0,0.58016044,0.41983956
154,1,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,4.0,10.0,21.0,0.28,0.0,86.0,2.0,0.0,10.0,2.0,2.92,0.0,1.0,0.0,11.0,1.0,0.0,2.0,0.0,0.9935787,0.0064213118
154,2,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,9.0,20.0,0.2,0.0,83.0,2.0,0.0,10.0,3.0,2.43478260869565,0.0,0.0,0.0,7.0,0.9,0.0,2.0,0.0,0.9346209,0.06537906
218,0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,4.0,8.0,11.0,31.0,0.27,0.0,89.0,2.0,2.0,24.0,2.0,33.4,0.0,0.0,0.0,14.0,1.0,0.0,3.0,1.0,0.81773114,0.18226886
218,1,1.0,2.0,1.0,6.0,0.0,0.0,2.0,1.0,4.0,10.0,25.0,0.16,0.0,91.0,2.0,0.0,29.0,2.0,2.4375,0.0,0.0,0.0,19.0,1.0,0.0,2.0,0.0,0.56930566,0.43069434
218,2,3.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,6.0,12.0,25.0,0.12,0.0,92.0,1.0,1.0,25.0,2.0,2.64705882352941,0.0,0.0,0.0,9.0,1.1,0.0,2.0,0.0,0.85170245,0.14829753
218,3,4.0,0.0,1.0,2.0,0.0,2.0,2.0,10.0,1.0,2.0,31.0,0.33,0.0,89.0,2.0,36.0,27.0,2.0,3.08333333333333,0.0,0.0,0.0,8.0,1.0,0.0,3.0,1.0,0.69641614,0.30358386
218,4,5.0,2.0,1.0,1.0,0.0,4.0,3.0,5.0,10.0,1.0,35.0,0.42,0.0,89.0,1.0,3.0,27.0,4.0,4.80769230769231,0.0,1.0,0.0,32.0,1.1,0.0,3.0,0.0,0.57375216,0.4262478
219,0,19.0,3.0,1.0,0.0,0.0,2.0,2.0,7.0,5.0,23.0,54.0,0.19,0.0,69.0,2.0,2.0,45.0,2.0,3.97058823529412,0.0,1.0,0.0,17.0,1.0,0.0,3.0,0.0,0.92853236,0.07146767
219,1,0.0,1.0,1.0,62.0,0.0,1.0,2.0,4.0,8.0,31.0,63.0,0.16,0.0,94.0,0.0,0.0,38.0,4.0,2.85333333333333,0.0,1.0,3.0,18.0,0.9,0.0,2.0,1.0,0.56360734,0.43639264
