test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
39,0,6.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,52.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,1.0,45.7,0.0,0.0,0.0,11.0,1.0,0.0,3.0,1.0,0.8266546,0.17334537,4
39,1,0.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,38.0,59.0,133.0,0.77,0.0,97.0,1.0,8.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,1.0,0.0,3.0,1.0,0.79308337,0.20691662,4
39,2,6.0,1.0,4.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,9.0,0.77,10.0,97.0,1.0,2.0,59.0,0.0,4.74534161490683,0.0,0.0,0.0,11.0,0.8,0.0,3.0,1.0,0.7513352,0.24866478,5
39,3,6.0,1.0,1.0,5.0,3.0,15.0,2.0,6.0,21.0,59.0,26.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.9,0.0,3.0,0.0,0.5374143,0.46258572,4
39,4,6.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,3.0,0.77,10.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,4.0,0.0,0.0,11.0,0.9,0.0,3.0,1.0,0.81589025,0.18410976,4
39,5,6.0,1.0,1.0,18.0,3.0,4.0,2.0,6.0,21.0,2.0,133.0,0.77,0.0,67.0,1.0,2.0,62.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,1.0,0.0,3.0,1.0,0.7356273,0.2643727,5
39,6,6.0,1.0,1.0,5.0,5.0,4.0,2.0,6.0,21.0,15.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,1.0,4.74534161490683,0.0,0.0,0.0,11.0,1.1,0.0,3.0,1.0,0.8587923,0.14120768,4
39,7,0.0,1.0,1.0,5.0,3.0,4.0,0.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.9,0.0,3.0,1.0,0.6812347,0.3187653,3
39,8,6.0,1.0,1.0,53.0,3.0,4.0,2.0,6.0,11.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,0.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.8,0.0,3.0,1.0,0.5495485,0.45045146,4
39,9,6.0,1.0,1.0,5.0,0.0,4.0,2.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,23.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,1.0,0.0,3.0,0.0,0.5760236,0.42397645,4
39,10,6.0,1.0,1.0,5.0,3.0,4.0,2.0,2.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,0.0,4.74534161490683,0.0,0.0,0.0,11.0,1.0,0.0,3.0,1.0,0.8873613,0.112638704,3
39,11,6.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,42.4,0.0,0.0,0.0,11.0,0.9,0.0,3.0,0.0,0.5363711,0.4636289,3
39,12,6.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,9.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,36.6,0.0,0.0,0.0,1.0,0.454545454545455,0.0,3.0,1.0,0.5064577,0.49354228,3
39,13,0.0,1.0,0.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,6.0,0.0,11.0,1.1,0.0,3.0,1.0,0.6011011,0.3988989,4
39,14,6.0,1.0,1.0,5.0,3.0,4.0,6.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,0.0,4.74534161490683,0.0,0.0,0.0,11.0,1.0,0.0,3.0,0.0,0.9455236,0.054476377,4
39,15,6.0,1.0,1.0,5.0,3.0,4.0,11.0,6.0,21.0,59.0,133.0,0.77,0.0,89.0,1.0,2.0,2.0,9.0,4.74534161490683,0.0,0.0,0.0,3.0,0.454545454545455,0.0,3.0,1.0,0.504303,0.495697,4
