test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed
41,0,6.0,1.0,1.0,5.0,3.0,4.0,2.0,7.0,21.0,62.0,76.0,0.76,0.0,97.0,1.0,2.0,59.0,9.0,4.73053892215569,0.0,0.0,0.0,0.533424283765348,0.5,1.0,0.5592477957322938,0.44075220426770617,1
43,0,1.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,31.0,77.0,0.55,0.0,97.0,2.0,3.0,59.0,9.0,6.65882352941177,0.0,1.0,0.0,0.568445475638051,0.5,2.0,0.6537829087236278,0.34621709127637235,2
48,0,9.0,3.0,1.0,1.0,0.0,4.0,3.0,6.0,0.0,22.0,38.0,0.39,0.0,89.0,1.0,3.0,27.0,4.0,4.87272727272727,0.0,1.0,0.0,0.496396396396396,0.666666666666667,3.0,0.5235725386584972,0.4764274613415027,2
58,0,6.0,4.0,1.0,2.0,0.0,8.0,2.0,5.0,22.0,21.0,78.0,1.43,0.0,94.0,1.0,1.0,50.0,9.0,4.24038461538461,0.0,0.0,0.0,0.66008316008316,0.625,1.0,0.6719817380392996,0.3280182619607005,2
153,0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,3.0,20.0,0.24,0.0,83.0,1.0,3.0,21.0,2.0,4.40740740740741,0.0,0.0,0.0,0.383474576271186,0.75,1.0,0.5185018620907083,0.4814981379092919,2
212,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,21.0,65.0,0.41,0.0,96.0,2.0,0.0,12.0,1.0,2.4,1.0,1.0,0.0,0.61100569259962,1.0,1.0,0.6711926670867353,0.32880733291326464,2
228,0,0.0,1.0,2.0,1.0,0.0,3.0,3.0,4.0,9.0,1.0,30.0,0.26,0.0,89.0,2.0,2.0,6.0,2.0,3.775,0.0,0.0,0.0,0.584239130434783,0.857142857142857,1.0,0.6209424619131979,0.3790575380868019,2
236,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,1.0,7.0,0.06,0.0,92.0,2.0,1.0,42.0,1.0,4.08571428571429,0.0,0.0,0.0,0.351648351648352,0.5,1.0,0.5,0.5,2
243,0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,6.0,3.0,0.0,1.0,0.16,1.0,87.0,2.0,1.0,43.0,2.0,3.24390243902439,0.0,0.0,0.0,0.419354838709677,0.5,2.0,0.5952640093674142,0.4047359906325858,2
259,0,6.0,0.0,1.0,3.0,0.0,1.0,2.0,4.0,13.0,59.0,133.0,0.15,0.0,95.0,1.0,1.0,71.0,4.0,3.12765957446809,0.0,1.0,0.0,0.69479090242113,0.5,1.0,0.5970096362799883,0.4029903637200117,3
262,0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,3.0,16.0,39.0,0.21,0.0,92.0,1.0,2.0,4.0,3.0,4.83720930232558,1.0,1.0,0.0,0.463840399002494,0.5,1.0,0.7351024193792673,0.2648975806207326,1
523,0,2.0,0.0,1.0,2.0,1.0,1.0,3.0,10.0,29.0,37.0,133.0,0.14,0.0,93.0,1.0,2.0,42.0,2.0,4.25714285714286,0.0,0.0,0.0,0.417142857142857,0.666666666666667,1.0,0.7446515828128585,0.2553484171871416,1
739,0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,5.0,4.0,37.0,0.13,0.0,85.0,2.0,0.0,18.0,2.0,2.83720930232558,1.0,1.0,0.0,0.460820895522388,1.0,1.0,0.5502469779303855,0.4497530220696145,2
