test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
30,0,21.0,1.0,2.0,14.0,2.0,8.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,6.0,3.72151898734177,0.0,0.6,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.5883770188881898,0.41162298111181006
30,1,21.0,1.0,2.0,14.0,25.0,8.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.8631002938043151,0.1368997061956848
30,2,21.0,1.0,2.0,14.0,2.0,8.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,87.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,3.0,2.0,0.5283710042623561,0.47162899573764383
30,3,21.0,1.0,2.0,14.0,2.0,8.0,7.0,17.0,0.41,6.0,182.0,3.0,2.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.6186384337960696,0.3813615662039304
30,4,21.0,1.0,2.0,211.0,2.0,8.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.5,0.0,2.0,2.0,0.880661265269542,0.11933873473045807
30,5,21.0,1.0,2.0,14.0,2.0,8.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,2.0,3.72151898734177,1.0,4.27848101265823,15.0,1.0,0.777777777777778,0.0,2.0,2.0,0.70357488892117,0.29642511107882996
30,6,21.0,1.0,2.0,14.0,2.0,8.0,7.0,17.0,0.41,0.0,38.0,3.0,2.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,19.0,1.0,0.777777777777778,0.0,2.0,2.0,0.8477877401130105,0.15221225988698958
30,7,21.0,1.0,2.0,14.0,8.0,8.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,2.0,3.72151898734177,21.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.8809998597814509,0.11900014021854906
30,8,49.0,1.0,2.0,14.0,2.0,8.0,7.0,9.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.657938436231571,0.342061563768429
30,9,21.0,1.0,6.0,14.0,2.0,29.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.8757419513659757,0.1242580486340243
390,0,6.0,0.0,4.0,0.0,0.0,1.0,7.0,10.0,0.11,0.0,16.0,6.0,4.0,0.0,21.0,1.0,3.6875,18.0,7.6875,1.0,5.0,0.4,0.0,1.0,1.0,0.8799044344378505,0.12009556556214934
390,1,6.0,0.0,4.0,0.0,0.0,1.0,7.0,10.0,0.11,6.0,16.0,6.0,2.0,0.0,21.0,1.0,3.6875,1.0,7.6875,1.0,1.0,0.4,0.0,1.0,1.0,0.6303674749440712,0.36963252505592864
390,2,6.0,0.0,4.0,0.0,0.0,1.0,7.0,10.0,0.11,0.0,16.0,6.0,4.0,0.0,21.0,1.0,3.6875,1.0,24.5,1.0,1.0,0.4,0.0,1.0,1.0,0.6967166808462245,0.3032833191537751
390,3,6.0,0.0,4.0,0.0,0.0,35.0,7.0,6.0,0.11,0.0,16.0,6.0,4.0,0.0,21.0,1.0,3.6875,1.0,7.6875,1.0,1.0,0.4,0.0,1.0,1.0,0.8649036334842417,0.13509636651575838
390,4,6.0,0.0,7.0,0.0,0.0,1.0,81.0,10.0,0.11,0.0,16.0,6.0,4.0,0.0,21.0,1.0,3.6875,1.0,7.6875,1.0,1.0,0.4,0.0,1.0,1.0,0.8806527016236944,0.1193472983763054
390,5,6.0,0.0,4.0,0.0,0.0,1.0,7.0,10.0,0.11,0.0,16.0,6.0,4.0,0.0,21.0,1.0,3.6875,1.0,7.6875,17.0,1.0,0.4,0.0,1.0,1.0,0.8285585510432902,0.17144144895671004
390,6,6.0,0.0,4.0,0.0,18.0,1.0,7.0,10.0,64.5,0.0,16.0,6.0,4.0,0.0,21.0,1.0,3.6875,1.0,7.6875,1.0,1.0,0.4,0.0,1.0,1.0,0.8808196452138289,0.11918035478617081
390,7,6.0,68.0,4.0,0.0,0.0,1.0,7.0,10.0,0.11,0.0,125.0,6.0,4.0,0.0,21.0,1.0,3.6875,1.0,7.6875,1.0,1.0,0.4,0.0,1.0,1.0,0.8525101784535941,0.1474898215464059
390,8,36.0,0.0,4.0,0.0,0.0,1.0,7.0,10.0,0.11,0.0,16.0,6.0,4.0,0.0,21.0,1.0,3.6875,1.0,7.6875,18.0,1.0,0.4,0.0,1.0,1.0,0.8693724578492311,0.13062754215076883
390,9,60.0,0.0,1.0,0.0,0.0,1.0,7.0,10.0,0.11,0.0,16.0,6.0,4.0,0.0,21.0,1.0,3.6875,1.0,7.6875,1.0,1.0,0.4,0.0,1.0,1.0,0.8778910729968269,0.12210892700317316
