test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
7,0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,9.0,6.0,0.25,0.0,61.0,2.0,1.0,6.0,1.0,4.11111111111111,0.0,1.0,1.0,0.2,0.8,0.0,1.0,1.0,0.73928595,0.26071402
805,0,0.0,5.0,1.0,0.0,1.0,4.0,3.0,9.0,8.0,6.0,0.67,1.0,81.0,2.0,2.0,12.0,2.0,3.35,0.0,0.0,444.0,0.916666666666667,0.2,0.0,1.0,0.0,0.7325928,0.2674072
805,1,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,9.0,63.0,0.25,0.0,80.0,2.0,1.0,6.0,1.0,4.11111111111111,0.0,1.0,1.0,1.41666666666667,0.0,0.0,1.0,1.0,0.9983204,0.0016795939
805,2,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,6.0,4.0,0.27,1.0,82.0,3.0,2.0,7.0,1.0,5.2,28.0,2.0,1.0,1.57142857142857,0.2,0.0,2.0,2.0,0.98932123,0.010678771
805,3,0.0,4.0,1.0,0.0,0.0,1.0,3.0,0.0,9.0,4.0,0.3,0.0,82.0,6.0,0.0,11.0,2.0,3.875,1.0,2.0,1.0,1.75,0.666666666666667,0.0,1.0,7.0,0.64786434,0.35213566
820,0,8.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,12.0,14.0,0.28,0.0,79.0,2.0,0.0,4.0,2.0,4.65217391304348,1.0,1.0,1.0,1.26923076923077,0.0,0.0,3.0,0.0,0.9977737,0.002226301
820,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,8.0,0.27,0.0,75.0,1.0,3.0,12.0,2.0,6.41666666666667,1.0,0.0,1.0,0.928571428571429,0.0,0.0,3.0,3.0,0.8279738,0.1720262
820,2,1.0,1.0,1.0,46.0,0.0,0.0,2.0,1.0,9.0,6.0,0.25,0.0,80.0,2.0,1.0,6.0,1.0,4.11111111111111,0.0,1.0,1.0,1.41666666666667,0.0,0.0,1.0,1.0,0.9920785,0.00792153
830,0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,11.0,16.0,0.36,1.0,85.0,2.0,0.0,6.0,7.0,3.36363636363636,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5795216,0.4204784
830,1,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,9.0,6.0,0.25,0.0,80.0,2.0,1.0,6.0,1.0,4.11111111111111,0.0,1.0,340.0,0.1,0.8,0.0,1.0,1.0,0.58870655,0.41129345
