test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
37,0,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,0.32,0.0,98.0,3.0,4.0,1.0,2.0,3.43564356435644,0.0,3.92079207920792,0.0,0.0,0.875,0.0,2.0,2.0,0.9575502646353165,0.042449735364683557,1
37,1,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,0.32,0.0,98.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,0.0,0.0,0.875,0.0,2.0,2.0,0.9928406171894447,0.007159382810555254,2
37,2,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,0.0,22.0,0.32,0.0,98.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,0.0,0.0,0.875,0.0,2.0,2.0,0.997920216357147,0.0020797836428529445,3
37,3,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,0.0,22.0,0.32,0.0,98.0,3.0,4.0,0.0,2.0,4.3,0.0,0.0,0.0,0.0,0.875,0.0,2.0,2.0,0.9979484091797285,0.0020515908202714595,4
37,4,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,0.0,22.0,0.32,0.0,98.0,3.0,4.0,0.0,2.0,4.3,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.997952377590175,0.002047622409825009,5
37,5,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,0.32,0.0,26.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,0.0,0.0,0.875,0.0,2.0,2.0,0.9955505890013413,0.0044494109986586965,3
37,6,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,0.32,0.0,26.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,0.0,0.0,0.5,0.0,2.0,2.0,0.9955919439784665,0.004408056021533468,4
37,7,274.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,0.32,0.0,26.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,0.0,0.0,0.5,0.0,2.0,2.0,0.9956111763811029,0.004388823618897104,5
37,8,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,0.32,0.0,26.0,3.0,4.0,0.0,2.0,4.3,0.0,0.0,0.0,0.0,0.875,0.0,2.0,2.0,0.9958563147099594,0.00414368529004065,4
37,9,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,0.32,0.0,26.0,3.0,4.0,0.0,2.0,4.3,0.0,0.0,0.0,0.0,0.5,0.0,2.0,2.0,0.9958948398417334,0.004105160158266578,5
37,10,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,85.6,0.0,26.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,0.0,0.0,0.875,0.0,2.0,2.0,0.9966767934659994,0.003323206534000686,4
37,11,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,85.6,0.0,26.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,0.0,0.0,0.875,0.0,1.0,2.0,0.9971861513018928,0.0028138486981072407,5
37,12,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,0.32,0.0,26.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,25.0,0.0,0.875,0.0,2.0,2.0,0.9969584793466029,0.0030415206533970867,4
37,13,0.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,0.32,0.0,26.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,25.0,0.0,0.875,0.0,2.0,2.0,0.9971870461058138,0.0028129538941862845,5
37,14,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,0.0,0.32,0.0,98.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,0.0,0.0,0.875,0.0,2.0,2.0,0.99643798333361,0.003562016666389972,3
37,15,13.0,1.0,2.0,11.0,23.0,2.0,261.0,16.0,17.0,0.0,0.32,0.0,98.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,0.0,0.0,0.875,0.0,2.0,2.0,0.996538182480069,0.003461817519931014,4
37,16,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,0.32,0.0,98.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,25.0,0.0,0.875,0.0,2.0,2.0,0.9951017825517231,0.004898217448276945,3
37,17,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,0.0,22.0,0.32,0.0,98.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.9979242391877905,0.0020757608122094675,4
37,18,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,0.0,0.32,0.0,26.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,0.0,0.0,0.875,0.0,2.0,2.0,0.9969269602442922,0.0030730397557077794,4
37,19,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,73.0,0.32,0.0,26.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,0.0,0.0,0.0,0.875,0.0,2.0,2.0,0.9991884171395582,0.000811582860441838,4
56,0,64.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,23.0,32.0,0.13,1.0,191.0,4.0,3.0,1.0,3.0,4.53030303030303,0.0,4.83333333333333,0.0,0.0,0.666666666666667,0.0,2.0,4.0,0.9691287415040883,0.030871258495911665,1
56,1,64.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,23.0,32.0,0.13,1.0,26.0,4.0,3.0,0.0,3.0,4.53030303030303,0.0,4.83333333333333,0.0,0.0,0.666666666666667,0.0,2.0,4.0,0.9992019017573036,0.0007980982426964231,2
56,2,64.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,0.0,32.0,0.13,1.0,26.0,4.0,3.0,0.0,3.0,4.53030303030303,0.0,4.83333333333333,0.0,0.0,0.666666666666667,0.0,2.0,4.0,0.9998859841798737,0.00011401582012631018,3
56,3,64.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,0.0,32.0,0.13,1.0,26.0,4.0,3.0,0.0,3.0,4.53030303030303,0.0,0.0,0.0,0.0,0.666666666666667,0.0,2.0,4.0,0.9999055431956053,9.445680439463915e-05,4
56,4,64.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,0.0,32.0,0.13,1.0,0.0,4.0,3.0,0.0,3.0,4.53030303030303,0.0,0.0,0.0,0.0,0.666666666666667,0.0,2.0,4.0,0.9999085461728617,9.14538271382762e-05,4
56,5,64.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,0.0,32.0,0.13,1.0,0.0,4.0,3.0,0.0,3.0,4.53030303030303,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.9999111600389958,8.883996100420404e-05,5
56,6,64.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,23.0,32.0,0.13,1.0,26.0,4.0,3.0,0.0,3.0,4.53030303030303,0.0,0.0,0.0,0.0,0.666666666666667,0.0,2.0,4.0,0.9994354858293072,0.0005645141706928321,3
56,7,64.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,23.0,32.0,0.13,1.0,191.0,4.0,3.0,0.0,3.0,4.53030303030303,0.0,0.0,0.0,0.0,0.666666666666667,0.0,2.0,4.0,0.9940270785406146,0.005972921459385442,2
56,8,64.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,0.0,32.0,0.13,1.0,191.0,4.0,3.0,0.0,3.0,4.53030303030303,0.0,0.0,0.0,0.0,0.666666666666667,0.0,2.0,4.0,0.998256156226511,0.0017438437734890394,3
56,9,64.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,0.0,32.0,0.13,1.0,191.0,4.0,3.0,0.0,3.0,4.53030303030303,0.0,0.0,25.0,0.0,0.666666666666667,0.0,2.0,4.0,0.9987810853889592,0.0012189146110408507,4
56,10,64.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,0.0,32.0,85.6,1.0,191.0,4.0,3.0,0.0,3.0,4.53030303030303,0.0,0.0,25.0,0.0,0.666666666666667,0.0,2.0,4.0,0.9988972433309877,0.0011027566690122957,5
56,11,64.0,1.0,2.0,20.0,23.0,4.0,349.0,25.0,23.0,32.0,0.13,1.0,26.0,4.0,3.0,0.0,3.0,4.53030303030303,0.0,4.83333333333333,0.0,0.0,0.666666666666667,0.0,2.0,4.0,0.9994555174997917,0.0005444825002082816,3
56,12,64.0,1.0,2.0,20.0,23.0,4.0,349.0,25.0,23.0,32.0,0.13,1.0,26.0,4.0,3.0,0.0,3.0,4.53030303030303,0.0,0.0,0.0,0.0,0.666666666666667,0.0,2.0,4.0,0.9995345626982759,0.00046543730172415355,4
56,13,64.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,0.0,32.0,0.13,1.0,26.0,4.0,3.0,0.0,3.0,4.3,0.0,0.0,0.0,0.0,0.666666666666667,0.0,2.0,4.0,0.9999177361834469,8.226381655306753e-05,5
56,14,64.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,0.0,32.0,0.13,1.0,0.0,4.0,3.0,0.0,3.0,4.3,0.0,0.0,0.0,0.0,0.666666666666667,0.0,2.0,4.0,0.9999203515512687,7.964844873135995e-05,5
56,15,64.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,0.0,32.0,0.13,1.0,191.0,4.0,3.0,0.0,3.0,4.53030303030303,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.9984838773214272,0.0015161226785728383,4
56,16,64.0,1.0,2.0,20.0,23.0,4.0,349.0,25.0,0.0,32.0,0.13,1.0,191.0,4.0,3.0,0.0,3.0,4.53030303030303,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.9985167762930768,0.0014832237069231672,5
56,17,64.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,0.0,32.0,0.13,1.0,26.0,4.0,3.0,0.0,3.0,4.53030303030303,0.0,0.0,25.0,0.0,0.666666666666667,0.0,2.0,4.0,0.999934009258514,6.599074148603759e-05,5
56,18,64.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,0.0,32.0,0.13,1.0,0.0,4.0,3.0,0.0,3.0,4.53030303030303,0.0,0.0,25.0,0.0,0.666666666666667,0.0,2.0,4.0,0.9999361634197009,6.383658029904713e-05,5
56,19,64.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,0.0,32.0,0.13,1.0,0.0,4.0,3.0,0.0,3.0,4.53030303030303,0.0,4.83333333333333,0.0,0.0,0.666666666666667,0.0,2.0,4.0,0.9998980668464915,0.00010193315350844063,3
61,0,0.0,0.0,1.0,1.0,1.0,1.0,35.0,1.0,0.0,2.0,1.17,0.0,6.0,1.0,14.0,0.0,1.0,6.0,2.0,1.75,0.0,0.0,1.0,0.0,4.0,2.0,0.8333682652489588,0.1666317347510412,1
61,1,0.0,0.0,1.0,1.0,1.0,1.0,35.0,1.0,0.0,2.0,1.17,0.0,6.0,1.0,2.0,0.0,1.0,6.625,2.0,1.75,0.0,0.0,1.0,0.0,4.0,2.0,0.9867036938433299,0.0132963061566701,1
61,2,0.0,0.0,1.0,1.0,1.0,1.0,35.0,1.0,0.0,0.0,1.17,0.0,6.0,1.0,1.0,0.0,1.0,1.4,2.0,1.75,0.0,0.0,1.0,0.0,4.0,2.0,0.9999485354132657,5.146458673436118e-05,3
61,3,0.0,0.0,1.0,0.0,1.0,1.0,35.0,1.0,0.0,0.0,1.17,0.0,6.0,1.0,1.0,0.0,1.0,1.4,2.0,1.75,0.0,0.0,1.0,0.0,4.0,2.0,0.9999651478913152,3.485210868476572e-05,4
61,4,0.0,0.0,1.0,0.0,1.0,1.0,35.0,1.0,0.0,0.0,1.17,0.0,6.0,1.0,1.0,0.0,1.0,1.4,2.0,3.3,0.0,0.0,1.0,0.0,4.0,2.0,0.9999700106921328,2.998930786723954e-05,5
61,5,0.0,0.0,1.0,1.0,1.0,1.0,35.0,1.0,0.0,2.0,1.17,0.0,6.0,1.0,0.0,0.0,1.0,6.625,2.0,1.75,0.0,0.0,1.0,0.0,4.0,2.0,0.9884256819000156,0.011574318099984477,1
61,6,0.0,0.0,1.0,1.0,1.0,1.0,35.0,1.0,0.0,1.0,1.17,0.0,6.0,1.0,14.0,0.0,1.0,6.625,2.0,1.75,0.0,0.0,1.0,0.0,4.0,2.0,0.6776818571128256,0.3223181428871744,1
61,7,0.0,0.0,1.0,1.0,1.0,1.0,28.0,1.0,0.0,73.0,1.17,0.0,6.0,1.0,0.0,0.0,1.0,6.625,2.0,1.75,0.0,0.0,1.0,0.0,4.0,2.0,0.9991934419179838,0.0008065580820161961,3
61,8,0.0,0.0,1.0,1.0,1.0,1.0,28.0,1.0,0.0,73.0,1.17,0.0,6.0,1.0,0.0,0.0,1.0,6.625,2.0,1.75,0.0,0.0,0.0,0.0,4.0,2.0,0.9997398418199058,0.00026015818009419983,4
61,9,0.0,0.0,1.0,1.0,1.0,1.0,28.0,1.0,0.0,73.0,1.2,0.0,6.0,1.0,0.0,0.0,1.0,6.625,2.0,1.75,0.0,0.0,0.0,0.0,4.0,2.0,0.9997412719012523,0.00025872809874768414,5
61,10,0.0,0.0,1.0,1.0,1.0,1.0,35.0,1.0,0.0,2.0,1.17,0.0,6.0,1.0,14.0,0.0,1.0,1.4,2.0,1.75,0.0,0.0,0.0,0.0,4.0,2.0,0.9989061425494741,0.0010938574505259182,2
61,11,0.0,0.0,1.0,1.0,1.0,1.0,35.0,1.0,0.0,2.0,1.17,0.0,5.0,1.0,14.0,0.0,1.0,6.625,2.0,1.75,0.0,0.0,1.0,0.0,4.0,2.0,0.507769099141664,0.492230900858336,1
61,12,0.0,0.0,1.0,2.0,1.0,1.0,35.0,1.0,0.0,2.0,1.17,0.0,6.0,1.0,14.0,0.0,1.0,6.625,2.0,1.75,0.0,0.0,1.0,0.0,4.0,2.0,0.5775140445547351,0.42248595544526485,1
61,13,0.0,1.0,1.0,216.0,1.0,1.0,35.0,1.0,0.0,2.0,1.17,0.0,26.0,1.0,14.0,0.0,1.0,1.4,2.0,1.75,0.0,0.0,0.0,0.0,4.0,2.0,0.9993451953412659,0.0006548046587341816,5
61,14,0.0,1.0,1.0,0.0,1.0,1.0,35.0,1.0,0.0,2.0,1.17,0.0,26.0,1.0,14.0,0.0,1.0,1.4,2.0,1.75,0.0,0.0,0.0,0.0,4.0,2.0,0.9993539174157183,0.0006460825842817148,5
61,15,0.0,1.0,1.0,1.0,1.0,1.0,35.0,1.0,0.0,73.0,1.17,0.0,6.0,1.0,0.0,0.0,1.0,6.625,2.0,1.75,0.0,0.0,1.0,0.0,4.0,2.0,0.9994312621331283,0.000568737866871701,3
61,16,0.0,1.0,1.0,1.0,1.0,1.0,28.0,1.0,0.0,73.0,1.17,0.0,6.0,1.0,0.0,0.0,1.0,6.625,2.0,1.75,0.0,0.0,1.0,0.0,4.0,2.0,0.9996810587891438,0.0003189412108562177,4
61,17,0.0,1.0,1.0,1.0,1.0,1.0,28.0,1.0,0.0,73.0,1.17,0.0,6.0,1.0,0.0,0.0,1.0,6.625,2.0,1.75,0.0,0.0,0.0,0.0,4.0,2.0,0.9998305062718824,0.00016949372811756033,5
