test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
39,0,6.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,10.0,24.0,0.0,3.0,0.8,0.0,3.0,1.0,0.51496124,0.4850388
39,1,11.0,1.0,1.0,0.0,3.0,4.0,2.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,1.0,4.74534161490683,0.0,0.0,1.0,22.0,1.0,0.0,3.0,1.0,0.75752723,0.24247274
39,2,11.0,1.0,1.0,0.0,3.0,4.0,2.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,1.0,4.74534161490683,0.0,0.0,0.0,22.0,1.0,0.0,3.0,1.0,0.93716544,0.062834546
39,3,6.0,1.0,0.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,10.0,24.0,0.0,3.0,0.8,0.0,3.0,1.0,0.51496124,0.4850388
39,4,6.0,31.0,1.0,5.0,3.0,4.0,14.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,0.0,35.0,59.0,0.0,4.74534161490683,0.0,25.0,0.0,11.0,1.0,0.0,3.0,1.0,0.8355975,0.16440247
39,5,0.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,0.0,0.77,0.0,97.0,1.0,2.0,59.0,1.0,4.74534161490683,0.0,0.0,0.0,11.0,0.9,0.0,3.0,1.0,0.9506936,0.049306367
39,6,6.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,133.0,10.93,0.0,97.0,1.0,41.0,59.0,1.0,4.74534161490683,38.0,21.0,0.0,11.0,1.0,0.0,3.0,1.0,0.63209987,0.36790016
39,7,6.0,1.0,0.0,5.0,3.0,4.0,2.0,6.0,21.0,22.0,133.0,0.77,0.0,97.0,1.0,44.0,59.0,9.0,4.74534161490683,10.0,24.0,0.0,3.0,0.8,0.0,3.0,1.0,0.6038845,0.39611548
39,8,2.0,1.0,1.0,5.0,3.0,4.0,10.0,4.0,21.0,23.0,1.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,14.0,0.0,2.0,0.454545454545455,0.0,3.0,1.0,0.6284143,0.3715857
39,9,6.0,1.0,1.0,5.0,3.0,4.0,12.0,6.0,21.0,59.0,133.0,12.97,0.0,97.0,1.0,2.0,59.0,1.0,4.74534161490683,0.0,0.0,0.0,23.0,1.1,0.0,5.0,1.0,0.5064066,0.4935934
41,0,0.0,38.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,30.0,75.0,0.54,0.0,97.0,2.0,3.0,18.0,6.0,7.01204819277108,0.0,1.0,0.0,3.0,1.0,0.0,3.0,2.0,0.5307948,0.4692052
41,1,1.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,30.0,75.0,0.54,13.0,97.0,2.0,3.0,18.0,6.0,7.01204819277108,0.0,1.0,0.0,3.0,0.4,0.0,3.0,2.0,0.5384735,0.4615265
41,2,0.0,15.0,1.0,6.0,1.0,2.0,1.0,6.0,7.0,30.0,75.0,0.54,0.0,97.0,2.0,3.0,18.0,6.0,7.01204819277108,0.0,1.0,0.0,3.0,1.0,0.0,3.0,2.0,0.5307948,0.4692052
41,3,1.0,0.0,3.0,6.0,1.0,2.0,1.0,2.0,7.0,30.0,75.0,4.89,0.0,97.0,2.0,3.0,18.0,0.0,7.01204819277108,0.0,1.0,0.0,3.0,1.0,0.0,3.0,2.0,0.7260213,0.2739787
