CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
2.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,7.0,2.0,0.77,3.0,61.0,3.0,0.0,1.0,1.0,4.75,3.0,2.0,1.0,1.83,0.0,0.0,2.0,1.0,0
0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,5.0,0.82,0.0,53.0,3.0,0.0,2.0,1.0,2.6,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0
1.0,0.0,1.0,25.0,1.0,2.0,1.0,0.0,2.0,5.0,0.34,0.0,93.0,2.0,0.0,5.0,1.0,2.5,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,55.0,3.0,1.0,57.0,1.0,0.0,0.0,1.0,0.23,1.0,0.0,1.0,0.0,0.0,1.0,6.0,6.0,2.0,55.0,3.0,0.0,0.0,1.0,0.0,0
19.0,0.0,3.0,0.0,0.0,7.0,1.0,1.0,8.0,0.0,0.43,1.0,76.0,1.0,0.0,0.0,1.0,5.1,2.0,1.0,1.0,2.86,0.0,0.0,1.0,2.0,0
0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,7.0,0.9,0.0,57.0,3.0,0.0,2.0,1.0,2.57,1.0,1.0,1.0,0.89,0.0,0.0,3.0,1.0,0
16.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,5.0,1.0,0.29,0.0,86.0,1.0,0.0,0.0,1.0,3.33,2.0,1.0,1.0,1.5,0.0,0.0,2.0,2.0,0
0.0,0.0,1.0,0.0,6.0,2.0,1.0,0.0,0.0,6.0,1.35,0.0,0.0,1.0,0.0,0.0,1.0,3.33,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.05,0.0,0.0,3.0,0.0,3.0,1.0,2.5,2.0,2.0,1.0,0.75,1.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.83,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,3.0,0.0,0
1.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,1.36,0.0,0.0,2.0,0.0,4.0,1.0,2.5,0.0,2.0,1.0,0.75,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,2.0,0.8,9.0,0.0,2.0,0.0,4.0,1.0,2.5,0.0,5.0,2.0,1.0,0.0,0.0,2.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,0.24,0.0,0.0,2.0,0.0,3.0,1.0,1.78,0.0,1.0,1.0,0.45,0.0,0.0,1.0,0.0,0
