Antecedent,Antecedent Coverage %,Confidence,Lift
0.6 < CountClassCoupled <= 2.16,0.24417,1.0,1.0505
CountClassCoupled <= 0.6,0.17182,1.0,1.0505
23.8 < CountLineComment <= 43,0.25274,0.99812,1.04852
CountInput_Mean <= 0.84,0.20562,0.99769,1.04807
CountLineComment <= 23.8,0.15516,0.99693,1.04728
-5.8 < Del_lines <= 0.8,0.38315,0.99627,1.04659
2.16 < CountClassCoupled <= 3.98,0.19134,0.99502,1.04527
-0.11 < CountDeclInstanceVariable <= 0.48,0.2851,0.99499,1.04524
4 < PercentLackOfCohesion <= 37,0.18325,0.99481,1.04504
MAJOR_LINE <= 0.02,0.26368,0.99458,1.04481
