Antecedent,Antecedent Coverage %,Confidence,Lift
0.5 < CountClassCoupled <= 1.9,0.20368,1.0,1.04277
RatioCommentToCode > 3.27,0.19755,1.0,1.04277
CountClassCoupled <= 0.5,0.19095,1.0,1.04277
-6.2 < Del_lines <= 0.9,0.42669,0.99779,1.04047
1.9 < CountClassCoupled <= 3.54,0.20745,0.99773,1.0404
1.28 < RatioCommentToCode <= 1.92,0.18576,0.99746,1.04013
0.4945 < OWN_COMMIT <= 0.5235,0.3206,0.99412,1.03664
0.54 < CountInput_Mean <= 1.34,0.22442,0.9937,1.0362
0.9 < Del_lines <= 7,0.26874,0.99298,1.03546
-0.08 < CountDeclMethodPrivate <= 0.002 & 0.97 < AvgEssential <= 1.053,0.5554,0.99151,1.03392
