Antecedent,Antecedent Coverage %,Confidence,Lift
RatioCommentToCode > 2.18,0.18125,0.97044,1.20565
1.22 < RatioCommentToCode <= 2.18,0.11518,0.96512,1.19904
0.61 < RatioCommentToCode <= 1.22,0.22991,0.95728,1.1893
19.7 < CountLineComment <= 27.5,0.20714,0.94612,1.17544
1 < CountInput_Mean <= 2.14,0.2058,0.92191,1.14536
0.94 < CountDeclClass <= 1.51 & -0.29 < CountDeclClassMethod <= 0.03,0.39107,0.91781,1.14026
MaxNesting_Mean <= 0.01,0.26205,0.91652,1.13867
1.11 < MINOR_LINE <= 1.85,0.16161,0.91436,1.13598
0.235 < MAJOR_LINE <= 0.805,0.11964,0.91045,1.13112
-0.095 < MAJOR_LINE <= 0.235,0.37366,0.908,1.12808
