Antecedent,Antecedent Coverage %,Confidence,Lift
RatioCommentToCode > 1.705,0.19722,0.98824,1.18908
1.26 < CountInput_Mean <= 2.46,0.21624,0.96781,1.16451
0.875 < RatioCommentToCode <= 1.705,0.19165,0.95884,1.15371
-0.27 < CountDeclMethodPrivate <= 0.155 & -0.033 < OWN_COMMIT <= 0.014,0.25754,0.95856,1.15337
0.155 < CountDeclMethodPrivate <= 0.64,0.07239,0.95513,1.14925
-0.033 < OWN_COMMIT <= 0.014 & 0.872 < AvgEssential <= 1.008,0.28213,0.94408,1.13595
MaxNesting_Mean <= 0.105,0.20928,0.94235,1.13387
0.49 < RatioCommentToCode <= 0.875,0.18979,0.93399,1.12381
MINOR_LINE <= 1.095,0.23898,0.93204,1.12146
-0.033 < OWN_COMMIT <= 0.014 & 0.96 < CountPath_Min <= 1.059,0.30394,0.9313,1.12057
