Antecedent,Antecedent Coverage %,Confidence,Lift
RatioCommentToCode > 1.605,0.19598,0.98633,1.18086
0.85 < RatioCommentToCode <= 1.605,0.1933,0.98614,1.18063
0.065 < CountDeclClassMethod <= 0.565,0.04598,0.98058,1.17397
MaxNesting_Mean <= 0.055,0.22589,0.96047,1.1499
-0.1 < AvgLineComment <= 0.5 & 0.69 < CountDeclClass <= 1.02,0.17946,0.95771,1.14659
0.505 < RatioCommentToCode <= 0.85,0.20223,0.95364,1.14172
-0.23 < AvgLineBlank <= 0.095 & 0.88 < CountPath_Min <= 1.076,0.36429,0.93137,1.11506
12 < CountLineComment <= 27,0.33125,0.93127,1.11493
AvgEssential <= 0.746,0.13393,0.93,1.11342
0.98 < CountInput_Mean <= 2.18,0.20134,0.92683,1.10962
