Antecedent,Antecedent Coverage %,Confidence,Lift
RatioCommentToCode > 1.82,0.19577,0.97471,1.11986
1.14 < CountInput_Mean <= 2.18,0.18767,0.97122,1.11585
0.94 < RatioCommentToCode <= 1.82,0.20117,0.96644,1.11036
19.3 < CountLineComment <= 27.3,0.23582,0.96565,1.10945
0.3 < CountClassCoupled <= 2.45,0.21152,0.9617,1.10491
MaxNesting_Mean <= 0.025,0.23942,0.95489,1.09708
0.99 < MINOR_LINE <= 1.445,0.30603,0.94559,1.0864
CountClassCoupled <= 0.3,0.21017,0.94433,1.08495
27.3 < CountLineComment <= 36.2,0.19442,0.94213,1.08243
-0.0235 < OWN_COMMIT <= 0.019,0.49775,0.93038,1.06893
