Antecedent,Antecedent Coverage %,Confidence,Lift
RatioCommentToCode > 1.505,0.20019,0.96487,1.12034
0.45 < RatioCommentToCode <= 0.75,0.21425,0.95624,1.11032
17.2 < CountLineComment <= 25.6,0.27473,0.95563,1.10961
MINOR_LINE <= 1.02,0.27426,0.95385,1.10754
0.98 < CountInput_Mean <= 2.16,0.22597,0.95228,1.10573
0.75 < RatioCommentToCode <= 1.505,0.19034,0.95074,1.10393
PercentLackOfCohesion <= 3,0.23113,0.94726,1.0999
CountClassCoupled <= 0.34,0.19737,0.94299,1.09494
CountInput_Mean <= 0.98,0.18519,0.94177,1.09352
0.34 < CountClassCoupled <= 2.32,0.2166,0.94156,1.09327
